stageid,site,treatment,burn,plotnum,transectnum,azimuth,slope,diameter,decayclass,thoushrlen,notes
1,dun,ls,b,20,3,240,23,10.0,3,10,
1,dun,ls,nb,1,1,0,13,8.0,4,10,
1,dun,ls,nb,10,1,0,9,110.0,5,10,
1,dun,ls,nb,10,1,0,9,37.0,3,10,
1,dun,ls,nb,10,2,120,14,8.0,3,10,
1,dun,ls,nb,10,2,120,14,17.0,5,10,
1,dun,ls,nb,3,1,0,18,24.0,3,10,
1,dun,ls,nb,3,2,120,5,11.5,5,10,
1,dun,ls,nb,3,2,120,5,20.0,5,10,
1,dun,ls,nb,6,1,0,10,22.0,3,10,
1,dun,ls,nb,6,2,120,5,10.6,2,10,
1,dun,ls,nb,6,3,240,11,16.0,5,10,
1,dun,ls,nb,6,3,240,11,9.0,2,10,
1,dun,ls,nb,6,3,240,11,16.0,3,10,
1,dun,m,b,1,1,0,10,26.0,2,10,
1,dun,m,b,1,2,120,15,12.3,3,10,
1,dun,m,b,1,2,120,15,24.0,2,10,
1,dun,m,b,1,2,120,15,12.0,3,10,
1,dun,m,b,1,2,120,15,14.3,3,10,
1,dun,m,b,1,2,120,15,11.8,2,10,
1,dun,m,b,10,1,0,3,35.0,4,10,
1,dun,m,b,10,2,120,19,20.0,2,10,
1,dun,m,b,3,1,0,6,47.0,4,10,
1,dun,m,b,3,1,0,6,22.0,3,10,
1,dun,m,b,3,2,120,5,19.0,4,10,
1,dun,m,b,3,1,0,6,30.0,2,10,
1,dun,m,b,9,1,0,25,12.0,2,10,duff litter values don't agree with FBD
1,dun,m,b,9,3,240,15,28.2,5,10,duff litter values don't agree with FBD
1,dun,m,nb,10,1,0,15,43.0,3,10,
1,dun,m,nb,10,2,120,10,14.0,5,10,
1,dun,m,nb,10,2,120,10,16.0,4,10,
1,dun,m,nb,10,3,240,10,48.0,5,10,Hollow space under log at 10m
1,dun,m,nb,10,3,240,10,34.0,4,10,Hollow space under log at 10m
1,dun,m,nb,10,3,240,10,10.0,4,10,Hollow space under log at 10m
1,dun,m,nb,10,3,240,10,14.0,4,10,Hollow space under log at 10m
1,dun,m,nb,10,3,240,10,18.0,3,10,Hollow space under log at 10m
1,dun,m,nb,3,1,0,10,13.0,3,10,
1,dun,m,nb,3,1,0,10,46.0,3,10,
1,dun,m,nb,3,2,120,35,10.5,4,10,
1,dun,m,nb,3,2,120,35,10.0,4,10,
1,dun,m,nb,3,3,240,30,28.0,5,10,
1,dun,m,nb,3,3,240,30,15.5,2,10,
1,dun,m,nb,6,1,0,12,10.5,3,10,
1,dun,m,nb,6,2,120,18,14.0,4,10,
1,dun,m,nb,6,2,120,18,34.0,4,10,
1,dun,m,nb,6,2,120,18,18.0,5,10,
1,dun,m,nb,9,1,353,21,38.0,6,10,
1,dun,m,nb,9,1,353,21,11.8,4,10,
1,dun,m,nb,9,1,353,21,38.0,5,10,
1,dun,m,nb,9,3,236,7,42.0,5,10,
1,dun,np,b,1,2,120,45,25.0,3,10,"runs through deep slash, ends below a log landing"
1,dun,np,b,1,2,120,45,18.3,2,10,"runs through deep slash, ends below a log landing"
1,dun,np,b,1,2,120,45,24.3,2,10,"runs through deep slash, ends below a log landing"
1,dun,np,b,1,2,120,45,10.0,3,10,"runs through deep slash, ends below a log landing"
1,dun,np,b,1,2,120,45,9.5,4,10,"runs through deep slash, ends below a log landing"
1,dun,np,b,1,2,120,45,14.1,2,10,"runs through deep slash, ends below a log landing"
1,dun,np,b,1,2,120,45,33.0,2,10,"runs through deep slash, ends below a log landing"
1,dun,np,b,1,2,120,45,10.1,4,10,"runs through deep slash, ends below a log landing"
1,dun,np,b,1,3,240,8,21.5,3,10,
1,dun,np,b,1,3,240,8,22.6,4,10,
1,dun,np,b,11,2,120,9,12.0,4,10,plot center in middle of skid
1,dun,np,b,11,3,240,16,36.0,1,10,plot center in middle of skid
1,dun,np,b,4,2,120,5,8.5,4,10,plot center in middle of skid
1,dun,np,b,4,2,120,5,9.0,5,10,plot center in middle of skid
1,dun,np,b,4,2,120,5,7.5,5,10,plot center in middle of skid
1,dun,np,b,4,2,120,5,8.9,4,10,plot center in middle of skid
1,dun,np,b,5,2,120,6,23.0,3,10,
1,dun,np,b,7,2,120,12,10.0,4,10,
1,dun,np,b,7,2,120,12,12.0,3,10,
1,dun,np,b,7,2,120,12,10.0,2,10,
1,dun,np,b,7,3,240,22,11.0,4,10,
1,dun,np,b,7,3,240,22,14.4,4,10,
1,dun,np,b,7,3,240,22,10.1,4,10,
1,dun,np,b,7,3,240,22,8.4,2,10,
1,dun,np,nb,1,2,120,15,12.0,4,10,
1,dun,np,nb,10,1,0,8,14.2,3,10,in skid at 10m
1,dun,np,nb,10,1,0,8,20.0,3,10,in skid at 10m
1,dun,np,nb,10,2,120,8,12.1,4,10,
1,dun,np,nb,4,1,0,32,26.0,4,10,
1,dun,np,nb,4,1,0,32,14.5,3,10,
1,dun,np,nb,4,1,0,32,18.0,4,10,
1,dun,np,nb,4,2,120,23,13.6,3,10,
1,dun,np,nb,4,2,120,23,13.0,3,10,
1,dun,np,nb,4,2,120,23,18.6,4,10,
1,dun,np,nb,4,2,120,23,8.0,4,10,
1,dun,np,nb,4,3,240,1,9.0,3,10,
1,dun,np,nb,8,1,0,7,10.3,2,10,
1,fair,ls,b,1,2,120,39,10.3,5,10,
1,fair,ls,b,1,2,120,39,13.9,4,10,
1,fair,ls,b,10,1,0,7,21.1,4,10,
1,fair,ls,b,10,1,0,7,12.6,4,10,
1,fair,ls,b,10,1,0,7,19.1,2,10,
1,fair,ls,b,10,1,0,7,38.8,2,10,
1,fair,ls,b,10,2,120,13,42.8,2,10,
1,fair,ls,b,10,3,240,31,8.9,3,10,
1,fair,ls,b,2,1,0,4,16.6,4,10,
1,fair,ls,b,2,1,0,4,13.4,5,10,
1,fair,ls,b,2,2,120,17,13.9,2,10,
1,fair,ls,b,2,2,120,17,17.1,3,10,
1,fair,ls,b,2,3,240,18,13.2,4,10,
1,fair,ls,b,2,3,240,18,11.2,4,10,
1,fair,ls,b,9,1,0,12,25.0,3,10,
1,fair,ls,b,9,1,0,12,12.4,3,10,
1,fair,ls,b,9,1,0,12,15.2,4,10,
1,fair,ls,b,9,2,120,21,11.2,4,10,
1,fair,ls,b,9,3,240,4,22.6,5,10,
1,fair,ls,b,9,3,240,4,37.8,5,10,
1,fair,ls,b,8,1,0,16,9.3,5,10,
1,fair,ls,b,8,1,0,16,17.3,2,10,
1,fair,ls,b,8,1,0,16,15.0,4,10,
1,fair,ls,b,8,1,0,16,39.2,4,10,
1,fair,ls,b,8,2,120,20,72.0,5,10,
1,fair,ls,b,8,2,120,20,36.4,4,10,
1,fair,ls,b,8,2,120,20,62.0,5,10,
1,fair,ls,b,8,3,240,3,40.0,5,10,
1,fair,ls,b,8,3,240,3,51.2,5,10,
1,fair,ls,nb,1,1,0,2,9.2,3,10,
1,fair,ls,nb,1,1,0,2,7.6,3,10,
1,fair,ls,nb,1,2,120,0,26.6,5,10,
1,fair,ls,nb,1,3,240,2,8.5,3,10,salal at 5m
1,fair,ls,nb,1,3,240,2,29.1,4,10,salal at 5m
1,fair,ls,nb,1,3,240,2,10.0,3,10,salal at 5m
1,fair,ls,nb,1,3,240,2,9.7,3,10,salal at 5m
1,fair,ls,nb,11,1,0,1,7.9,3,10,
1,fair,ls,nb,11,1,0,1,17.8,2,10,
1,fair,ls,nb,11,1,0,1,8.0,2,10,
1,fair,ls,nb,4,1,0,2,8.1,2,10,
1,fair,ls,nb,4,3,240,0,9.2,3,10,"downed trees dead tops at 2m, several similar on plot"
1,fair,ls,nb,4,3,240,0,10.6,2,10,"downed trees dead tops at 2m, several similar on plot"
1,fair,ls,nb,5,1,4,2,28.6,5,10,
1,fair,ls,nb,5,1,4,2,8.7,4,10,
1,fair,ls,nb,5,1,4,2,19.5,5,10,
1,fair,ls,nb,5,2,120,14,20.1,5,10,
1,fair,ls,nb,5,3,240,34,48.0,4,10,
1,fair,ls,nb,5,3,240,34,46.0,4,10,
1,fair,ls,nb,7,1,0,7,9.9,2,10,"in skid at 10m, salal"
1,fair,ls,nb,7,3,240,,17.0,3,10,missing slope
1,fair,ls,nb,7,3,240,,13.4,3,10,missing slope
1,fair,m,b,10,1,0,16,14.0,3,10,
1,fair,m,b,10,1,0,16,13.2,4,10,
1,fair,m,b,10,1,0,16,10.3,4,10,
1,fair,m,b,10,1,0,16,21.0,3,10,
1,fair,m,b,10,1,0,16,24.6,3,10,
1,fair,m,b,10,1,0,16,31.8,4,10,
1,fair,m,b,10,1,0,16,17.5,4,10,
1,fair,m,b,10,1,0,16,27.2,5,10,
1,fair,m,b,10,2,120,5,20.4,2,10,
1,fair,m,b,10,2,120,5,27.4,4,10,
1,fair,m,b,10,2,120,5,14.0,4,10,
1,fair,m,b,10,3,240,4,35.4,5,10,
1,fair,m,b,10,3,240,4,34.9,5,10,
1,fair,m,b,10,3,240,4,10.0,4,10,
1,fair,m,b,3,1,0,6,30.6,5,10,
1,fair,m,b,3,1,0,6,11.0,3,10,
1,fair,m,b,3,1,0,6,17.0,3,10,
1,fair,m,b,3,2,120,5,9.2,3,10,
1,fair,m,b,3,2,120,5,23.6,3,10,
1,fair,m,b,3,2,120,5,29.2,3,10,
1,fair,m,b,3,3,240,4,18.5,3,10,
1,fair,m,b,3,3,240,4,43.4,4,10,
1,fair,m,b,3,3,240,4,25.6,3,10,
1,fair,m,b,4,2,120,12,9.8,4,10,
1,fair,m,b,6,1,0,14,11.2,3,10,
1,fair,m,b,6,1,0,14,23.6,3,10,
1,fair,m,b,6,1,0,14,18.6,3,10,
1,fair,m,b,6,2,120,2,15.5,4,10,
1,fair,m,b,6,2,120,2,34.4,5,10,
1,fair,m,b,6,2,120,2,17.4,4,10,
1,fair,m,b,6,3,240,6,21.8,3,10,
1,fair,m,b,6,3,240,6,14.8,4,10,
1,fair,m,b,7,2,120,13,11.0,3,10,
1,fair,m,b,7,2,120,13,9.4,3,10,
1,fair,m,b,7,2,120,13,9.6,3,10,
1,fair,m,b,7,3,240,21,11.6,3,10,
1,fair,m,b,7,3,240,21,13.2,4,10,
1,fair,m,b,7,3,240,21,8.8,3,10,
1,fair,m,nb,1,1,20,6,18.0,2,10,
1,fair,m,nb,1,1,20,6,20.0,2,10,
1,fair,m,nb,1,1,20,6,18.0,2,10,
1,fair,m,nb,1,1,20,6,13.0,4,10,
1,fair,m,nb,1,1,20,6,11.0,2,10,
1,fair,m,nb,1,1,20,6,9.5,2,10,
1,fair,m,nb,1,3,240,7,11.0,3,10,
1,fair,m,nb,1,3,240,7,11.0,3,10,
1,fair,m,nb,1,3,240,7,24.0,5,10,
1,fair,m,nb,1,3,240,7,14.0,3,10,
1,fair,m,nb,1,3,240,7,20.0,3,10,
1,fair,m,nb,1,3,240,7,20.0,4,10,
1,fair,m,nb,1,3,240,7,40.0,4,10,
1,fair,m,nb,11,1,0,8,23.7,2,10,
1,fair,m,nb,11,1,0,8,9.5,3,10,
1,fair,m,nb,11,1,0,8,7.6,5,10,
1,fair,m,nb,11,2,121,3,11.3,2,10,
1,fair,m,nb,13,1,0,9,21.0,2,10,
1,fair,m,nb,13,1,0,9,8.5,3,10,
1,fair,m,nb,13,1,0,9,18.0,3,10,
1,fair,m,nb,13,1,0,9,19.0,4,10,
1,fair,m,nb,13,1,0,9,9.5,3,10,
1,fair,m,nb,13,1,0,9,10.0,3,10,
1,fair,m,nb,13,3,240,2,12.2,3,10,
1,fair,m,nb,3,1,355,15,24.0,5,10,
1,fair,m,nb,3,2,120,33,24.0,5,10,
1,fair,m,nb,3,2,120,33,20.0,5,10,
1,fair,m,nb,3,3,240,9,14.0,4,10,
1,fair,m,nb,3,3,240,9,8.0,1,10,
1,fair,m,nb,3,3,240,9,13.0,2,10,
1,fair,m,nb,7,1,0,6,12.0,3,10,in skid at 10m
1,fair,np,b,3,1,0,7,48.2,4,10,
1,fair,np,b,3,1,0,7,14.8,5,10,
1,fair,np,b,3,1,0,7,45.0,4,10,
1,fair,np,b,3,1,0,7,19.2,5,10,
1,fair,np,b,3,3,234,1,19.2,5,10,
1,fair,np,b,5,1,0,44,12.4,3,10,
1,fair,np,b,5,3,240,59,8.4,5,10,
1,fair,np,b,5,3,240,59,44.0,5,10,
1,fair,np,b,7,1,0,3,24.8,3,10,
1,fair,np,b,7,1,0,3,19.9,3,10,
1,fair,np,b,7,1,0,3,14.0,2,10,
1,fair,np,b,7,1,0,3,17.1,1,10,
1,fair,np,b,7,3,240,44,8.6,3,10,
1,fair,np,b,9,1,0,19,9.8,3,10,
1,fair,np,b,9,1,0,19,10.2,3,10,
1,fair,np,b,9,2,120,9,31.5,4,10,
1,fair,np,nb,1,1,0,4,10.3,2,10,
1,fair,np,nb,1,3,240,7,28.1,5,10,
1,fair,np,nb,10,1,0,3,14.5,3,10,
1,fair,np,nb,10,1,0,3,28.5,3,10,
1,fair,np,nb,10,1,0,3,11.7,3,10,
1,fair,np,nb,10,1,0,3,7.8,3,10,
1,fair,np,nb,10,2,120,2,15.7,3,10,
1,fair,np,nb,10,2,120,2,15.5,3,10,
1,fair,np,nb,10,3,240,21,11.6,3,10,
1,fair,np,nb,10,3,240,21,11.1,2,10,
1,fair,np,nb,10,3,240,21,16.3,3,10,
1,fair,np,nb,10,3,240,21,17.2,3,10,
1,fair,np,nb,10,3,240,21,18.0,2,10,
1,fair,np,nb,3,1,0,11,19.6,3,10,in skid at 10m
1,fair,np,nb,3,2,114,3,20.1,2,10,
1,fair,np,nb,5,1,0,6,19.4,5,10,
1,fair,np,nb,5,1,0,6,9.5,3,10,
1,fair,np,nb,5,2,120,1,10.4,2,10,
1,fair,np,nb,5,2,120,1,7.8,3,10,
1,fair,np,nb,5,2,120,1,30.8,5,10,
1,fair,np,nb,5,3,240,3,16.1,3,10,crosses skid
1,fair,np,nb,5,3,240,3,16.8,3,10,crosses skid
1,fair,np,nb,5,3,240,3,8.7,3,10,crosses skid
1,fair,np,nb,5,3,240,3,26.2,3,10,crosses skid
1,fair,np,nb,5,3,240,3,10.2,4,10,crosses skid
1,fair,np,nb,5,3,240,3,28.0,3,10,crosses skid
1,fair,np,nb,5,3,240,3,22.0,3,10,crosses skid
1,fair,np,nb,7,1,0,2,8.6,5,10,
1,fair,np,nb,7,1,0,2,10.9,5,10,
1,fair,np,nb,7,2,120,3,16.5,5,10,
1,fair,np,nb,7,2,120,3,46.0,5,10,
1,fair,np,nb,7,2,120,3,10.1,4,10,
1,fair,np,nb,7,3,240,2,17.0,3,10,in skid at 10m
1,fair,np,nb,7,3,240,2,13.6,3,10,in skid at 10m
1,fair,np,nb,7,3,240,2,22.0,3,10,in skid at 10m
1,fair,np,nb,7,3,240,2,7.8,3,10,in skid at 10m
1,fair,np,nb,7,3,240,2,17.0,3,10,in skid at 10m
1,fair,np,nb,7,3,240,2,11.0,3,10,in skid at 10m
1,fair,np,nb,7,3,240,2,28.6,5,10,in skid at 10m
1,hare,ls,b,10,1,0,18,11.0,5,10,
1,hare,ls,b,10,2,110,2,42.0,4,10,
1,hare,ls,b,12,3,240,35,8.6,1,10,
1,hare,ls,b,2,3,240,1,12.0,3,10,
1,hare,ls,b,2,3,240,1,13.0,2,10,
1,hare,ls,b,2,3,240,1,14.0,4,10,
1,hare,ls,b,2,3,240,1,12.0,3,10,
1,hare,ls,b,5,1,0,36,10.2,2,10,
1,hare,ls,b,5,2,129,31,10.0,3,10,
1,hare,ls,b,5,2,129,31,8.1,3,10,
1,hare,ls,b,5,3,240,,12.0,3,10,
1,hare,ls,b,5,3,240,,8.9,1,10,
1,hare,ls,b,6,1,0,11,30.0,2,10,
1,hare,ls,b,6,2,120,4,8.0,2,10,
1,hare,ls,b,6,3,240,2,9.0,3,10,
1,hare,ls,b,6,3,240,2,24.0,2,10,
1,hare,ls,nb,10,2,120,11,10.2,2,10,
1,hare,ls,nb,10,2,120,11,26.9,3,10,
1,hare,ls,nb,10,3,240,37,10.0,5,10,
1,hare,ls,nb,2,1,0,24,9.2,2,10,
1,hare,ls,nb,4,1,0,28,10.3,5,10,
1,hare,ls,nb,4,2,120,6,12.0,3,10,
1,hare,ls,nb,4,2,120,6,10.0,2,10,
1,hare,ls,nb,4,3,240,32,13.0,3,10,
1,hare,ls,nb,4,3,240,32,9.0,2,10,
1,hare,ls,nb,6,1,0,19,9.0,3,10,
1,hare,ls,nb,6,2,120,25,67.0,5,10,
1,hare,ls,nb,6,3,240,53,8.8,2,10,
1,hare,m,b,1,1,0,2,13.5,3,10,
1,hare,m,b,1,1,0,2,9.0,3,10,
1,hare,m,b,1,2,120,13,8.0,3,10,
1,hare,m,b,1,2,120,13,10.0,3,10,
1,hare,m,b,1,3,240,3,14.0,3,10,shrubs are df sprouts
1,hare,m,b,4,1,0,25,18.0,4,10,
1,hare,m,b,4,1,0,25,11.1,3,10,
1,hare,m,b,4,1,0,25,8.0,3,10,
1,hare,m,b,4,3,240,24,10.0,3,10,
1,hare,m,b,8,1,0,2,11.0,3,10,
1,hare,m,b,8,1,0,2,14.0,3,10,
1,hare,m,b,8,2,120,30,30.0,5,10,slash foliage present
1,hare,m,b,8,2,120,30,28.0,2,10,slash foliage present
1,hare,m,b,8,2,120,30,17.0,2,10,slash foliage present
1,hare,m,b,8,2,120,30,7.8,2,10,slash foliage present
1,hare,m,b,8,2,120,30,14.0,4,10,slash foliage present
1,hare,m,b,8,3,240,22,12.0,2,10,
1,hare,m,b,8,3,240,22,14.0,3,10,
1,hare,m,b,9,1,0,13,9.0,3,10,
1,hare,m,b,9,1,0,13,19.7,2,10,
1,hare,m,b,9,1,0,13,11.7,3,10,
1,hare,m,nb,1,1,0,21,9.0,3,10,
1,hare,m,nb,1,1,0,21,25.0,4,10,
1,hare,m,nb,1,1,0,21,11.0,4,10,
1,hare,m,nb,1,2,120,26,10.0,4,10,
1,hare,m,nb,1,2,120,26,30.0,5,10,
1,hare,m,nb,1,3,240,25,8.0,3,10,in skid at 10m
1,hare,m,nb,1,3,240,25,32.0,3,10,in skid at 10m
1,hare,m,nb,10,1,0,6,8.0,3,10,
1,hare,m,nb,10,1,0,6,9.8,3,10,
1,hare,m,nb,10,1,0,6,20.0,3,10,
1,hare,m,nb,10,1,0,6,14.0,4,10,
1,hare,m,nb,10,1,0,6,46.0,2,10,
1,hare,m,nb,10,1,0,6,8.1,2,10,
1,hare,m,nb,10,2,120,7,30.0,5,10,
1,hare,m,nb,10,2,120,7,17.0,2,10,
1,hare,m,nb,10,2,120,7,8.4,3,10,
1,hare,m,nb,10,2,120,7,9.1,3,10,
1,hare,m,nb,3,1,0,34,9.3,1,10,
1,hare,m,nb,3,3,240,23,11.8,3,10,
1,hare,m,nb,5,1,0,7,36.0,4,10,
1,hare,m,nb,5,1,0,7,9.0,2,10,
1,hare,m,nb,5,1,0,7,8.9,3,10,
1,hare,m,nb,5,2,120,2,7.9,2,10,
1,hare,m,nb,5,2,120,2,10.9,3,10,
1,hare,m,nb,5,2,120,2,12.0,3,10,
1,hare,m,nb,5,2,120,2,8.1,3,10,
1,hare,m,nb,5,2,120,2,10.0,3,10,
1,hare,m,nb,5,3,240,4,8.0,3,10,
1,hare,m,nb,5,3,240,4,11.0,3,10,
1,hare,m,nb,9,1,0,6,13.0,3,10,
1,hare,m,nb,9,2,120,12,45.4,4,10,
1,hare,m,nb,9,2,120,12,23.1,5,10,
1,hare,np,b,1,1,0,33,11.4,3,10,
1,hare,np,b,1,1,0,33,7.7,3,10,
1,hare,np,b,1,2,128,15,11.0,4,10,
1,hare,np,b,1,3,240,9,14.2,1,10,
1,hare,np,b,10,1,0,11,13.0,4,10,
1,hare,np,b,10,1,0,11,13.8,4,10,
1,hare,np,b,10,2,120,7,9.6,4,10,
1,hare,np,b,3,2,120,16,11.0,3,10,
1,hare,np,b,3,2,120,16,13.0,2,10,
1,hare,np,b,3,3,240,17,11.6,2,10,
1,hare,np,b,3,3,240,17,9.8,3,10,
1,hare,np,b,3,3,240,17,30.2,3,10,
1,hare,np,b,4,1,0,31,59.0,5,10,
1,hare,np,b,4,3,240,15,13.0,2,10,
1,hare,np,b,4,3,240,15,15.0,3,10,
1,hare,np,b,8,2,120,6,8.4,2,10,"transect crosses downed saplings, rw slash suspended in leaning dead saplings, lots of downed saplings"
1,hare,np,b,8,3,240,2,27.0,4,10,lots of downed saplings
1,hare,np,b,8,3,240,2,17.0,4,10,lots of downed saplings
1,hare,np,nb,11,1,0,7,9.8,2,10,
1,hare,np,nb,11,1,0,7,14.3,2,10,
1,hare,np,nb,11,1,0,7,10.5,4,10,
1,hare,np,nb,11,1,0,7,11.0,3,10,
1,hare,np,nb,11,2,120,20,13.4,3,10,
1,hare,np,nb,11,3,240,10,10.5,3,10,
1,hare,np,nb,5,1,0,38,21.0,4,10,"large rotting log, not counted as duff depth"
1,hare,np,nb,5,2,120,5,8.9,2,10,
1,hare,np,nb,5,2,120,5,38.0,5,10,
1,hare,np,nb,5,3,240,46,17.4,4,10,huckleberry at 5m
1,hare,np,nb,5,3,240,46,24.0,4,10,huckleberry at 5m
1,hare,np,nb,6,2,120,32,8.2,4,10,
1,hare,np,nb,8,2,120,2,18.7,3,10,
1,bob,m,nb,2,1,0,25,24.0,3,10,
1,bob,m,nb,2,1,0,25,96.0,4,10,
1,bob,m,nb,2,2,120,5,9.3,3,10,
1,bob,m,nb,2,3,240,45,10.0,3,10,
1,bob,m,nb,2,3,240,45,15.0,5,10,
1,bob,m,nb,2,3,240,45,84.0,3,10,
1,camp8,m,nb,2,1,4,6,12.0,2,10,
1,camp8,m,nb,2,2,120,10,13.0,2,10,
1,camp8,m,nb,2,3,240,5,8.0,3,10,
1,camp8,m,nb,2,3,240,5,8.0,3,10,
1,camp8,np,b,6,1,0,14,10.0,3,10,
1,camp8,np,b,6,2,120,11,10.0,3,10,
1,camp8,np,b,6,3,240,12,11.0,4,10,
1,dun,ls,b,11,1,0,46,70.0,5,10,
1,fair,ls,b,6,1,0,25,9.0,3,10,
1,fair,ls,b,6,2,120,5,11.0,2,10,
1,fair,ls,b,6,2,120,5,8.0,2,10,
1,fair,ls,b,6,3,240,8,44.0,3,10,
1,fair,ls,b,6,3,240,8,14.0,3,10,
1,fair,ls,b,7,2,105,1,8.0,2,10,
1,fair,ls,b,7,2,105,1,16.0,3,10,
1,fair,ls,b,7,2,105,1,14.0,3,10,
1,fair,ls,b,7,2,105,1,30.0,2,10,
1,fair,ls,b,7,3,240,17,20.0,2,10,
1,fair,ls,b,7,3,240,17,9.0,3,10,
1,fair,m,b,2,1,355,6,16.0,4,10,
1,fair,m,b,2,1,355,6,14.0,3,10,
1,fair,m,b,2,2,120,16,15.0,4,10,
1,fair,m,b,2,2,120,16,20.0,4,10,
1,fair,m,nb,2,1,0,2,23.0,3,10,
1,fair,m,nb,2,2,120,5,18.0,4,10,
1,fair,m,nb,2,1,0,2,14.0,1,10,
1,fair,m,nb,2,2,120,5,16.0,2,10,
1,fair,m,nb,2,2,120,5,26.0,3,10,
1,fair,m,nb,2,2,120,5,10.0,4,10,
1,fair,m,nb,2,2,120,5,12.0,4,10,
1,fair,m,nb,2,2,120,5,12.0,5,10,
1,hare,ls,nb,3,1,0,23,11.0,1,10,
1,hare,ls,nb,3,1,0,23,9.0,3,10,
1,hare,ls,nb,3,1,0,23,12.0,3,10,
1,hare,ls,nb,5,1,0,18,40.0,2,10,
1,hare,ls,nb,5,1,0,18,24.0,2,10,
1,hare,ls,nb,5,1,0,18,12.0,3,10,
1,hare,ls,nb,5,1,0,18,9.0,2,10,
1,hare,ls,nb,5,1,0,18,28.0,4,10,
1,hare,ls,nb,5,2,120,4,9.0,3,10,
1,hare,ls,nb,5,3,234,5,22.0,4,10,
1,bob,ls,nb,5,2,120,9,11.0,5,10,
1,bob,ls,nb,5,2,120,9,39.0,4,10,
1,bob,ls,nb,5,2,120,9,23.0,4,10,
1,bob,ls,nb,5,3,240,9,14.0,5,10,"missing slope, used average of others"
1,dun,ls,b,22,1,0,,22.0,4,10,missing slope
1,dun,ls,b,22,2,120,,28.0,5,10,missing slope
1,dun,ls,b,22,2,120,,24.0,5,10,missing slope
1,dun,ls,b,22,3,240,,200.0,4,10,"missing slope, large OG redwood log, transect num not recorded,  guessed."
