stageid,site,treatment,burn,plotnum,clumpid,sapdbh
1,fair,ls,nb,11,3,1.0
1,fair,ls,nb,11,3,1.0
1,fair,ls,nb,11,4,6.0
1,fair,ls,nb,11,5,1.0
1,fair,ls,nb,11,6,1.0
1,fair,ls,nb,11,6,1.0
1,fair,ls,nb,11,6,1.0
1,fair,ls,nb,11,6,1.0
1,fair,ls,nb,4,1,3.0
1,fair,ls,nb,4,1,5.0
1,fair,ls,nb,4,2,1.0
1,fair,ls,nb,4,3,2.0
1,fair,ls,nb,4,3,3.0
1,fair,ls,nb,4,3,1.0
1,fair,ls,nb,5,2,8.0
1,fair,ls,nb,5,3,2.0
1,fair,ls,nb,5,3,1.0
1,fair,ls,nb,5,3,8.0
1,fair,ls,nb,5,5,6.0
1,fair,ls,nb,5,5,7.0
1,fair,ls,nb,7,1,6.0
1,fair,ls,nb,7,1,6.0
1,fair,ls,nb,7,3,1.0
1,fair,ls,nb,7,3,1.0
1,fair,ls,nb,7,3,1.0
1,fair,ls,nb,7,3,1.0
1,fair,ls,nb,7,3,1.0
1,fair,ls,nb,7,3,7.0
1,fair,ls,nb,7,4,3.0
1,fair,ls,nb,7,4,7.0
1,fair,ls,nb,7,6,3.0
1,fair,ls,nb,7,6,8.0
1,fair,ls,nb,7,6,1.0
1,fair,ls,nb,7,6,1.0
1,fair,ls,nb,7,6,1.0
1,fair,ls,nb,7,7,1.0
1,fair,ls,nb,7,7,1.0
1,fair,ls,nb,7,8,1.0
1,fair,ls,nb,7,8,6.0
1,fair,ls,nb,7,8,7.0
1,fair,ls,nb,7,9,4.0
1,fair,ls,nb,7,10,1.0
1,fair,ls,nb,7,10,1.0
1,fair,ls,nb,7,10,1.0
1,fair,ls,nb,7,10,2.0
1,fair,m,b,10,2,6.0
1,fair,m,b,10,1,2.0
1,fair,m,b,10,3,3.0
1,fair,m,b,10,3,6.0
1,fair,m,b,10,5,7.0
1,fair,m,b,3,1,9.0
1,fair,m,b,3,1,1.0
1,fair,m,b,3,1,1.0
1,fair,m,b,3,1,2.0
1,fair,m,b,3,2,8.0
1,fair,m,b,3,2,3.0
1,fair,m,b,3,2,1.0
1,fair,m,b,3,2,1.0
1,fair,m,b,3,2,1.0
1,fair,m,b,3,2,1.0
1,fair,m,b,3,2,1.0
1,fair,m,b,3,2,1.0
1,fair,m,b,3,2,1.0
1,fair,m,b,3,2,1.0
1,fair,m,b,3,3,1.0
1,fair,m,b,3,4,3.0
1,fair,m,b,3,6,6.0
1,fair,m,b,4,1,2.0
1,fair,m,b,4,2,8.0
1,fair,m,b,4,2,9.0
1,fair,m,b,4,2,3.0
1,fair,m,b,4,2,2.0
1,fair,m,b,4,2,2.0
1,fair,m,b,4,4,2.0
1,fair,m,b,4,4,1.0
1,fair,m,b,4,4,1.0
1,fair,m,b,4,4,1.0
1,fair,m,b,4,2,6.0
1,fair,m,b,4,2,6.0
1,fair,m,b,4,2,4.0
1,fair,m,b,4,2,4.0
1,fair,m,b,4,2,4.0
1,fair,m,b,4,5,8.0
1,fair,m,b,4,5,2.0
1,fair,m,b,4,6,2.0
1,fair,m,b,4,6,2.0
1,fair,m,b,4,6,1.0
1,fair,m,b,4,6,1.0
1,fair,m,b,4,7,2.0
1,fair,m,b,4,8,8.0
1,fair,m,b,4,8,1.0
1,fair,m,b,6,1,7.0
1,fair,m,b,6,1,5.0
1,fair,m,b,6,1,4.0
1,fair,m,b,6,1,3.0
1,fair,m,b,6,1,2.0
1,fair,m,b,6,2,2.0
1,fair,m,b,6,3,8.0
1,fair,m,b,6,4,1.0
1,fair,m,b,6,4,1.0
1,fair,m,b,6,5,2.0
1,fair,m,b,6,5,2.0
1,fair,m,b,6,6,3.0
1,fair,m,b,6,6,4.0
1,fair,m,b,6,7,3.0
1,fair,m,b,7,2,2.0
1,fair,m,b,7,2,2.0
1,fair,m,b,7,2,2.0
1,fair,m,b,7,4,4.0
1,fair,m,b,7,5,6.0
1,fair,m,b,7,7,5.0
1,fair,m,b,7,9,4.0
1,fair,m,b,7,9,2.0
1,fair,m,b,7,9,2.0
1,fair,m,b,7,9,2.0
1,fair,m,b,7,9,2.0
1,fair,m,b,7,9,2.0
1,fair,m,b,7,9,1.0
1,fair,m,b,7,9,1.0
1,fair,m,b,7,9,1.0
1,fair,m,b,7,9,1.0
1,fair,m,b,7,9,1.0
1,fair,m,b,7,10,2.0
1,fair,m,b,7,10,2.0
1,fair,m,b,7,10,2.0
1,fair,m,b,7,10,2.0
1,fair,np,b,2,1,9.0
1,fair,np,b,2,1,6.0
1,fair,np,b,2,1,9.0
1,fair,np,b,2,2,1.0
1,fair,np,b,2,2,1.0
1,fair,np,b,2,2,1.0
1,fair,np,b,2,2,1.0
1,fair,np,b,2,2,1.0
1,fair,np,b,2,2,1.0
1,fair,np,b,2,2,1.0
1,fair,np,b,2,2,1.0
1,fair,np,b,2,2,1.0
1,fair,np,b,2,2,1.0
1,fair,np,b,2,2,1.0
1,fair,np,b,2,2,1.0
1,fair,np,b,2,2,1.0
1,fair,np,b,2,2,1.0
1,fair,np,b,3,2,9.0
1,fair,np,b,3,1,7.0
1,fair,np,b,3,3,4.0
1,fair,np,b,3,4,7.0
1,fair,np,b,3,4,7.0
1,fair,np,b,7,1,5.0
1,fair,np,b,7,1,1.0
1,fair,np,b,7,1,1.0
1,fair,np,b,7,2,6.0
1,fair,np,b,7,3,1.0
1,fair,np,b,7,3,2.0
1,fair,np,b,7,3,2.0
1,fair,np,b,7,3,3.0
1,fair,np,b,7,5,4.0
1,fair,np,b,7,6,2.0
1,fair,np,b,7,8,9.0
1,fair,np,nb,1,1,3.0
1,fair,np,nb,1,2,6.0
1,fair,np,nb,1,2,1.0
1,fair,np,nb,1,2,2.0
1,fair,np,nb,1,2,9.0
1,fair,np,nb,1,3,2.0
1,fair,np,nb,10,1,8.0
1,fair,np,nb,10,1,6.0
1,fair,np,nb,10,1,3.0
1,fair,np,nb,10,2,4.0
1,fair,np,nb,10,2,2.0
1,fair,np,nb,3,1,4.0
1,fair,np,nb,3,2,6.0
1,fair,np,nb,3,2,5.0
1,fair,np,nb,3,2,8.0
1,fair,np,nb,5,1,1.0
1,fair,np,nb,5,2,2.0
1,fair,np,nb,5,3,5.0
1,fair,np,nb,7,2,1.0
1,fair,np,nb,7,2,1.0
1,fair,np,nb,7,3,5.0
1,fair,np,nb,7,3,1.0
1,fair,np,nb,7,3,1.0
1,fair,np,nb,7,5,3.0
1,fair,np,nb,7,5,7.0
1,fair,np,nb,7,5,5.0
1,fair,np,nb,7,5,3.0
1,hare,ls,b,10,1,4.0
1,hare,ls,b,10,1,4.0
1,hare,ls,b,10,1,3.0
1,hare,ls,b,10,2,5.0
1,hare,ls,b,10,2,7.0
1,hare,ls,b,10,2,4.0
1,hare,ls,b,10,3,9.0
1,hare,ls,b,10,4,1.0
1,hare,ls,b,10,4,1.0
1,hare,ls,b,10,4,1.0
1,hare,ls,b,10,4,1.0
1,hare,ls,b,10,4,1.0
1,hare,ls,b,10,4,1.0
1,hare,ls,b,10,4,6.0
1,hare,ls,b,10,4,4.0
1,hare,ls,b,10,5,2.0
1,hare,ls,b,10,6,3.0
1,hare,ls,b,10,8,7.0
1,hare,ls,b,10,8,5.0
1,hare,ls,b,5,1,4.0
1,hare,ls,b,5,1,2.0
1,hare,ls,b,5,1,2.0
1,hare,ls,b,6,1,9.0
1,hare,ls,b,6,2,9.0
1,hare,ls,b,6,4,9.0
1,hare,ls,b,6,5,7.0
1,hare,ls,b,6,5,8.0
1,hare,ls,b,6,6,7.0
1,hare,ls,b,6,6,6.0
1,hare,ls,b,6,6,4.0
1,hare,ls,b,6,6,4.0
1,hare,ls,b,6,7,6.0
1,hare,ls,b,6,7,3.0
1,hare,ls,b,6,7,2.0
1,hare,ls,b,6,7,9.0
1,hare,ls,nb,10,2,6.0
1,hare,ls,nb,10,3,8.0
1,hare,ls,nb,2,1,6.0
1,hare,ls,nb,2,2,5.0
1,hare,ls,nb,2,3,7.0
1,hare,ls,nb,2,3,5.0
1,hare,ls,nb,2,4,8.0
1,hare,ls,nb,4,1,9.0
1,hare,ls,nb,4,2,8.0
1,hare,ls,nb,4,5,2.0
1,hare,ls,nb,4,5,2.0
1,hare,ls,nb,4,5,2.0
1,hare,ls,nb,4,5,2.0
1,hare,ls,nb,4,5,3.0
1,hare,ls,nb,4,5,3.0
1,hare,ls,nb,4,6,9.0
1,hare,ls,nb,4,6,7.0
1,hare,ls,nb,4,7,9.0
1,hare,ls,nb,6,1,5.0
1,hare,ls,nb,6,2,5.0
1,hare,ls,nb,6,2,6.0
1,hare,ls,nb,6,3,4.0
1,hare,ls,nb,6,4,6.0
1,hare,ls,nb,6,4,4.0
1,hare,ls,nb,6,4,5.0
1,hare,ls,nb,6,5,7.0
1,hare,ls,nb,6,6,5.0
1,hare,ls,nb,6,6,4.0
1,hare,ls,nb,6,7,7.0
1,hare,ls,nb,6,7,9.0
1,hare,ls,nb,6,7,6.0
1,hare,ls,nb,6,8,6.0
1,hare,ls,nb,9,2,6.0
1,hare,ls,nb,9,2,9.0
1,hare,ls,nb,9,2,9.0
1,hare,ls,nb,9,4,9.0
1,hare,ls,nb,9,5,7.0
1,hare,ls,nb,9,5,7.0
1,hare,ls,nb,9,6,6.0
1,hare,m,b,1,3,8.0
1,hare,m,b,1,3,9.0
1,hare,m,b,1,3,6.0
1,hare,m,b,1,3,5.0
1,hare,m,b,1,3,9.0
1,hare,m,b,1,3,6.0
1,hare,m,b,4,1,3.0
1,hare,m,b,5,1,3.0
1,hare,m,b,5,1,4.0
1,hare,m,b,5,3,9.0
1,hare,m,b,5,4,3.0
1,hare,m,b,5,4,9.0
1,hare,m,b,8,1,3.0
1,hare,m,b,8,2,2.0
1,hare,m,b,8,2,1.0
1,hare,m,b,8,2,1.0
1,hare,m,b,8,3,2.0
1,hare,m,b,8,3,2.0
1,hare,m,b,8,3,3.0
1,hare,m,b,8,3,3.0
1,hare,m,b,8,3,2.0
1,hare,m,b,8,3,2.0
1,hare,m,b,8,4,7.0
1,hare,m,b,8,5,5.0
1,hare,m,b,8,6,4.0
1,hare,m,b,9,3,7.0
1,hare,m,b,9,4,4.0
1,hare,m,b,9,4,3.0
1,hare,m,b,9,4,2.0
1,hare,m,b,9,4,2.0
1,hare,m,nb,1,1,9.0
1,hare,m,nb,1,1,9.0
1,hare,m,nb,1,1,5.0
1,hare,m,nb,1,2,5.0
1,hare,m,nb,1,2,4.0
1,hare,m,nb,1,2,9.0
1,hare,m,nb,1,2,8.0
1,hare,m,nb,1,2,3.0
1,hare,m,nb,1,2,3.0
1,hare,m,nb,1,4,5.0
1,hare,m,nb,1,5,8.0
1,hare,m,nb,1,5,9.0
1,hare,m,nb,1,6,4.0
1,hare,m,nb,1,6,7.0
1,hare,m,nb,1,6,3.0
1,hare,m,nb,1,6,8.0
1,hare,m,nb,1,7,9.0
1,hare,m,nb,1,8,4.0
1,hare,m,nb,1,9,4.0
1,hare,m,nb,1,10,3.0
1,hare,m,nb,1,10,3.0
1,hare,m,nb,1,11,1.0
1,hare,m,nb,1,11,1.0
1,hare,m,nb,1,11,1.0
1,hare,m,nb,1,11,1.0
1,hare,m,nb,1,11,1.0
1,hare,m,nb,10,1,1.0
1,hare,m,nb,10,1,1.0
1,hare,m,nb,10,1,1.0
1,hare,m,nb,10,1,1.0
1,hare,m,nb,10,1,1.0
1,hare,m,nb,10,2,9.0
1,hare,m,nb,10,2,6.0
1,hare,m,nb,10,3,2.0
1,hare,m,nb,10,3,2.0
1,hare,m,nb,10,3,2.0
1,hare,m,nb,10,4,5.0
1,hare,m,nb,3,3,9.0
1,hare,m,nb,3,4,7.0
1,hare,m,nb,3,5,6.0
1,hare,m,nb,5,1,3.0
1,hare,m,nb,5,3,3.0
1,hare,m,nb,5,4,1.0
1,hare,m,nb,5,4,1.0
1,hare,m,nb,5,4,1.0
1,hare,m,nb,5,4,1.0
1,hare,m,nb,5,4,1.0
1,hare,m,nb,5,4,1.0
1,hare,m,nb,5,4,1.0
1,hare,m,nb,5,4,1.0
1,hare,m,nb,5,4,1.0
1,hare,m,nb,5,4,1.0
1,hare,m,nb,5,4,1.0
1,hare,m,nb,5,4,1.0
1,hare,m,nb,5,5,1.0
1,hare,m,nb,5,6,6.0
1,hare,m,nb,5,6,9.0
1,hare,m,nb,5,7,2.0
1,hare,m,nb,5,7,1.0
1,hare,m,nb,5,7,1.0
1,hare,m,nb,5,8,7.0
1,hare,m,nb,5,8,1.0
1,hare,m,nb,9,2,7.0
1,hare,m,nb,9,2,7.0
1,hare,m,nb,9,3,3.0
1,hare,m,nb,9,3,7.0
1,hare,m,nb,9,3,2.0
1,hare,m,nb,9,3,4.0
1,hare,m,nb,9,4,3.0
1,hare,m,nb,9,5,3.0
1,hare,m,nb,9,6,2.0
1,hare,m,nb,9,6,2.0
1,hare,m,nb,9,6,3.0
1,hare,m,nb,9,6,3.0
1,hare,m,nb,9,7,9.0
1,hare,m,nb,9,7,2.0
1,hare,m,nb,9,8,9.0
1,hare,m,nb,9,11,6.0
1,hare,np,b,1,4,8.0
1,hare,np,b,3,2,3.0
1,hare,np,b,3,2,5.0
1,hare,np,b,3,2,2.0
1,hare,np,b,3,2,2.0
1,hare,np,b,4,3,7.0
1,hare,np,b,4,4,6.0
1,hare,np,b,4,4,9.0
1,hare,np,b,4,5,4.0
1,hare,np,b,8,1,2.0
1,hare,np,b,8,2,9.0
1,hare,np,b,8,3,9.0
1,hare,np,b,8,4,6.0
1,hare,np,b,8,5,7.0
1,hare,np,b,8,5,8.0
1,hare,np,b,8,6,9.0
1,hare,np,nb,1,1,6.0
1,hare,np,nb,1,2,3.0
1,hare,np,nb,1,2,3.0
1,hare,np,nb,1,3,3.0
1,hare,np,nb,1,4,4.0
1,hare,np,nb,1,4,7.0
1,hare,np,nb,11,1,1.0
1,hare,np,nb,11,1,1.0
1,hare,np,nb,5,1,7.0
1,hare,np,nb,5,1,6.0
1,hare,np,nb,5,2,1.0
1,hare,np,nb,5,2,1.0
1,hare,np,nb,5,2,1.0
1,hare,np,nb,5,2,1.0
1,hare,np,nb,5,2,2.0
1,hare,np,nb,5,2,2.0
1,hare,np,nb,6,1,2.0
1,hare,np,nb,6,1,7.0
1,hare,np,nb,6,1,4.0
1,hare,np,nb,6,1,8.0
1,hare,np,nb,6,3,2.0
1,hare,np,nb,6,3,6.0
1,hare,np,nb,8,1,2.0
1,hare,np,nb,8,1,2.0
1,hare,np,nb,8,1,7.0
1,hare,np,nb,8,3,9.0
1,hare,np,nb,8,5,7.0
1,hare,np,nb,8,8,9.0
1,hare,np,nb,8,8,8.0
1,hare,np,nb,8,9,7.0
1,hare,np,nb,8,9,8.0
1,hare,np,nb,8,10,3.0
1,hare,np,nb,8,10,3.0
1,hare,np,nb,8,11,9.0
1,hare,np,nb,8,12,3.0
1,hare,np,nb,8,12,2.0
1,hare,np,nb,8,12,2.0
1,hare,np,nb,8,12,7.0
