stageid,site,treatment,burn,plotnum,clumpid,sapdbh
1,bob,ls,b,12,1,3.0
1,bob,ls,b,12,1,3.0
1,bob,ls,b,12,2,2.0
1,bob,ls,b,12,2,1.0
1,bob,ls,b,12,2,3.0
1,bob,ls,b,12,2,3.0
1,bob,ls,b,12,3,1.0
1,bob,ls,b,12,3,1.0
1,bob,ls,b,12,5,1.0
1,bob,ls,b,12,5,1.0
1,bob,ls,b,12,5,3.0
1,bob,ls,b,12,5,1.0
1,bob,ls,b,12,6,3.0
1,bob,ls,b,12,6,2.0
1,bob,ls,b,12,6,1.0
1,bob,ls,b,12,6,1.0
1,bob,ls,b,12,6,1.0
1,bob,ls,b,12,7,2.0
1,bob,ls,b,12,7,2.0
1,bob,ls,b,12,7,5.0
1,bob,ls,b,12,7,2.0
1,bob,ls,b,12,7,2.0
1,bob,ls,b,12,7,1.0
1,bob,ls,b,12,7,1.0
1,bob,ls,b,12,7,1.0
1,bob,ls,b,12,7,2.0
1,bob,ls,b,12,8,2.0
1,bob,ls,b,12,8,2.0
1,bob,ls,b,12,9,9.0
1,bob,ls,b,12,9,7.0
1,bob,ls,b,12,9,1.0
1,bob,ls,b,12,9,1.0
1,bob,ls,b,12,9,3.0
1,bob,ls,b,12,9,2.0
1,bob,ls,b,12,9,1.0
1,bob,ls,b,12,9,1.0
1,bob,ls,b,12,9,1.0
1,bob,ls,b,12,9,3.0
1,bob,ls,b,12,9,1.0
1,bob,ls,b,12,9,1.0
1,bob,ls,b,12,9,1.0
1,bob,ls,b,12,9,1.0
1,bob,ls,b,12,9,1.0
1,bob,ls,b,12,9,2.0
1,bob,ls,b,12,9,1.0
1,bob,ls,b,12,10,2.0
1,bob,ls,b,12,10,2.0
1,bob,ls,b,12,10,4.0
1,bob,ls,b,3,3,6.0
1,bob,ls,b,3,3,2.0
1,bob,ls,b,3,3,2.0
1,bob,ls,b,3,3,1.0
1,bob,ls,b,3,3,1.0
1,bob,ls,b,3,4,6.0
1,bob,ls,b,3,4,3.0
1,bob,ls,b,3,5,5.0
1,bob,ls,b,3,9,3.0
1,bob,ls,b,5,1,3.0
1,bob,ls,b,5,2,5.0
1,bob,ls,b,6,3,1.0
1,bob,ls,b,6,3,1.0
1,bob,ls,b,6,3,1.0
1,bob,ls,b,6,3,1.0
1,bob,ls,b,6,3,2.0
1,bob,ls,b,6,4,5.0
1,bob,ls,b,6,5,9.0
1,bob,ls,b,6,5,4.0
1,bob,ls,b,9,1,2.0
1,bob,ls,b,9,3,4.0
1,bob,ls,b,9,4,1.0
1,bob,ls,b,9,4,1.0
1,bob,ls,b,9,4,1.0
1,bob,ls,b,9,4,1.0
1,bob,ls,b,9,4,1.0
1,bob,ls,b,9,4,2.0
1,bob,ls,b,9,4,2.0
1,bob,ls,b,9,5,5.0
1,bob,ls,b,9,5,5.0
1,bob,ls,b,9,5,4.0
1,bob,ls,b,9,5,2.0
1,bob,ls,b,9,5,2.0
1,bob,ls,nb,1,1,3.0
1,bob,ls,nb,1,1,1.0
1,bob,ls,nb,1,1,2.0
1,bob,ls,nb,1,2,1.0
1,bob,ls,nb,1,4,1.0
1,bob,ls,nb,1,4,1.0
1,bob,ls,nb,1,4,1.0
1,bob,ls,nb,1,4,1.0
1,bob,ls,nb,1,6,1.0
1,bob,ls,nb,1,6,1.0
1,bob,ls,nb,1,6,1.0
1,bob,ls,nb,1,6,1.0
1,bob,ls,nb,1,7,5.0
1,bob,ls,nb,12,1,9.0
1,bob,ls,nb,12,1,6.0
1,bob,ls,nb,12,1,6.0
1,bob,ls,nb,12,1,3.0
1,bob,ls,nb,12,1,2.0
1,bob,ls,nb,12,1,3.0
1,bob,ls,nb,12,1,2.0
1,bob,ls,nb,12,2,2.0
1,bob,ls,nb,12,2,2.0
1,bob,ls,nb,12,2,4.0
1,bob,ls,nb,12,2,2.0
1,bob,ls,nb,12,2,2.0
1,bob,ls,nb,12,2,2.0
1,bob,ls,nb,12,2,2.0
1,bob,ls,nb,12,2,2.0
1,bob,ls,nb,12,2,3.0
1,bob,ls,nb,12,5,7.0
1,bob,ls,nb,12,5,5.0
1,bob,ls,nb,12,5,5.0
1,bob,ls,nb,12,5,3.0
1,bob,ls,nb,12,5,5.0
1,bob,ls,nb,12,5,7.0
1,bob,ls,nb,12,6,2.0
1,bob,ls,nb,12,6,4.0
1,bob,ls,nb,12,6,3.0
1,bob,ls,nb,12,6,3.0
1,bob,ls,nb,3,1,1.0
1,bob,ls,nb,3,1,1.0
1,bob,ls,nb,3,1,1.0
1,bob,ls,nb,3,1,1.0
1,bob,ls,nb,3,1,1.0
1,bob,ls,nb,3,1,1.0
1,bob,ls,nb,3,1,1.0
1,bob,ls,nb,3,1,4.0
1,bob,ls,nb,3,4,2.0
1,bob,ls,nb,3,4,2.0
1,bob,ls,nb,3,4,2.0
1,bob,ls,nb,3,5,5.0
1,bob,ls,nb,3,5,2.0
1,bob,ls,nb,3,8,2.0
1,bob,ls,nb,3,8,3.0
1,bob,ls,nb,3,8,2.0
1,bob,ls,nb,3,8,1.0
1,bob,ls,nb,3,8,1.0
1,bob,ls,nb,3,7,2.0
1,bob,ls,nb,6,1,1.0
1,bob,ls,nb,6,4,2.0
1,bob,ls,nb,6,5,2.0
1,bob,ls,nb,6,5,6.0
1,bob,ls,nb,6,5,5.0
1,bob,ls,nb,6,8,7.0
1,bob,ls,nb,6,7,2.0
1,bob,ls,nb,6,7,1.0
1,bob,ls,nb,9,1,8.0
1,bob,ls,nb,9,1,7.0
1,bob,ls,nb,9,1,9.0
1,bob,ls,nb,9,1,5.0
1,bob,ls,nb,9,1,4.0
1,bob,ls,nb,9,2,1.0
1,bob,ls,nb,9,3,4.0
1,bob,ls,nb,9,3,4.0
1,bob,ls,nb,9,3,3.0
1,bob,ls,nb,9,4,6.0
1,bob,ls,nb,9,4,5.0
1,bob,ls,nb,9,4,5.0
1,bob,ls,nb,9,4,6.0
1,bob,ls,nb,9,4,8.0
1,bob,ls,nb,9,4,3.0
1,bob,ls,nb,9,4,3.0
1,bob,ls,nb,9,4,5.0
1,bob,ls,nb,9,5,4.0
1,bob,ls,nb,9,5,4.0
1,bob,m,b,1,3,1.0
1,bob,m,b,1,3,1.0
1,bob,m,b,1,3,1.0
1,bob,m,b,1,3,1.0
1,bob,m,b,1,1,1.0
1,bob,m,b,1,1,1.0
1,bob,m,b,1,1,1.0
1,bob,m,b,1,2,9.0
1,bob,m,b,1,4,5.0
1,bob,m,b,1,4,5.0
1,bob,m,b,1,4,1.0
1,bob,m,b,1,4,1.0
1,bob,m,b,1,4,1.0
1,bob,m,b,1,4,5.0
1,bob,m,b,1,5,2.0
1,bob,m,b,11,2,1.0
1,bob,m,b,11,2,1.0
1,bob,m,b,11,2,1.0
1,bob,m,b,11,4,3.0
1,bob,m,b,11,4,2.0
1,bob,m,b,11,4,1.0
1,bob,m,b,11,4,6.0
1,bob,m,b,11,4,2.0
1,bob,m,b,11,5,4.0
1,bob,m,b,11,5,1.0
1,bob,m,b,11,7,9.0
1,bob,m,b,11,8,4.0
1,bob,m,b,11,8,4.0
1,bob,m,b,11,8,3.0
1,bob,m,b,11,8,2.0
1,bob,m,b,11,9,2.0
1,bob,m,b,11,9,2.0
1,bob,m,b,11,9,3.0
1,bob,m,b,11,9,5.0
1,bob,m,b,11,10,5.0
1,bob,m,b,11,10,6.0
1,bob,m,b,11,10,4.0
1,bob,m,b,11,10,3.0
1,bob,m,b,11,10,2.0
1,bob,m,b,11,10,1.0
1,bob,m,b,11,10,1.0
1,bob,m,b,11,10,1.0
1,bob,m,b,11,10,1.0
1,bob,m,b,4,1,1.0
1,bob,m,b,4,1,1.0
1,bob,m,b,4,1,1.0
1,bob,m,b,4,1,2.0
1,bob,m,b,4,2,4.0
1,bob,m,b,4,3,2.0
1,bob,m,b,4,3,2.0
1,bob,m,b,4,4,1.0
1,bob,m,b,4,4,4.0
1,bob,m,b,4,4,2.0
1,bob,m,b,4,4,2.0
1,bob,m,b,4,5,1.0
1,bob,m,b,4,6,2.0
1,bob,m,b,4,7,5.0
1,bob,m,b,4,8,6.0
1,bob,m,b,4,8,4.0
1,bob,m,b,4,9,9.0
1,bob,m,b,4,9,2.0
1,bob,m,b,4,9,5.0
1,bob,m,b,4,10,9.0
1,bob,m,b,4,10,5.0
1,bob,m,b,6,1,2.0
1,bob,m,b,6,1,3.0
1,bob,m,b,6,1,2.0
1,bob,m,b,6,1,2.0
1,bob,m,b,6,2,2.0
1,bob,m,b,6,2,2.0
1,bob,m,b,6,2,1.0
1,bob,m,b,6,2,1.0
1,bob,m,b,6,3,2.0
1,bob,m,b,6,3,2.0
1,bob,m,b,6,3,2.0
1,bob,m,b,6,3,3.0
1,bob,m,b,6,3,1.0
1,bob,m,b,6,3,1.0
1,bob,m,b,6,6,1.0
1,bob,m,b,6,6,1.0
1,bob,m,b,6,6,1.0
1,bob,m,b,6,6,2.0
1,bob,m,b,6,6,7.0
1,bob,m,b,6,7,3.0
1,bob,m,b,6,7,1.0
1,bob,m,b,6,8,2.0
1,bob,m,b,6,8,2.0
1,bob,m,b,6,8,1.0
1,bob,m,b,7,1,1.0
1,bob,m,b,7,2,8.0
1,bob,m,b,7,3,1.0
1,bob,m,b,7,3,1.0
1,bob,m,b,7,3,1.0
1,bob,m,b,7,4,2.0
1,bob,m,b,7,4,1.0
1,bob,m,b,7,4,1.0
1,bob,m,b,7,5,1.0
1,bob,m,b,7,5,1.0
1,bob,m,b,7,6,2.0
1,bob,m,b,7,6,2.0
1,bob,m,b,7,6,1.0
1,bob,m,b,7,6,2.0
1,bob,m,b,7,6,1.0
1,bob,m,b,7,6,1.0
1,bob,m,b,7,7,8.0
1,bob,m,nb,1,7,4.0
1,bob,m,nb,1,7,8.0
1,bob,m,nb,1,1,3.0
1,bob,m,nb,1,1,2.0
1,bob,m,nb,1,1,4.0
1,bob,m,nb,1,1,3.0
1,bob,m,nb,1,1,3.0
1,bob,m,nb,1,1,2.0
1,bob,m,nb,1,1,2.0
1,bob,m,nb,1,1,2.0
1,bob,m,nb,1,1,3.0
1,bob,m,nb,1,1,2.0
1,bob,m,nb,1,3,2.0
1,bob,m,nb,1,3,3.0
1,bob,m,nb,10,1,1.0
1,bob,m,nb,10,1,1.0
1,bob,m,nb,10,1,1.0
1,bob,m,nb,10,1,1.0
1,bob,m,nb,10,1,1.0
1,bob,m,nb,10,1,1.0
1,bob,m,nb,10,1,1.0
1,bob,m,nb,10,1,1.0
1,bob,m,nb,10,2,2.0
1,bob,m,nb,10,2,2.0
1,bob,m,nb,10,3,2.0
1,bob,m,nb,10,3,3.0
1,bob,m,nb,10,3,4.0
1,bob,m,nb,10,3,5.0
1,bob,m,nb,10,4,4.0
1,bob,m,nb,10,4,1.0
1,bob,m,nb,10,4,1.0
1,bob,m,nb,10,4,1.0
1,bob,m,nb,11,1,6.0
1,bob,m,nb,11,1,2.0
1,bob,m,nb,11,1,4.0
1,bob,m,nb,11,1,4.0
1,bob,m,nb,11,1,4.0
1,bob,m,nb,11,3,4.0
1,bob,m,nb,11,4,9.0
1,bob,m,nb,11,4,6.0
1,bob,m,nb,11,5,7.0
1,bob,m,nb,11,6,4.0
1,bob,m,nb,11,7,4.0
1,bob,m,nb,11,7,3.0
1,bob,m,nb,11,7,8.0
1,bob,m,nb,11,8,7.0
1,bob,m,nb,11,9,8.0
1,bob,m,nb,11,9,2.0
1,bob,m,nb,11,9,2.0
1,bob,m,nb,11,9,3.0
1,bob,m,nb,11,9,3.0
1,bob,m,nb,11,9,4.0
1,bob,m,nb,11,9,5.0
1,bob,m,nb,11,9,5.0
1,bob,m,nb,11,10,2.0
1,bob,m,nb,11,11,7.0
1,bob,m,nb,11,11,7.0
1,bob,m,nb,11,11,2.0
1,bob,m,nb,3,1,7.0
1,bob,m,nb,3,1,9.0
1,bob,m,nb,3,1,5.0
1,bob,m,nb,3,1,3.0
1,bob,m,nb,3,2,7.0
1,bob,m,nb,3,2,2.0
1,bob,m,nb,3,2,9.0
1,bob,m,nb,3,5,6.0
1,bob,m,nb,3,6,6.0
1,bob,m,nb,3,7,9.0
1,bob,m,nb,3,7,9.0
1,bob,m,nb,3,8,7.0
1,bob,m,nb,3,9,9.0
1,bob,m,nb,3,10,5.0
1,bob,m,nb,3,10,5.0
1,bob,m,nb,3,10,5.0
1,bob,m,nb,3,11,9.0
1,bob,m,nb,3,11,9.0
1,bob,m,nb,3,11,8.0
1,bob,m,nb,3,11,4.0
1,bob,m,nb,3,11,5.0
1,bob,m,nb,3,11,5.0
1,bob,m,nb,3,11,9.0
1,bob,m,nb,3,12,7.0
1,bob,m,nb,7,1,9.0
1,bob,m,nb,7,2,9.0
1,bob,m,nb,7,2,4.0
1,bob,m,nb,7,3,8.0
1,bob,m,nb,7,3,6.0
1,bob,m,nb,7,4,9.0
1,bob,m,nb,7,4,3.0
1,bob,m,nb,7,4,8.0
1,bob,m,nb,7,4,4.0
1,bob,m,nb,7,5,8.0
1,bob,m,nb,7,6,4.0
1,bob,m,nb,7,6,8.0
1,bob,m,nb,7,6,5.0
1,bob,m,nb,7,6,7.0
1,bob,m,nb,7,6,2.0
1,bob,m,nb,7,6,3.0
1,bob,m,nb,7,6,6.0
1,bob,m,nb,7,6,4.0
1,bob,m,nb,7,8,8.0
1,bob,m,nb,7,8,7.0
1,bob,m,nb,7,8,7.0
1,bob,m,nb,7,8,6.0
1,bob,m,nb,7,8,5.0
1,bob,m,nb,7,8,3.0
1,bob,m,nb,8,3,2.0
1,bob,m,nb,8,3,6.0
1,bob,m,nb,9,1,4.0
1,bob,m,nb,9,1,3.0
1,bob,m,nb,9,1,2.0
1,bob,m,nb,9,1,2.0
1,bob,m,nb,9,2,3.0
1,bob,m,nb,9,2,1.0
1,bob,m,nb,9,3,6.0
1,bob,m,nb,9,4,4.0
1,bob,m,nb,9,4,6.0
1,bob,m,nb,9,4,3.0
1,bob,m,nb,9,4,3.0
1,bob,m,nb,9,4,9.0
1,bob,np,b,1,1,2.0
1,bob,np,b,1,2,4.0
1,bob,np,b,1,2,2.0
1,bob,np,b,1,2,6.0
1,bob,np,b,1,3,3.0
1,bob,np,b,1,3,1.0
1,bob,np,b,1,4,1.0
1,bob,np,b,1,5,3.0
1,bob,np,b,1,6,1.0
1,bob,np,b,1,7,2.0
1,bob,np,b,1,7,1.0
1,bob,np,b,12,4,1.0
1,bob,np,b,3,1,4.0
1,bob,np,b,3,1,2.0
1,bob,np,b,3,2,2.0
1,bob,np,b,3,3,3.0
1,bob,np,b,3,3,4.0
1,bob,np,b,3,4,6.0
1,bob,np,b,3,4,2.0
1,bob,np,b,3,4,2.0
1,bob,np,b,3,4,2.0
1,bob,np,b,6,6,1.0
1,bob,np,b,6,6,1.0
1,bob,np,b,9,2,2.0
1,bob,np,b,9,2,1.0
1,bob,np,b,9,2,1.0
1,bob,np,b,9,2,1.0
1,bob,np,b,9,2,1.0
1,bob,np,b,9,2,1.0
1,bob,np,b,9,2,1.0
1,bob,np,b,9,2,1.0
1,bob,np,b,9,2,1.0
1,bob,np,b,9,1,1.0
1,bob,np,b,9,1,1.0
1,bob,np,b,9,1,1.0
1,bob,np,b,9,3,1.0
1,bob,np,b,9,3,1.0
1,bob,np,b,9,3,1.0
1,bob,np,b,9,3,1.0
1,bob,np,b,9,3,1.0
1,bob,np,b,9,3,1.0
1,bob,np,b,9,4,1.0
1,bob,np,b,9,4,1.0
1,bob,np,b,9,4,1.0
1,bob,np,b,9,4,1.0
1,bob,np,b,9,4,1.0
1,bob,np,b,9,4,1.0
1,bob,np,b,9,4,1.0
1,bob,np,nb,1,10,9.0
1,bob,np,nb,1,10,4.0
1,bob,np,nb,1,2,2.0
1,bob,np,nb,1,2,8.0
1,bob,np,nb,1,2,7.0
1,bob,np,nb,1,2,3.0
1,bob,np,nb,1,3,5.0
1,bob,np,nb,1,3,9.0
1,bob,np,nb,1,3,9.0
1,bob,np,nb,1,4,5.0
1,bob,np,nb,1,4,9.0
1,bob,np,nb,1,5,5.0
1,bob,np,nb,1,5,7.0
1,bob,np,nb,1,5,8.0
1,bob,np,nb,1,5,9.0
1,bob,np,nb,1,5,2.0
1,bob,np,nb,1,5,2.0
1,bob,np,nb,1,5,5.0
1,bob,np,nb,1,5,5.0
1,bob,np,nb,1,9,1.0
1,bob,np,nb,1,9,2.0
1,bob,np,nb,1,9,4.0
1,bob,np,nb,1,9,4.0
1,bob,np,nb,1,9,3.0
1,bob,np,nb,11,2,1.0
1,bob,np,nb,11,2,5.0
1,bob,np,nb,11,3,2.0
1,bob,np,nb,11,3,4.0
1,bob,np,nb,11,3,1.0
1,bob,np,nb,11,3,1.0
1,bob,np,nb,11,4,1.0
1,bob,np,nb,11,4,1.0
1,bob,np,nb,11,4,1.0
1,bob,np,nb,11,4,2.0
1,bob,np,nb,11,5,2.0
1,bob,np,nb,11,5,1.0
1,bob,np,nb,11,6,2.0
1,bob,np,nb,12,1,3.0
1,bob,np,nb,12,1,4.0
1,bob,np,nb,12,1,5.0
1,bob,np,nb,12,1,9.0
1,bob,np,nb,12,1,5.0
1,bob,np,nb,12,2,5.0
1,bob,np,nb,12,2,3.0
1,bob,np,nb,12,2,2.0
1,bob,np,nb,12,2,4.0
1,bob,np,nb,12,2,4.0
1,bob,np,nb,12,3,5.0
1,bob,np,nb,12,3,5.0
1,bob,np,nb,12,3,2.0
1,bob,np,nb,12,3,7.0
1,bob,np,nb,12,3,2.0
1,bob,np,nb,12,3,2.0
1,bob,np,nb,12,3,8.0
1,bob,np,nb,12,3,2.0
1,bob,np,nb,12,3,2.0
1,bob,np,nb,12,3,2.0
1,bob,np,nb,12,3,3.0
1,bob,np,nb,12,3,6.0
1,bob,np,nb,12,3,3.0
1,bob,np,nb,12,5,3.0
1,bob,np,nb,12,5,4.0
1,bob,np,nb,12,5,5.0
1,bob,np,nb,12,8,3.0
1,bob,np,nb,2,1,9.0
1,bob,np,nb,2,1,2.0
1,bob,np,nb,2,1,2.0
1,bob,np,nb,2,1,3.0
1,bob,np,nb,2,1,6.0
1,bob,np,nb,2,1,7.0
1,bob,np,nb,2,2,3.0
1,bob,np,nb,2,2,2.0
1,bob,np,nb,2,2,5.0
1,bob,np,nb,2,2,7.0
1,bob,np,nb,2,2,5.0
1,bob,np,nb,2,2,1.0
1,bob,np,nb,2,2,1.0
1,bob,np,nb,2,2,1.0
1,bob,np,nb,2,2,5.0
1,bob,np,nb,2,2,7.0
1,bob,np,nb,2,3,3.0
1,bob,np,nb,2,3,2.0
1,bob,np,nb,2,3,7.0
1,bob,np,nb,2,3,1.0
1,bob,np,nb,2,3,1.0
1,bob,np,nb,2,3,2.0
1,bob,np,nb,2,3,2.0
1,bob,np,nb,2,4,3.0
1,bob,np,nb,2,5,2.0
1,bob,np,nb,2,6,2.0
1,bob,np,nb,2,6,8.0
1,bob,np,nb,2,6,2.0
1,bob,np,nb,2,6,2.0
1,bob,np,nb,2,6,4.0
1,bob,np,nb,2,7,4.0
1,bob,np,nb,2,8,9.0
1,bob,np,nb,2,9,2.0
1,bob,np,nb,7,1,2.0
1,bob,np,nb,7,2,9.0
1,bob,np,nb,7,2,7.0
1,bob,np,nb,7,2,5.0
1,bob,np,nb,7,2,6.0
1,bob,np,nb,7,2,3.0
1,bob,np,nb,7,5,6.0
1,bob,np,nb,7,6,3.0
1,bob,np,nb,7,6,3.0
1,bob,np,nb,7,6,3.0
1,bob,np,nb,7,7,3.0
1,bob,np,nb,7,8,3.0
1,bob,np,nb,7,8,4.0
1,bob,np,nb,7,8,5.0
1,bob,np,nb,7,9,3.0
1,bob,np,nb,7,9,2.0
1,bob,np,nb,7,9,3.0
1,bob,np,nb,7,9,1.0
1,bob,np,nb,7,10,6.0
1,bob,np,nb,7,10,2.0
1,bob,np,nb,7,10,1.0
1,bob,np,nb,7,12,2.0
1,camp8,m,nb,1,1,5.0
1,camp8,m,nb,1,1,1.0
1,camp8,m,nb,1,3,1.0
1,camp8,m,nb,1,3,1.0
1,camp8,m,nb,1,4,6.0
1,camp8,m,nb,1,2,7.0
1,camp8,m,nb,1,2,4.0
1,camp8,m,nb,1,2,8.0
1,camp8,m,nb,1,2,7.0
1,camp8,m,nb,1,2,7.0
1,camp8,m,nb,1,2,6.0
1,camp8,m,nb,1,2,3.0
1,camp8,m,nb,10,1,1.0
1,camp8,m,nb,10,2,1.0
1,camp8,m,nb,3,1,1.0
1,camp8,m,nb,3,2,3.0
1,camp8,m,nb,3,2,3.0
1,camp8,m,nb,3,2,1.0
1,camp8,m,nb,3,2,4.0
1,camp8,m,nb,3,2,7.0
1,camp8,m,nb,3,3,3.0
1,camp8,m,nb,3,3,1.0
1,camp8,m,nb,3,3,8.0
1,camp8,m,nb,3,3,7.0
1,camp8,m,nb,3,3,4.0
1,camp8,m,nb,3,3,2.0
1,camp8,m,nb,3,4,1.0
1,camp8,m,nb,3,4,2.0
1,camp8,m,nb,3,4,1.0
1,camp8,m,nb,3,4,1.0
1,camp8,m,nb,3,4,1.0
1,camp8,m,nb,3,5,3.0
1,camp8,m,nb,4,1,7.0
1,camp8,m,nb,4,2,5.0
1,camp8,m,nb,4,2,1.0
1,camp8,m,nb,4,3,8.0
1,camp8,m,nb,4,4,5.0
1,camp8,m,nb,4,4,9.0
1,camp8,m,nb,4,4,3.0
1,camp8,m,nb,4,4,3.0
1,camp8,m,nb,4,4,6.0
1,camp8,m,nb,4,4,3.0
1,camp8,m,nb,4,4,2.0
1,camp8,m,nb,4,4,7.0
1,camp8,m,nb,4,4,3.0
1,camp8,m,nb,4,4,4.0
1,camp8,m,nb,4,4,8.0
1,camp8,m,nb,4,4,5.0
1,camp8,m,nb,4,4,6.0
1,camp8,m,nb,4,4,3.0
1,camp8,m,nb,4,4,6.0
1,camp8,m,nb,4,4,5.0
1,camp8,m,nb,4,4,4.0
1,camp8,m,nb,4,4,5.0
1,camp8,m,nb,4,4,3.0
1,camp8,m,nb,4,4,3.0
1,camp8,m,nb,4,4,3.0
1,camp8,m,nb,4,4,3.0
1,camp8,m,nb,4,4,4.0
1,camp8,m,nb,4,4,9.0
1,camp8,m,nb,6,1,1.0
1,camp8,m,nb,6,1,1.0
1,camp8,m,nb,6,3,8.0
1,camp8,m,nb,6,4,4.0
1,camp8,m,nb,6,4,4.0
1,camp8,m,nb,6,4,4.0
1,camp8,m,nb,6,4,7.0
1,camp8,m,nb,6,4,9.0
1,camp8,m,nb,6,5,1.0
1,camp8,m,nb,6,6,2.0
1,camp8,m,nb,6,6,4.0
1,camp8,m,nb,6,6,4.0
1,camp8,m,nb,6,6,7.0
1,camp8,m,nb,6,7,3.0
1,camp8,m,nb,6,7,9.0
1,camp8,m,nb,6,7,8.0
