stageid,site,treatment,burn,plotnum,treeid,clumpid,spp,dbh,ht,cbh,notes
1,crib,m,b,2,9520,3,rw,24.3,24.9,10.8,dead crown at 1.5
1,crib,m,b,2,9521,,df,14.1,,12.4,dead crown at 2.5
1,crib,m,b,2,9522,,rw,14.2,,10.6,dead crown at 1
1,crib,m,b,2,9523,,rw,10.7,,7.4,dead crown at 1.5
1,crib,m,b,2,9524,,df,20.0,,10.8,
1,crib,m,b,2,9525,,df,14.5,22.4,13.4,dead crown at 1
1,crib,m,b,2,9526,4,rw,16.8,,9.5,dead crown at 1.5
1,crib,m,b,2,9527,4,rw,13.7,,11.1,dead crown at 1.5
1,crib,m,b,2,9528,4,rw,25.6,,11.0,dead crown at 1.5
1,crib,m,b,2,9529,,df,14.0,,9.8,dead crown at 0.5
1,crib,m,b,2,9530,,df,12.1,,10.4,dead crown at 0
1,crib,m,b,2,9531,,df,13.7,,10.3,dead crown at 0.5
1,crib,m,b,2,9535,,gf,10.3,17.6,6.1,dead crown at 2
1,crib,m,b,2,9536,5,rw,11.5,,9.4,
1,crib,m,b,2,9537,5,rw,23.1,,12.8,
1,crib,m,b,2,9532,,to,13.6,,7.1,
1,crib,m,b,2,9533,,to,11.9,,9.2,
1,crib,m,b,2,9534,,rw,26.2,,7.6,dead crown at 0.5
1,crib,m,b,2,9538,,rw,30.1,,8.1,
1,crib,m,b,2,9539,6,rw,30.5,,8.1,dead crown at 1
1,crib,m,b,2,9540,6,rw,23.4,,13.9,dead crown at 1.5
1,crib,m,b,2,9541,7,rw,12.8,,8.8,
1,crib,m,b,2,9542,7,rw,20.7,,12.2,
1,crib,m,b,2,9543,,df,12.6,,10.6,
1,crib,m,b,2,9544,,df,21.9,,9.9,
1,crib,m,b,2,9545,8,rw,13.0,11.8,5.8,dead crown at 2
1,crib,m,b,2,9546,,rw,11.0,,9.7,
1,crib,m,b,2,9547,,df,19.2,,5.9,
1,crib,m,b,2,9548,9,rw,27.5,,8.1,
1,crib,m,b,2,9549,9,rw,11.5,,9.8,
1,crib,m,b,2,9551,,to,18.8,,4.1,dead crown at 1
1,crib,m,b,2,9552,,df,14.5,,7.3,dead crown at 2
1,crib,m,b,2,9553,,df,21.2,,3.1,dead crown at 1.5
1,crib,m,b,2,9554,10,to,13.3,,2.6,
1,crib,m,b,4,9557,,df,68.0,,31.4,
1,crib,m,b,4,9558,1,rw,18.1,,9.1,dead crown at 0
1,crib,m,b,4,9559,,df,12.4,,5.4,dead crown at 1
1,crib,m,b,4,9560,,gf,11.3,15.3,4.2,
1,crib,m,b,4,9561,2,rw,12.1,,2.5,
1,crib,m,b,4,9562,,df,69.0,,21.2,lean 70
1,crib,m,b,4,9594,3,to,14.3,,7.1,
1,crib,m,b,4,9563,,df,63.4,,33.1,
1,crib,m,b,4,9564,4,to,11.8,,4.0,
1,crib,m,b,4,9595,4,to,10.0,9.8,3.8,
1,crib,m,b,4,9565,5,to,11.6,9.2,4.8,
1,crib,m,b,4,9566,,df,12.3,,7.8,
1,crib,m,b,4,9567,,gf,12.6,,2.7,
1,crib,m,b,4,9568,,df,10.8,,6.5,
1,crib,m,b,4,9569,,df,36.4,,25.6,lean 70
1,crib,m,b,4,9570,6,to,23.3,14.4,3.3,
1,crib,m,b,4,9571,6,to,12.4,,3.3,
1,crib,m,b,4,9572,6,to,12.0,,3.8,
1,crib,m,b,4,9573,,df,12.7,,1.2,
1,crib,m,b,4,9574,,rw,28.2,,10.6,
1,crib,m,b,4,9575,7,rw,30.0,26.2,15.5,
1,crib,m,b,4,9576,,rw,28.9,,5.0,
1,crib,m,b,4,9577,,rw,11.4,,0.0,
1,crib,m,b,4,9578,,gf,11.7,,3.7,
1,crib,m,b,4,9579,,rw,29.7,,20.9,
1,crib,m,b,4,9580,8,rw,55.2,39.5,26.2,
1,crib,m,b,4,9581,,rw,31.1,,12.0,
1,crib,m,b,4,9582,9,to,13.7,,0.5,
1,crib,m,b,4,9583,,rw,47.5,,15.7,
1,crib,m,b,4,9584,10,rw,27.0,,5.0,
1,crib,m,b,4,9585,10,rw,35.0,28.6,6.1,merge bilt
1,crib,m,b,4,9586,,rw,10.2,,2.1,merge bilt
1,crib,m,b,4,9587,,rw,13.2,,0.4,
1,crib,m,b,4,9588,,rw,87.6,,20.6,
1,crib,m,b,4,9589,11,rw,12.4,,1.5,dead crown at 0.5
1,crib,m,b,4,9590,,rw,16.0,10.2,7.5,lean 75
1,crib,m,b,4,9591,,gf,11.8,,3.2,
1,crib,m,b,4,9592,,df,48.4,,29.3,
1,crib,m,b,4,9593,12,to,17.9,,1.3,
1,crib,m,nb,1,9988,,gf,10.1,,1.2,
1,crib,m,nb,1,9989,,df,36.1,,13.4,
1,crib,m,nb,1,9990,1,df,41.5,,16.5,merge
1,crib,m,nb,1,9991,1,df,53.0,,18.4,merge
1,crib,m,nb,1,9992,,df,37.9,,16.3,
1,crib,m,nb,1,9993,,df,38.0,,15.3,
1,crib,m,nb,1,9994,,df,14.9,,9.8,
1,crib,m,nb,1,9995,,df,21.4,,15.8,
1,crib,m,nb,1,9996,,df,44.9,,18.5,
1,crib,m,nb,1,9997,,df,17.4,,10.2,
1,crib,m,nb,1,9998,2,to,17.1,12.8,0.0,
1,crib,m,nb,1,9999,,df,69.4,,20.3,
1,crib,m,nb,1,10000,,df,12.5,17.3,8.5,
1,crib,m,nb,1,9680,,df,27.1,25.6,19.3,new leader
1,crib,m,nb,1,9681,,df,47.9,,17.4,
1,crib,m,nb,1,9682,,rw,68.4,,14.4,
1,crib,m,nb,10,601,1,rw,80.3,,18.4,
1,crib,m,nb,10,602,,rw,85.0,,15.0,
1,crib,m,nb,10,603,,to,35.1,,1.8,narrow stip of live cambium
1,crib,m,nb,10,604,,df,68.1,,14.7,
1,crib,m,nb,10,605,,md,26.4,,19.9,"very lanky, little live crown"
1,crib,m,nb,10,606,,to,10.3,,0.3,
1,crib,m,nb,10,607,,to,14.5,,1.8,
1,crib,m,nb,10,608,,rw,35.1,,13.8,
1,crib,m,nb,10,609,2,rw,18.2,,6.4,
1,crib,m,nb,10,610,2,rw,39.4,25.1,12.1,
1,crib,m,nb,10,611,,rw,58.4,,11.7,
1,crib,m,nb,10,612,,rw,100.0,,10.1,merge bilt
1,crib,m,nb,10,613,3,to,14.0,,2.0,
1,crib,m,nb,10,614,,rw,35.9,,14.6,
1,crib,m,nb,10,615,4,rw,69.7,32.9,14.5,
1,crib,m,nb,10,616,5,rw,15.4,,4.0,
1,crib,m,nb,10,617,,to,12.2,,0.0,crook base
1,crib,m,nb,3,9683,,df,19.0,,0.0,
1,crib,m,nb,3,9684,1,rw,12.7,,2.0,
1,crib,m,nb,3,9685,,df,18.6,,2.6,
1,crib,m,nb,3,9686,,df,13.0,,4.2,
1,crib,m,nb,3,9687,2,rw,15.8,,7.0,new leader
1,crib,m,nb,3,9688,3,rw,11.3,,12.7,very little live crown
1,crib,m,nb,3,9689,,rw,10.4,,3.2,
1,crib,m,nb,3,9690,4,rw,11.2,11.8,4.0,
1,crib,m,nb,3,9691,5,rw,39.5,,14.3,
1,crib,m,nb,3,9692,,rw,41.1,,18.8,
1,crib,m,nb,3,9693,6,rw,17.4,,11.5,
1,crib,m,nb,3,9694,,rw,18.5,,10.7,
1,crib,m,nb,3,9695,,rw,16.1,12.9,4.7,
1,crib,m,nb,3,9696,,rw,36.9,,15.9,
1,crib,m,nb,3,9697,,df,11.8,,4.8,
1,crib,m,nb,3,9698,,rw,48.9,,17.5,
1,crib,m,nb,3,9699,,rw,22.5,,14.5,
1,crib,m,nb,3,9700,7,rw,13.1,,9.3,no new leader
1,crib,m,nb,3,9701,7,rw,15.4,,10.2,"no new leader, souds dead"
1,crib,m,nb,3,9702,7,rw,49.4,,18.6,"no new leader, souds dead"
1,crib,m,nb,3,9703,,rw,24.1,,18.3,
1,crib,m,nb,3,9704,8,rw,36.0,,19.4,
1,crib,m,nb,3,9705,8,rw,21.7,17.6,5.6,
1,crib,m,nb,3,9706,,rw,26.7,,7.3,
1,crib,m,nb,3,9707,,rw,26.3,,13.3,
1,crib,m,nb,3,9708,9,rw,54.8,,15.9,
1,crib,m,nb,3,9709,9,rw,24.8,,11.0,
1,crib,m,nb,3,9710,9,rw,48.7,29.0,19.8,
1,crib,m,nb,3,9711,,to,20.4,,0.0,
1,crib,m,nb,3,9712,,to,30.8,,1.8,
1,crib,m,nb,5,9861,,rw,65.9,,32.3,
1,crib,m,nb,5,9862,1,rw,35.5,,17.1,
1,crib,m,nb,5,9863,2,rw,15.6,,4.0,
1,crib,m,nb,5,9864,3,to,44.9,,10.0,
1,crib,m,nb,5,9865,4,rw,15.2,,4.2,
1,crib,m,nb,5,9866,4,rw,94.3,,19.8,
1,crib,m,nb,5,9867,5,rw,36.6,,15.9,
1,crib,m,nb,5,9868,6,to,32.2,,3.9,
1,crib,m,nb,5,9869,,rw,46.5,,18.1,
1,crib,m,nb,5,9870,7,to,15.2,,1.5,lean 20
1,crib,m,nb,5,9871,8,rw,11.5,,3.9,
1,crib,m,nb,6,618,,to,33.5,,2.6,
1,crib,m,nb,6,619,1,to,27.1,,2.0,
1,crib,m,nb,6,620,1,to,16.4,,3.4,
1,crib,m,nb,6,621,1,to,28.7,,7.2,
1,crib,m,nb,6,622,1,to,32.6,,4.8,
1,crib,m,nb,6,623,2,to,15.0,,4.8,no leader
1,crib,m,nb,6,624,,rw,14.3,,4.3,
1,crib,m,nb,6,625,3,rw,20.5,,9.8,"bent over, arched"
1,crib,m,nb,6,626,,rw,18.2,,11.3,
1,crib,m,nb,6,627,4,rw,16.0,,5.1,
1,crib,m,nb,6,628,,df,86.6,,12.8,
1,crib,m,nb,6,629,,hm,10.5,,0.0,
1,crib,m,nb,6,630,5,rw,34.1,,10.3,
1,crib,m,nb,6,631,5,rw,17.3,,1.8,
1,crib,m,nb,6,632,,df,22.5,,19.0,hard to see
1,crib,m,nb,6,633,6,to,34.5,,1.6,
1,crib,m,nb,6,634,7,rw,26.6,,3.8,
1,crib,m,nb,6,635,8,rw,12.4,9.7,3.3,
1,crib,m,nb,6,636,,rw,17.3,,4.6,
1,crib,m,nb,6,637,,rw,10.8,,5.7,
1,crib,m,nb,6,638,9,rw,19.7,,7.6,
1,crib,m,nb,6,639,,rw,20.9,,4.7,
1,crib,m,nb,6,640,,rw,14.7,,12.2,
1,crib,m,nb,6,641,,rw,14.1,,6.9,
1,crib,m,nb,6,642,,rw,80.7,,19.3,
1,crib,np,b,10,9935,1,to,16.6,8.6,0.0,
1,crib,np,b,10,9936,,to,12.5,,1.0,lean 20
1,crib,np,b,10,9937,,to,37.0,,4.5,
1,crib,np,b,10,9938,,to,19.5,,11.2,
1,crib,np,b,10,9939,,rw,56.3,,22.5,
1,crib,np,b,10,9940,,to,10.9,8.3,1.6,
1,crib,np,b,10,9941,,rw,89.0,,19.5,
1,crib,np,b,10,9943,,rw,78.5,,22.5,
1,crib,np,b,10,9942,,rw,24.1,,1.5,
1,crib,np,b,10,9944,,rw,56.4,,19.4,
1,crib,np,b,10,9945,,rw,17.7,,5.9,
1,crib,np,b,10,9946,2,rw,10.2,,5.5,
1,crib,np,b,10,9947,3,rw,20.6,,7.3,"clump out 17, 5, 6, 8"
1,crib,np,b,10,9948,3,rw,20.1,,5.4,
1,crib,np,b,10,9949,,rw,27.2,,5.1,
1,crib,np,b,10,9950,4,rw,23.5,17.8,1.0,
1,crib,np,b,10,9957,5,rw,20.7,,10.1,
1,crib,np,b,10,9958,5,rw,19.0,,10.1,diameter at 1.6m
1,crib,np,b,10,9951,6,rw,62.4,,15.9,
1,crib,np,b,10,9952,6,rw,83.3,,18.5,
1,crib,np,b,10,9953,,df,18.7,,3.0,
1,crib,np,b,10,9954,,df,17.0,,2.8,
1,crib,np,b,10,9955,,rw,21.4,16.5,8.7,
1,crib,np,b,10,9956,,df,10.3,,5.6,
1,crib,np,b,12,9959,1,rw,89.0,,29.7,merge biltmore
1,crib,np,b,12,9960,1,rw,74.0,46.1,26.7,merge biltmore
1,crib,np,b,12,9961,,rw,22.9,,0.5,missing top
1,crib,np,b,12,9962,2,rw,16.1,,3.3,
1,crib,np,b,12,9963,2,rw,18.9,,1.8,
1,crib,np,b,12,9964,3,rw,21.4,,5.1,
1,crib,np,b,12,9965,3,rw,19.2,,1.7,
1,crib,np,b,12,9966,,rw,19.5,,4.5,
1,crib,np,b,12,9967,4,rw,18.6,,5.3,
1,crib,np,b,12,9968,4,rw,13.3,,4.6,
1,crib,np,b,12,9969,8,rw,17.9,,2.0,
1,crib,np,b,12,9970,5,rw,73.0,48.5,20.0,merge biltmore
1,crib,np,b,12,9971,5,rw,36.0,,12.4,merge biltmore
1,crib,np,b,12,9972,,df,10.0,,4.2,
1,crib,np,b,12,9973,6,rw,10.4,,6.0,
1,crib,np,b,12,9975,6,rw,11.1,14.5,7.1,
1,crib,np,b,12,9974,6,rw,11.8,,4.3,
1,crib,np,b,12,9976,7,rw,11.2,,4.8,
1,crib,np,b,12,9977,7,rw,12.9,,3.4,
1,crib,np,b,12,9978,9,rw,15.7,,5.3,
1,crib,np,b,12,9979,10,rw,14.5,,5.2,
1,crib,np,b,12,9980,11,rw,26.3,19.7,0.7,
1,crib,np,b,12,9981,12,rw,12.1,,2.7,
1,crib,np,b,12,9982,12,rw,10.3,,2.2,
1,crib,np,b,12,9983,,rw,77.4,,22.7,
1,crib,np,b,12,9984,,rw,26.3,,8.9,
1,crib,np,b,12,9985,13,rw,11.7,10.5,1.3,
1,crib,np,b,12,9986,,rw,10.8,,0.0,"toppled, hung up"
1,crib,np,b,12,9987,,df,11.4,,1.5,
1,crib,np,b,17,9822,,df,15.6,,7.5,
1,crib,np,b,17,9823,,to,13.6,,3.5,
1,crib,np,b,17,9824,,rw,90.1,,9.0,
1,crib,np,b,17,9825,1,rw,10.6,10.1,8.7,"suppressed, clump out 5, 5, 6, 13"
1,crib,np,b,17,9826,1,rw,32.2,,11.7,
1,crib,np,b,17,9827,1,rw,26.4,,11.5,merge biltmore
1,crib,np,b,17,9828,1,rw,20.5,,9.3,merge biltmore
1,crib,np,b,17,9829,,df,18.2,,12.2,
1,crib,np,b,17,9830,2,to,19.2,8.7,4.6,new leader
1,crib,np,b,17,9831,2,to,26.2,,6.6,new leader
1,crib,np,b,17,9832,3,to,48.9,,10.5,"toppled, partially uprooted"
1,crib,np,b,17,9833,3,to,19.8,,5.1,growing out of uprooted root ball
1,crib,np,b,17,9834,3,to,14.8,,6.3,growing out of uprooted root ball
1,crib,np,b,17,9835,,rw,23.7,21.9,8.8,
1,crib,np,b,17,9836,4,to,11.8,,7.6,
1,crib,np,b,17,9837,,to,13.0,,2.9,
1,crib,np,b,17,9838,,to,22.4,,7.8,
1,crib,np,b,17,9839,,df,12.0,,11.7,
1,crib,np,b,17,9840,5,to,14.9,14.0,8.9,
1,crib,np,b,17,9841,5,to,14.1,,9.6,
1,crib,np,b,17,9842,,to,20.5,,9.4,
1,crib,np,b,17,9843,,to,23.8,,9.3,
1,crib,np,b,17,9844,6,to,15.3,,4.7,
1,crib,np,b,17,9845,,df,27.6,23.6,10.4,
1,crib,np,b,17,9846,7,to,11.2,,3.3,
1,crib,np,b,17,9847,,rw,11.1,,7.4,
1,crib,np,b,17,9848,,df,17.4,,9.1,
1,crib,np,b,17,9849,,to,15.1,,5.7,
1,crib,np,b,17,9850,,df,19.5,17.8,9.4,
1,crib,np,b,17,9851,,to,10.3,,4.7,
1,crib,np,b,17,9852,8,rw,44.0,,13.5,
1,crib,np,b,17,9853,8,rw,15.2,,7.4,
1,crib,np,b,17,9854,9,rw,39.5,,16.1,diameter taken standing on stump
1,crib,np,b,17,9855,9,rw,38.3,,9.2,dead crown at 1.5
1,crib,np,b,17,9856,9,rw,30.2,,5.0,
1,crib,np,b,17,9857,,rw,13.5,,8.4,borderline in
1,crib,np,b,17,9858,,to,10.3,,3.6,
1,crib,np,b,17,9859,,df,15.6,,7.6,
1,crib,np,b,17,9860,,df,14.1,18.2,6.6,
1,crib,np,b,2,9810,1,to,12.1,7.7,0.0,
1,crib,np,b,2,9812,,to,10.9,,0.0,
1,crib,np,b,2,9813,2,to,13.8,,0.0,
1,crib,np,b,2,9814,,rw,27.1,,9.3,
1,crib,np,b,2,9815,,to,16.0,8.6,0.0,
1,crib,np,b,2,9816,,rw,84.9,,11.2,
1,crib,np,b,2,9817,3,rw,10.5,,0.0,growing on top of stump
1,crib,np,b,2,9818,4,to,11.5,,1.5,
1,crib,np,b,2,9819,5,to,14.2,,1.0,
1,crib,np,b,2,9820,6,to,10.9,8.5,1.7,
1,crib,np,b,2,9821,7,to,11.5,,0.0,laying on gounrd
1,crib,np,b,4,9648,1,rw,64.8,,17.7,
1,crib,np,b,4,9649,2,rw,25.5,,2.0,dead crown at 0.5
1,crib,np,b,4,9650,3,rw,13.1,13.0,7.2,dead crown at 1
1,crib,np,b,4,9651,3,rw,17.6,,1.7,dead crown at 0.5
1,crib,np,b,4,9652,4,rw,11.6,,2.8,dead crown at 1.5
1,crib,np,b,4,9653,,rw,67.2,,25.3,
1,crib,np,b,4,9654,5,rw,11.4,,3.0,dead crown at 1.5
1,crib,np,b,4,9655,5,rw,15.3,15.0,4.0,dead crown at 1.5
1,crib,np,b,4,9656,,rw,39.0,,15.7,
1,crib,np,b,4,9657,6,rw,53.1,,16.8,
1,crib,np,b,4,9658,6,rw,54.6,,22.6,
1,crib,np,b,4,9659,6,rw,16.6,,6.3,no new leader
1,crib,np,b,4,9660,,rw,34.3,27.1,18.4,
1,crib,np,b,4,9661,,rw,28.7,,17.0,
1,crib,np,b,4,9662,7,rw,31.0,,6.4,
1,crib,np,b,4,9663,,rw,14.8,,4.5,suppressed top
1,crib,np,b,4,9664,7,rw,21.1,,4.2,
1,crib,np,b,4,9665,,rw,29.3,23.0,16.4,
1,crib,np,b,4,9666,8,rw,30.0,,5.7,new leader
1,crib,np,b,4,9667,8,rw,35.5,,9.6,
1,crib,np,b,4,9669,,rw,47.6,,17.9,
1,crib,np,b,4,9668,,rw,12.6,,4.5,"toppled, hung up"
1,crib,np,b,4,9670,9,rw,25.8,20.3,5.0,
1,crib,np,b,4,9671,10,rw,68.4,,14.7,
1,crib,np,b,4,9672,10,rw,17.5,,7.3,
1,crib,np,b,4,9673,11,rw,14.3,,5.8,
1,crib,np,b,4,9674,11,rw,18.5,,8.5,
1,crib,np,b,4,9675,,rw,14.0,14.9,6.2,
1,crib,np,b,4,9676,12,rw,12.9,,4.6,
1,crib,np,b,4,9677,,rw,20.8,,4.0,
1,crib,np,b,4,9678,,rw,26.4,,3.8,
1,crib,np,nb,1,538,,rw,28.9,,18.3,
1,crib,np,nb,1,539,1,rw,19.2,,1.4,"resprouting, ht 3m"
1,crib,np,nb,1,540,,rw,41.3,29.3,21.3,
1,crib,np,nb,1,541,,to,84.8,,3.1,
1,crib,np,nb,1,542,,rw,43.2,,20.2,
1,crib,np,nb,1,543,,rw,19.1,,21.1,
1,crib,np,nb,1,544,,rw,11.1,,6.8,
1,crib,np,nb,1,545,,rw,15.4,,6.3,
1,crib,np,nb,1,546,,rw,88.8,,11.2,
1,crib,np,nb,1,547,2,gc,30.1,,8.3,
1,crib,np,nb,1,548,2,gc,36.0,,9.9,
1,crib,np,nb,1,549,3,gc,17.1,,11.8,
1,crib,np,nb,1,550,4,rw,22.2,18.1,11.3,suppressed
1,crib,np,nb,1,551,5,rw,37.0,,13.8,
1,crib,np,nb,1,552,5,rw,27.5,,16.9,
1,crib,np,nb,1,553,6,rw,15.4,,6.2,
1,crib,np,nb,1,554,6,rw,37.5,,12.8,
1,crib,np,nb,1,555,7,rw,64.2,,19.8,
1,crib,np,nb,1,556,7,rw,21.6,,4.0,
1,crib,np,nb,1,557,,rw,69.3,,16.5,
1,crib,np,nb,12,9819,,rw,16.4,,0.3,
1,crib,np,nb,12,9820,,rw,70.1,,19.8,
1,crib,np,nb,12,9821,,rw,72.8,,19.9,
1,crib,np,nb,12,9822,,rw,12.3,,0.4,
1,crib,np,nb,12,9823,1,rw,65.0,,20.8,biltmore
1,crib,np,nb,12,9824,2,rw,63.0,,8.0,
1,crib,np,nb,12,9825,,rw,96.1,,14.3,
1,crib,np,nb,12,9826,3,rw,28.4,,1.6,
1,crib,np,nb,12,9827,3,rw,48.9,,10.4,
1,crib,np,nb,12,9828,3,rw,13.0,,1.1,
1,crib,np,nb,12,9829,4,rw,33.9,,12.2,
1,crib,np,nb,12,9830,4,rw,44.0,,10.4,
1,crib,np,nb,12,9831,5,rw,42.7,,10.8,
1,crib,np,nb,12,9832,5,rw,43.7,,8.8,
1,crib,np,nb,12,9833,,rw,11.9,,1.3,
1,crib,np,nb,12,9834,6,rw,36.9,,7.6,
1,crib,np,nb,12,9835,6,rw,57.7,,11.7,
1,crib,np,nb,12,9836,7,rw,39.7,,16.0,forked top
1,crib,np,nb,12,9837,8,rw,26.7,,9.7,
1,crib,np,nb,12,9838,9,rw,12.2,,1.3,
1,crib,np,nb,12,9839,10,rw,17.1,,0.0,lean 50
1,crib,np,nb,12,9840,,rw,12.3,,1.0,
1,crib,np,nb,12,9841,,rw,20.7,,10.6,
1,crib,np,nb,12,9842,,to,18.2,,7.0,
1,crib,np,nb,12,9843,,md,36.5,,9.0,
1,crib,np,nb,12,9844,,gf,13.9,,13.9,lean 30
1,crib,np,nb,12,9845,,df,18.0,,16.5,
1,crib,np,nb,12,9846,11,rw,23.0,,1.8,
1,crib,np,nb,12,9847,12,rw,84.9,,20.7,
1,crib,np,nb,6,558,1,to,27.0,,10.7,
1,crib,np,nb,6,559,2,to,13.6,,8.9,lean 70
1,crib,np,nb,6,560,2,to,16.2,,1.4,lean 50
1,crib,np,nb,6,561,3,rw,26.2,,15.4,tiny live crown
1,crib,np,nb,6,562,3,rw,150.1,,19.7,
1,crib,np,nb,6,563,3,rw,59.9,,10.9,
1,crib,np,nb,6,564,,to,24.5,,9.8,
1,crib,np,nb,6,565,,df,33.0,,15.9,
1,crib,np,nb,6,566,,rw,73.5,,9.1,
1,crib,np,nb,6,567,,rw,14.4,,3.9,
1,crib,np,nb,6,568,,rw,11.1,,3.4,stunted top
1,crib,np,nb,6,569,,rw,11.7,,3.6,
1,crib,np,nb,6,570,,md,42.2,,17.2,"bendy, lean 50"
1,crib,np,nb,7,8909,,df,31.9,,8.9,
1,crib,np,nb,7,8910,,rw,49.9,23.9,8.2,
1,crib,np,nb,7,8911,1,rw,50.5,,3.9,"short, new leader"
1,crib,np,nb,7,8912,1,rw,10.6,,2.0,lean 50
1,crib,np,nb,7,8913,2,rw,40.0,,13.9,
1,crib,np,nb,7,8914,,rw,37.3,,12.7,
1,crib,np,nb,7,8915,,rw,51.4,,9.5,
1,crib,np,nb,7,8916,,df,14.3,,7.2,
1,crib,np,nb,7,8917,,to,12.4,,0.0,
1,crib,np,nb,7,8918,,rw,71.9,,11.3,
1,crib,np,nb,9,801,1,rw,33.7,,11.3,
1,crib,np,nb,9,802,1,rw,108.0,,14.6,
1,crib,np,nb,9,803,,rw,70.3,,15.3,
1,crib,np,nb,9,804,,gf,49.9,,12.4,
1,crib,np,nb,9,805,,df,23.3,,18.8,
1,crib,np,nb,9,806,,to,29.7,,11.3,sweep lower 1/3
1,crib,np,nb,9,807,,to,26.0,,8.7,
1,crib,np,nb,9,808,,to,13.4,,7.0,
1,crib,np,nb,9,809,,df,36.1,,20.7,
1,crib,np,nb,9,810,,df,23.4,,18.5,lean 60
1,crib,np,nb,9,811,2,rw,62.0,,18.2,
1,crib,np,nb,9,812,2,rw,85.6,,9.7,
1,crib,np,nb,9,813,2,rw,165.1,,19.9,
1,crib,np,nb,9,814,2,rw,51.0,,12.8,biltmore
1,crib,np,nb,9,815,,rw,17.4,,7.6,stunted top
1,crib,np,nb,9,816,,rw,78.9,,12.9,
1,crib,np,nb,9,817,,rw,38.7,,13.7,healed scar
1,crib,np,nb,9,818,,rw,113.7,,14.3,
1,dun,ls,b,10,9584,,df,10.8,,9.4,
1,dun,ls,b,10,9585,,df,15.3,,10.7,
1,dun,ls,b,10,9586,1,to,11.9,,7.1,
1,dun,ls,b,10,9587,2,to,10.5,,5.8,
1,dun,ls,b,10,9588,2,to,12.7,,5.1,
1,dun,ls,b,10,9589,,df,15.6,,9.5,
1,dun,ls,b,10,9590,,df,11.5,,7.3,
1,dun,ls,b,10,9591,,df,11.4,,9.1,
1,dun,ls,b,10,9592,,df,10.6,,10.1,
1,dun,ls,b,10,9467,,df,10.9,,,
1,dun,ls,b,10,9593,,df,10.5,,8.6,
1,dun,ls,b,10,9594,3,rw,50.2,,6.9,
1,dun,ls,b,10,9595,3,rw,47.9,,7.8,
1,dun,ls,b,10,9596,3,rw,28.8,,8.5,
1,dun,ls,b,10,9597,3,rw,29.5,,10.1,
1,dun,ls,b,10,9598,3,rw,45.8,,20.3,
1,dun,ls,b,10,9599,3,rw,22.8,,8.0,
1,dun,ls,b,10,9600,,to,12.0,,0.0,lean -10 (below tree base)
1,dun,ls,b,10,9444,,to,10.6,,1.4,lean 45
1,dun,ls,b,10,9445,4,to,29.0,,3.9,
1,dun,ls,b,10,9446,4,to,29.1,,11.6,
1,dun,ls,b,10,9447,4,to,19.3,,13.7,
1,dun,ls,b,10,9448,4,to,33.3,,4.4,
1,dun,ls,b,10,9449,5,to,14.6,,2.0,
1,dun,ls,b,10,9450,6,rw,36.3,,22.3,
1,dun,ls,b,10,9451,6,rw,54.7,,18.9,
1,dun,ls,b,10,9452,6,rw,16.8,,3.0,few sprouts
1,dun,ls,b,10,9453,6,rw,33.5,,20.8,
1,dun,ls,b,10,9454,7,to,11.0,,1.9,
1,dun,ls,b,10,9455,8,to,21.7,,12.4,
1,dun,ls,b,10,9456,8,to,20.0,,8.1,
1,dun,ls,b,10,9457,8,to,11.4,,5.7,
1,dun,ls,b,10,9458,9,to,16.2,,2.8,
1,dun,ls,b,10,9459,9,to,14.0,,4.3,new leader
1,dun,ls,b,10,9460,,to,30.4,,14.5,
1,dun,ls,b,10,9461,10,to,24.8,,16.3,
1,dun,ls,b,10,9462,11,to,16.0,,6.2,
1,dun,ls,b,10,9463,11,to,24.8,,5.9,
1,dun,ls,b,10,9464,,rw,47.6,,11.8,
1,dun,ls,b,10,9465,,rw,80.8,,10.7,
1,dun,ls,b,10,9466,,to,10.0,,8.1,
1,dun,ls,b,17,9468,1,to,12.2,,0.1,
1,dun,ls,b,17,9469,2,to,30.2,,11.0,
1,dun,ls,b,17,9470,3,to,16.1,,8.8,clump out 10
1,dun,ls,b,17,9471,4,to,24.0,,1.4,no new leader
1,dun,ls,b,17,9472,,to,17.6,,1.2,"no leader, lean 45, few sprouts"
1,dun,ls,b,17,9473,,to,27.4,,3.6,
1,dun,ls,b,17,9475,,to,27.6,,10.1,
1,dun,ls,b,17,9476,5,rw,35.3,,8.5,
1,dun,ls,b,17,9477,5,rw,30.1,,10.1,
1,dun,ls,b,17,9478,,hm,10.9,,0.9,
1,dun,ls,b,17,9479,6,rw,21.9,,8.2,
1,dun,ls,b,17,9480,6,rw,64.2,,15.8,
1,dun,ls,b,17,9481,7,to,17.5,,3.0,
1,dun,ls,b,17,9482,,df,82.3,,21.4,
1,dun,ls,b,17,9483,,rw,47.1,,9.6,
1,dun,ls,b,17,9484,8,rw,16.9,,3.7,
1,dun,ls,b,17,9485,9,rw,14.8,,7.4,
1,dun,ls,b,17,9486,8,rw,15.8,,19.6,
1,dun,ls,b,17,9487,8,rw,22.8,,2.1,
1,dun,ls,b,17,9488,,rw,69.0,,12.5,
1,dun,ls,b,17,9489,11,to,24.5,,11.8,
1,dun,ls,b,17,9490,11,to,28.5,,14.2,
1,dun,ls,b,17,9491,11,to,34.3,,16.7,
