stageid,site,treatment,burn,plotnum,treeid,clumpid,spp,dbh,ht,cbh,notes
1,camp8,ls,nb,7,9388,,df,35.0,,21.0,
1,camp8,ls,nb,7,9389,,df,22.8,,12.3,
1,camp8,ls,nb,7,9390,3,gf,15.7,,12.2,
1,camp8,ls,nb,7,9391,4,gf,31.2,,10.4,
1,camp8,ls,nb,7,9392,4,gf,10.5,,10.6,small fork or included tree
1,camp8,ls,nb,7,9393,,df,15.9,,12.6,
1,camp8,ls,nb,7,9394,,gf,34.0,,13.4,
1,camp8,ls,nb,7,9395,,gf,32.2,,7.1,
1,camp8,ls,nb,7,9875,,gf,10.1,,2.9,
1,camp8,ls,nb,7,9876,,gf,30.7,,13.5,
1,camp8,ls,nb,7,9877,,df,56.8,,12.6,
1,camp8,ls,nb,7,9878,,rw,27.5,,1.3,
1,camp8,ls,nb,7,9879,5,rw,77.7,,8.4,
1,camp8,ls,nb,7,9880,6,rw,33.6,,6.4,
1,camp8,ls,nb,7,9881,6,rw,56.9,,10.7,
1,camp8,np,b,10,4473,,df,32.8,,10.5,
1,camp8,np,b,10,4474,,df,26.3,,9.9,
1,camp8,np,b,10,4475,,to,20.1,,1.0,
1,camp8,np,b,10,4476,,to,20.3,,0.8,
1,camp8,np,b,10,4477,1,rw,45.3,,9.3,
1,camp8,np,b,10,4478,1,rw,52.3,,10.2,
1,camp8,np,b,10,4479,,to,30.0,,2.5,
1,camp8,np,b,10,4480,2,to,17.4,,3.1,"dying, potentially SOD"
1,camp8,np,b,10,4481,2,to,25.1,,3.0,
1,camp8,np,b,10,4482,3,rw,131.9,,9.2,
1,camp8,np,b,10,4483,3,rw,60.1,,11.3,
1,camp8,np,b,10,4484,,df,15.7,,12.9,
1,camp8,np,b,10,4485,,df,11.5,,9.6,
1,camp8,np,b,10,4486,,df,16.1,,8.6,
1,camp8,np,b,10,4487,,to,50.0,,4.3,
1,camp8,np,b,2,4440,1,rw,86.5,,15.3,
1,camp8,np,b,2,4441,2,rw,96.0,,29.3,
1,camp8,np,b,2,4442,2,rw,60.0,,12.7,
1,camp8,np,b,2,4443,1,rw,65.8,,17.5,
1,camp8,np,b,2,4444,,rw,25.0,,5.8,
1,camp8,np,b,2,4445,3,rw,97.0,,28.3,half wrap
1,camp8,np,b,2,4446,3,rw,41.0,,9.9,half wrap
1,camp8,np,b,2,4447,,rw,14.8,,1.5,
1,camp8,np,b,2,4448,,gf,28.4,,2.4,
1,camp8,np,b,2,4449,,df,14.6,,0.0,
1,camp8,np,b,2,4450,,gf,14.0,,0.0,
1,camp8,np,b,2,4451,4,rw,38.6,,0.0,
1,camp8,np,b,2,4452,4,rw,24.3,,0.0,
1,camp8,np,b,2,4453,5,rw,58.5,,0.0,
1,camp8,np,b,2,4454,5,rw,64.6,,1.5,
1,camp8,np,b,2,4455,,rw,25.3,,3.4,
1,camp8,np,b,2,4456,6,rw,111.1,,10.8,
1,camp8,np,b,2,4457,6,rw,84.2,,6.9,
1,camp8,np,b,2,4458,6,rw,45.4,,4.8,
1,camp8,np,b,2,4459,6,rw,11.8,,1.2,
1,camp8,np,b,4,4460,,df,12.2,,0.0,
1,camp8,np,b,4,4461,1,rw,17.0,,1.2,merge half wrap
1,camp8,np,b,4,4462,1,rw,11.0,,1.8,merge half wrap
1,camp8,np,b,4,4463,,rw,11.5,,0.9,
1,camp8,np,b,4,4464,,rw,10.9,,0.5,lean 60
1,camp8,np,b,4,4465,,rw,18.1,,1.9,
1,camp8,np,b,4,4466,,rw,87.5,,3.3,
1,camp8,np,b,4,4467,,rw,17.9,,0.8,
1,camp8,np,b,4,4468,,rw,10.4,,2.5,
1,camp8,np,b,4,4469,,rw,11.1,,3.3,
1,camp8,np,b,4,4470,,rw,16.1,,0.8,
1,camp8,np,b,4,4471,,rw,12.6,,1.3,
1,camp8,np,b,4,4472,,rw,15.5,,0.7,
1,camp8,np,b,7,4488,,df,13.3,,1.9,
1,camp8,np,b,7,4489,,df,21.5,,1.6,
1,camp8,np,b,7,4490,,rw,99.2,,6.4,
1,camp8,np,b,7,4491,1,rw,25.2,,2.9,
1,camp8,np,b,7,4492,1,rw,79.2,,18.3,
1,camp8,np,b,7,4493,2,rw,92.0,,4.5,
1,camp8,np,b,7,4494,,rw,96.6,,9.3,
1,camp8,np,b,7,4495,,rw,10.8,,5.9,
1,camp8,np,b,7,4496,2,rw,35.0,,1.7,
1,camp8,np,b,7,4497,,rw,40.6,,9.4,
1,camp8,np,b,7,4498,,rw,78.6,,12.6,
1,camp8,np,b,7,4499,,rw,67.9,,11.4,
1,camp8,np,b,8,9601,1,rw,40.0,,9.4,
1,camp8,np,b,8,9602,1,rw,48.0,,7.1,
1,camp8,np,b,8,9603,,df,10.5,,1.0,
1,camp8,np,b,8,9604,,df,38.8,,2.1,
1,camp8,np,b,8,9605,,gf,31.9,,3.2,
1,camp8,np,b,8,9606,,gf,31.8,,2.8,
1,camp8,np,b,8,9607,,df,27.8,,9.5,
1,camp8,np,b,8,9608,,rw,42.4,,5.3,
1,camp8,np,b,8,9609,,rw,55.9,,6.2,
1,camp8,np,b,8,9610,,rw,19.5,,1.8,
1,camp8,np,nb,10,9680,,df,32.8,,5.2,
1,camp8,np,nb,10,9681,,df,42.1,,3.3,
1,camp8,np,nb,10,9682,,rw,14.3,,1.0,
1,camp8,np,nb,10,9683,,rw,11.1,,4.7,
1,camp8,np,nb,10,9684,,rw,13.6,,4.5,
1,camp8,np,nb,10,9685,,rw,34.4,,1.5,
1,camp8,np,nb,10,9686,,rw,11.0,,3.0,
1,camp8,np,nb,10,9687,,rw,21.6,,3.3,
1,camp8,np,nb,10,9688,,rw,19.0,,2.0,
1,camp8,np,nb,10,9689,,df,15.0,,3.4,
1,camp8,np,nb,10,9690,,df,34.7,,5.6,
1,camp8,np,nb,10,9691,,rw,18.1,,4.0,
1,camp8,np,nb,10,9692,,df,11.7,,9.0,
1,camp8,np,nb,10,9693,,df,36.1,,11.8,
1,camp8,np,nb,10,9694,,df,39.1,,12.2,
1,camp8,np,nb,10,9695,,df,15.6,,10.9,
1,camp8,np,nb,10,9696,,df,49.6,,7.8,
1,camp8,np,nb,10,9697,,df,12.9,,2.1,
1,camp8,np,nb,10,9698,,df,27.4,,3.8,
1,camp8,np,nb,10,9699,,rw,123.1,,12.9,
1,camp8,np,nb,10,9700,,rw,98.0,,13.6,
1,camp8,np,nb,11,9713,,gf,101.5,,5.2,
1,camp8,np,nb,11,9714,,rw,20.3,,2.3,
1,camp8,np,nb,11,9715,,rw,10.5,,0.0,
1,camp8,np,nb,11,9716,,rw,17.6,,1.6,
1,camp8,np,nb,11,9717,,rw,26.4,,1.7,
1,camp8,np,nb,11,9718,,rw,11.8,,0.5,
1,camp8,np,nb,11,9719,,rw,13.0,,1.5,
1,camp8,np,nb,11,9720,,rw,10.4,,0.0,
1,camp8,np,nb,11,9721,,rw,48.0,,0.0,
1,camp8,np,nb,11,9722,,rw,62.7,,1.4,
1,camp8,np,nb,11,9723,,rw,18.1,,1.5,
1,camp8,np,nb,11,9724,,rw,12.1,,1.5,
1,camp8,np,nb,11,9725,,rw,16.0,,0.4,
1,camp8,np,nb,2,9637,,rw,13.7,,0.6,
1,camp8,np,nb,2,9638,,rw,39.8,,2.7,
1,camp8,np,nb,2,9639,,rw,10.7,,1.0,
1,camp8,np,nb,2,9640,,gf,39.1,,2.3,
1,camp8,np,nb,2,9641,,df,43.0,,5.6,
1,camp8,np,nb,2,9642,,rw,24.4,,1.0,
1,camp8,np,nb,2,9643,,df,69.0,,3.1,
1,camp8,np,nb,2,9644,,rw,10.9,,1.7,
1,camp8,np,nb,2,9645,,rw,18.1,,1.0,
1,camp8,np,nb,2,9646,,rw,16.1,,2.8,
1,camp8,np,nb,2,9647,,rw,27.5,,3.0,
1,camp8,np,nb,2,9648,,rw,14.9,,3.7,
1,camp8,np,nb,2,9649,1,rw,14.8,,1.0,
1,camp8,np,nb,2,9650,1,rw,21.6,,1.1,
1,camp8,np,nb,2,9651,,rw,11.8,,0.7,
1,camp8,np,nb,2,9652,,rw,10.6,,3.5,
1,camp8,np,nb,2,9653,,rw,20.7,,3.4,
1,camp8,np,nb,2,9654,2,rw,17.6,,3.1,
1,camp8,np,nb,2,9655,2,rw,13.4,,1.4,
1,camp8,np,nb,2,9656,,rw,24.5,,1.0,
1,camp8,np,nb,2,9657,,rw,12.9,,2.1,
1,camp8,np,nb,2,9658,,df,40.0,,1.2,
1,camp8,np,nb,3,9659,,gf,11.6,,2.9,
1,camp8,np,nb,3,9660,,rw,40.7,,12.0,
1,camp8,np,nb,3,9661,,rw,12.2,,5.7,
1,camp8,np,nb,3,9662,,rw,75.7,,7.8,
1,camp8,np,nb,3,9663,,gf,15.3,,3.6,
1,camp8,np,nb,3,9664,,df,30.3,,7.4,
1,camp8,np,nb,3,9665,,df,11.3,,1.3,
1,camp8,np,nb,3,9666,,df,10.8,,3.5,
1,camp8,np,nb,3,9667,,df,19.8,,2.9,
1,camp8,np,nb,3,9668,,rw,26.7,,4.9,
1,camp8,np,nb,3,9669,,rw,40.9,,5.0,
1,camp8,np,nb,3,9670,,gf,13.6,,1.0,
1,camp8,np,nb,3,9671,,df,13.5,,2.7,
1,camp8,np,nb,3,9672,,gf,24.0,,1.6,
1,camp8,np,nb,3,9673,1,gf,12.6,,0.4,
1,camp8,np,nb,3,9674,1,gf,18.0,,0.8,
1,camp8,np,nb,3,9675,,rw,13.1,,0.0,
1,camp8,np,nb,3,9676,,rw,11.1,,2.6,
1,camp8,np,nb,3,9677,,rw,12.1,,2.7,
1,camp8,np,nb,3,9678,,rw,13.5,,2.4,
1,camp8,np,nb,3,9679,,gf,32.6,,1.3,"girdled, dying"
1,camp8,np,nb,8,9701,,df,40.1,,1.6,
1,camp8,np,nb,8,9702,,df,21.0,,0.8,
1,camp8,np,nb,8,9703,,rw,104.8,,5.8,
1,camp8,np,nb,8,9704,,rw,22.4,,0.0,
1,camp8,np,nb,8,9705,,rw,22.8,,2.7,
1,camp8,np,nb,8,9706,,rw,46.7,,6.4,
1,camp8,np,nb,8,9707,,rw,15.4,,1.5,
1,camp8,np,nb,8,9708,,rw,8.9,,0.0,
1,camp8,np,nb,8,9709,,rw,106.1,,4.8,
1,camp8,np,nb,8,9710,,gf,32.2,,0.8,
1,camp8,np,nb,8,9711,,rw,53.3,,1.6,
1,camp8,np,nb,8,9712,,rw,122.0,,13.8,
1,crib,ls,b,1,3082,,gf,11.3,,0.5,
1,crib,ls,b,1,3083,1,rw,83.3,,31.5,
1,crib,ls,b,1,3084,1,rw,42.1,,12.2,
1,crib,ls,b,1,3085,,to,11.5,,2.5,
1,crib,ls,b,1,3086,,gf,11.9,,5.7,
1,crib,ls,b,1,3087,,rw,93.6,,26.7,
1,crib,ls,b,1,3088,4,rw,22.5,,4.8,dead crown at 1 m
1,crib,ls,b,1,3089,5,to,10.6,,3.7,
1,crib,ls,b,1,3091,,rw,66.7,,17.8,
1,crib,ls,b,1,3092,6,to,10.9,,0.5,
1,crib,ls,b,1,3093,2,rw,12.1,,4.4,
1,crib,ls,b,1,3094,2,rw,23.1,,3.6,
1,crib,ls,b,1,3095,7,rw,74.1,44.9,24.6,
1,crib,ls,b,1,3096,3,rw,19.5,,2.0,dead crown at 1 m
1,crib,ls,b,1,3097,3,rw,65.5,,6.9,
1,crib,ls,b,1,3098,,to,13.0,,1.4,
1,crib,ls,b,1,3099,8,rw,86.3,,37.7,
1,crib,ls,b,11,3150,,rw,17.5,13.2,3.1,
1,crib,ls,b,11,3151,,rw,42.4,,8.3,
1,crib,ls,b,11,3152,,rw,65.7,,10.0,
1,crib,ls,b,11,3153,,rw,34.4,,5.1,
1,crib,ls,b,11,3154,,rw,34.5,,13.2,
1,crib,ls,b,11,3155,,rw,61.6,40.3,17.5,
1,crib,ls,b,11,3156,1,rw,36.4,,6.3,
1,crib,ls,b,11,3157,1,rw,15.4,,2.0,
1,crib,ls,b,11,3158,,rw,136.8,,25.1,
1,crib,ls,b,11,3159,2,rw,25.8,13.4,0.1,
1,crib,ls,b,11,3160,2,rw,19.7,14.5,1.1,
1,crib,ls,b,11,3161,2,rw,28.4,,1.2,
1,crib,ls,b,11,3162,2,rw,13.9,,0.5,
1,crib,ls,b,11,3163,3,rw,24.1,,5.3,
1,crib,ls,b,11,3164,3,rw,18.9,,1.5,
1,crib,ls,b,11,3165,,rw,33.1,25.3,4.1,
1,crib,ls,b,11,3166,4,rw,23.8,,6.1,
1,crib,ls,b,11,3167,,rw,34.8,,8.2,
1,crib,ls,b,11,3168,5,rw,50.9,,2.6,
1,crib,ls,b,11,3169,5,rw,10.3,,2.5,
1,crib,ls,b,11,3170,,gf,16.6,17.0,5.1,
1,crib,ls,b,11,3171,,rw,17.5,,6.4,
1,crib,ls,b,14,3172,,rw,115.0,,24.0,
1,crib,ls,b,14,3173,,df,11.0,,4.4,
1,crib,ls,b,14,3174,,df,14.8,,4.8,
1,crib,ls,b,14,3175,,rw,69.1,45.7,24.1,
1,crib,ls,b,14,3176,1,rw,21.5,,5.6,
1,crib,ls,b,14,3177,1,rw,84.6,,27.6,
1,crib,ls,b,14,3178,,gf,12.2,,2.0,
1,crib,ls,b,14,3179,,rw,92.4,,13.0,
1,crib,ls,b,14,3180,2,rw,52.1,25.2,2.0,
1,crib,ls,b,14,3181,,gf,13.6,,1.7,
1,crib,ls,b,14,3182,3,rw,73.7,,15.3,
1,crib,ls,b,21,3183,,rw,25.7,,0.5,"held up, wood rot, live strip"
1,crib,ls,b,21,3184,,rw,45.4,,12.5,
1,crib,ls,b,21,3185,,rw,101.1,55.5,30.5,
1,crib,ls,b,21,3186,,rw,39.6,,1.6,
1,crib,ls,b,21,3187,,rw,67.4,,9.7,
1,crib,ls,b,21,3188,1,rw,10.8,,2.1,
1,crib,ls,b,21,3189,2,rw,20.4,,1.4,
1,crib,ls,b,21,3200,,rw,13.1,,1.0,
1,crib,ls,b,21,3190,3,rw,11.7,9.9,2.0,
1,crib,ls,b,21,3191,3,rw,12.9,,1.4,
1,crib,ls,b,21,3192,4,rw,12.9,,3.6,
1,crib,ls,b,21,3193,5,rw,47.0,,22.6,merge biltmore
1,crib,ls,b,21,3194,5,rw,43.0,,2.9,merge biltmore
1,crib,ls,b,21,3195,,rw,73.4,49.2,27.7,
1,crib,ls,b,21,3196,,rw,29.7,,2.4,
1,crib,ls,b,21,3197,,rw,72.1,,19.9,
1,crib,ls,b,21,3198,,df,93.3,,40.3,
1,crib,ls,b,21,3199,,df,123.9,,37.3,
1,crib,ls,b,23,9501,1,rw,120.0,,30.4,
1,crib,ls,b,23,9502,1,rw,,,19.8,no dbh
1,crib,ls,b,23,9503,2,rw,11.8,,2.2,
1,crib,ls,b,23,9504,3,to,11.5,,2.5,
1,crib,ls,b,23,9505,,rw,13.2,11.1,1.0,
1,crib,ls,b,23,9506,,rw,14.0,,2.3,
1,crib,ls,b,23,9507,4,rw,15.0,,4.0,
1,crib,ls,b,23,9508,,rw,12.4,,0.9,
1,crib,ls,b,23,9509,,rw,28.8,,3.0,
1,crib,ls,b,23,9510,,rw,49.4,30.7,11.3,
1,crib,ls,b,23,9511,5,rw,30.0,,3.1,
1,crib,ls,b,23,9512,5,rw,21.2,,1.5,
1,crib,ls,b,23,9513,,rw,14.1,,0.0,lean 45
1,crib,ls,b,23,9514,6,rw,21.1,,6.6,
1,crib,ls,b,23,9515,6,rw,11.0,9.5,2.0,
1,crib,ls,b,23,9516,,rw,24.4,,0.0,
1,crib,ls,b,8,3100,1,to,35.5,,4.3,
1,crib,ls,b,8,3101,1,to,16.8,,2.5,
1,crib,ls,b,8,3102,2,to,10.5,,4.5,
1,crib,ls,b,8,3103,2,to,15.4,,4.5,
1,crib,ls,b,8,3104,1,to,11.2,,5.2,
1,crib,ls,b,8,3105,3,to,10.5,,4.6,
1,crib,ls,b,8,3106,4,to,14.1,,6.6,dead crown at 2 m
1,crib,ls,b,8,3108,5,to,10.7,,5.4,
1,crib,ls,b,8,3109,,df,20.3,,6.9,
1,crib,ls,b,8,3110,6,to,10.9,,5.1,dead crown at 0.5
1,crib,ls,b,8,3111,7,to,11.2,,3.8,
1,crib,ls,b,8,3112,,df,15.0,,9.2,dead crown at 1
1,crib,ls,b,8,3113,,df,15.0,,6.5,
1,crib,ls,b,8,3114,,df,15.7,,11.3,
1,crib,ls,b,8,3115,8,to,11.8,,6.6,
1,crib,ls,b,8,3116,8,to,11.8,,6.6,
1,crib,ls,b,8,3117,8,to,10.5,,6.6,
1,crib,ls,b,8,3118,8,to,17.3,,6.6,
1,crib,ls,b,8,3119,9,to,12.1,,2.0,dead crown at 1
1,crib,ls,b,8,3121,10,to,10.4,,1.4,
1,crib,ls,b,8,3120,11,to,11.6,,2.0,
1,crib,ls,b,8,3122,,to,15.4,,1.4,
1,crib,ls,b,8,3123,12,to,11.4,,2.3,
1,crib,ls,b,8,3124,12,to,14.3,,2.5,
1,crib,ls,b,8,3125,,to,12.1,,2.6,
1,crib,ls,b,8,3126,,to,13.8,,0.8,
1,crib,ls,b,8,3127,13,rw,31.4,,9.7,dead crown at 2
1,crib,ls,b,8,3128,14,rw,36.9,,7.5,
1,crib,ls,b,8,3129,14,rw,13.3,,2.3,
1,crib,ls,b,8,3130,15,rw,31.8,,7.0,
1,crib,ls,b,8,3131,15,rw,12.7,,2.7,
1,crib,ls,b,8,3132,16,rw,31.8,,5.6,
1,crib,ls,b,8,3133,16,rw,35.0,,7.5,
1,crib,ls,b,8,3134,,rw,11.6,,7.2,dead crown at 0.5
1,crib,ls,b,8,3135,17,to,10.3,,3.5,
1,crib,ls,b,8,3136,18,to,35.5,,9.4,big scar
1,crib,ls,b,8,3137,18,rw,38.2,,12.2,
1,crib,ls,b,8,3138,19,to,10.9,,5.2,
1,crib,ls,b,8,3140,19,to,11.5,12.2,4.5,
1,crib,ls,b,8,3141,20,to,11.0,,7.5,
1,crib,ls,b,8,3143,20,to,10.8,,5.6,
1,crib,ls,b,8,3144,21,to,10.0,,4.6,dead crown at 0
1,crib,ls,b,8,3145,22,to,11.1,9.6,3.2,dead crown at 1
1,crib,ls,b,8,3147,,to,12.7,,4.5,
1,crib,ls,b,8,3148,,to,12.9,,4.7,
1,crib,ls,b,8,3149,,to,10.9,,5.2,
1,crib,ls,nb,11,524,,rw,40.7,,18.9,
1,crib,ls,nb,11,525,,rw,37.8,31.9,19.8,
1,crib,ls,nb,11,526,,rw,93.3,,18.0,
1,crib,ls,nb,11,527,,rw,96.7,,24.9,
1,crib,ls,nb,11,528,1,rw,92.0,,24.3,merged biltmore
1,crib,ls,nb,11,529,1,rw,54.0,,24.9,merged biltmore
1,crib,ls,nb,11,530,,rw,17.3,13.2,9.8,
1,crib,ls,nb,11,531,,rw,19.5,,10.7,
1,crib,ls,nb,11,532,,rw,67.2,,26.4,
1,crib,ls,nb,11,533,,rw,10.1,,1.5,sprouts along bole
1,crib,ls,nb,11,534,,rw,34.5,,12.5,
1,crib,ls,nb,11,535,,rw,27.2,29.3,22.9,
1,crib,ls,nb,11,536,,rw,64.8,,21.3,
1,crib,ls,nb,11,537,,rw,17.6,,1.5,
1,crib,ls,nb,2,9278,1,to,17.1,,0.0,
1,crib,ls,nb,2,9279,,rw,73.8,,12.3,
1,crib,ls,nb,2,9280,,rw,68.6,33.3,19.6,
1,crib,ls,nb,2,9281,2,rw,62.0,,16.7,merge biltmore
1,crib,ls,nb,2,9282,2,rw,79.0,,16.6,merge biltmore
1,crib,ls,nb,2,9283,,rw,20.3,,12.7,
1,crib,ls,nb,2,9284,,rw,69.1,,21.0,
1,crib,ls,nb,2,9285,2,rw,12.6,7.5,3.8,
1,crib,ls,nb,2,9290,2,rw,38.0,20.0,14.9,merge biltmore
1,crib,ls,nb,2,9286,,rw,17.7,,9.5,
1,crib,ls,nb,2,9287,3,rw,48.5,,20.4,
1,crib,ls,nb,2,9289,4,rw,13.7,,1.3,
1,crib,ls,nb,2,9288,3,rw,48.3,,21.3,
1,crib,ls,nb,2,9291,,df,10.7,,3.2,
1,crib,ls,nb,4,643,,to,13.3,,1.4,
1,crib,ls,nb,4,644,,gc,34.4,,16.1,
1,crib,ls,nb,4,645,,df,10.3,16.2,10.1,
1,crib,ls,nb,4,646,1,to,38.9,,12.9,
1,crib,ls,nb,4,647,,rw,16.5,,7.9,
1,crib,ls,nb,4,648,,gc,48.8,,15.7,
1,crib,ls,nb,4,649,,rw,19.7,,14.6,
1,crib,ls,nb,4,650,,rw,31.2,,13.4,
1,crib,ls,nb,4,651,,rw,42.9,,16.5,
1,crib,ls,nb,4,652,,rw,27.0,,11.0,
1,crib,ls,nb,4,653,2,rw,41.4,,15.7,
1,crib,ls,nb,4,654,2,rw,41.9,,11.1,
1,crib,ls,nb,4,655,3,rw,76.8,33.2,21.4,
1,crib,ls,nb,4,656,3,rw,44.2,,21.8,
1,crib,ls,nb,4,657,,rw,19.3,,7.3,
1,crib,ls,nb,4,658,,rw,44.1,,21.0,
1,crib,ls,nb,4,659,,rw,28.7,,9.5,
1,crib,ls,nb,4,660,4,rw,26.7,,17.1,
1,crib,ls,nb,4,661,,rw,14.8,,5.6,
1,crib,ls,nb,4,662,,rw,53.2,,19.1,
1,crib,ls,nb,4,663,,rw,44.6,,17.0,
1,crib,ls,nb,4,664,,md,27.7,,11.4,"lean 45, snakey"
1,crib,ls,nb,4,665,,to,12.9,13.5,1.3,
1,crib,ls,nb,4,666,,to,14.3,,5.6,
1,crib,ls,nb,4,667,,rw,17.0,,7.9,
1,crib,ls,nb,4,668,5,rw,21.0,,9.6,
1,crib,ls,nb,4,669,5,rw,11.7,,4.8,
1,crib,ls,nb,4,670,,to,18.7,15.1,7.2,
1,crib,ls,nb,4,671,,rw,11.1,,8.6,
1,crib,ls,nb,4,672,,rw,42.5,,20.2,
1,crib,ls,nb,4,673,,md,49.2,,14.1,large dead branch
1,crib,ls,nb,4,674,,df,17.5,,10.58,
1,crib,ls,nb,4,675,6,gc,28.6,25.3,16.8,
1,crib,ls,nb,4,676,6,gc,31.6,,16.1,
1,crib,ls,nb,4,677,6,gc,43.0,,19.3,merge biltmore
1,crib,ls,nb,8,678,1,md,31.5,,17.9,
1,crib,ls,nb,8,679,1,md,38.8,,19.4,
1,crib,ls,nb,8,680,1,md,16.9,21.6,19.9,"very sparse, mostly dead"
1,crib,ls,nb,8,681,2,rw,92.0,,25.4,
1,crib,ls,nb,8,696,2,rw,51.0,,25.8,
1,crib,ls,nb,8,697,,df,58.3,,33.3,
1,crib,ls,nb,8,682,,rw,37.2,,12.4,
1,crib,ls,nb,8,683,3,rw,27.6,,10.4,
1,crib,ls,nb,8,684,3,rw,48.0,,23.8,
1,crib,ls,nb,8,685,,rw,22.6,22.3,12.0,
1,crib,ls,nb,8,686,4,rw,97.5,,22.3,
1,crib,ls,nb,8,687,4,rw,40.5,,15.8,
1,crib,ls,nb,8,688,,rw,14.6,,5.9,
1,crib,ls,nb,8,689,5,rw,16.3,,9.7,
1,crib,ls,nb,8,690,6,rw,80.2,44.6,24.3,
1,crib,ls,nb,8,692,6,rw,70.8,,21.4,
1,crib,ls,nb,8,693,,rw,26.0,,10.5,
1,crib,ls,nb,8,694,,sx,33.6,,21.9,
1,crib,ls,nb,8,691,6,rw,25.8,,9.6,
1,crib,ls,nb,8,695,7,rw,125.5,43.9,21.4,"clump out 13.1, 12.5"
1,crib,ls,nb,9,501,1,rw,27.8,,17.6,
1,crib,ls,nb,9,502,1,rw,12.5,,5.4,
1,crib,ls,nb,9,503,2,rw,22.2,,8.2,
1,crib,ls,nb,9,504,2,rw,37.9,,17.3,
1,crib,ls,nb,9,505,,rw,12.4,18.7,12.7,
1,crib,ls,nb,9,506,,rw,81.9,,21.7,
1,crib,ls,nb,9,507,3,rw,13.8,,7.4,
1,crib,ls,nb,9,508,4,rw,18.9,,9.1,
1,crib,ls,nb,9,509,4,rw,18.1,,11.8,
1,crib,ls,nb,9,510,4,rw,19.6,12.8,5.4,new leader
1,crib,ls,nb,9,511,4,rw,48.7,,17.7,
1,crib,ls,nb,9,512,5,rw,13.7,,8.9,
1,crib,ls,nb,9,513,5,rw,14.8,,1.3,mostly  gone
1,crib,ls,nb,9,514,,to,11.0,,1.3,
1,crib,ls,nb,9,515,6,rw,38.6,26.4,14.1,
1,crib,ls,nb,9,516,,rw,49.6,,11.4,"clump out 60, 13"
1,crib,ls,nb,9,517,,rw,39.8,,5.3,
1,crib,ls,nb,9,520,7,rw,20.9,16.7,12.9,
1,crib,ls,nb,9,518,8,rw,34.9,,13.6,
1,crib,ls,nb,9,519,8,rw,31.9,,14.2,
1,crib,ls,nb,9,521,,rw,10.4,,8.3,no leader
1,crib,ls,nb,9,522,9,to,12.4,,2.3,out of order
1,crib,m,b,10,9901,,gf,19.4,,3.6,
1,crib,m,b,10,9902,,df,34.9,,7.1,
1,crib,m,b,10,9903,,df,11.4,,4.1,
1,crib,m,b,10,9904,,gf,10.8,,1.9,
1,crib,m,b,10,9905,,rw,10.4,10.4,2.3,
1,crib,m,b,10,9906,,rw,12.2,,2.5,
1,crib,m,b,10,9907,,df,11.3,,6.3,
1,crib,m,b,10,9908,,gf,11.2,,0.5,
1,crib,m,b,10,9909,,df,10.9,,1.0,
1,crib,m,b,10,9910,,gf,13.5,17.0,5.2,
1,crib,m,b,10,9911,,rw,102.7,,8.2,
1,crib,m,b,10,9912,,rw,20.8,,3.9,
1,crib,m,b,10,9913,,rw,14.5,,3.3,
1,crib,m,b,10,9914,1,rw,12.2,,2.0,
1,crib,m,b,10,9915,,rw,14.5,12.5,3.1,
1,crib,m,b,10,9916,2,rw,22.4,,1.2,
1,crib,m,b,10,9917,,rw,95.7,,10.4,
1,crib,m,b,10,9918,,rw,43.9,,5.9,
1,crib,m,b,10,9919,,rw,25.6,,3.4,
1,crib,m,b,10,9920,,rw,10.3,7.7,2.1,
1,crib,m,b,12,9596,1,rw,73.3,,14.6,
1,crib,m,b,12,9597,2,rw,10.4,,2.6,
1,crib,m,b,12,9598,,rw,11.1,,0.0,
1,crib,m,b,12,9599,,rw,48.7,,11.2,
1,crib,m,b,12,9600,,rw,10.3,6.9,1.8,
1,crib,m,b,12,9801,,rw,29.3,,4.6,
1,crib,m,b,12,9802,,rw,59.8,,16.7,
1,crib,m,b,12,9803,3,to,13.6,,1.2,
1,crib,m,b,12,9804,,df,53.9,,12.0,
1,crib,m,b,12,9805,4,rw,24.4,16.8,0.0,
1,crib,m,b,12,9806,,rw,37.7,,7.0,
1,crib,m,b,12,9807,,rw,90.6,,26.0,"loose bark, inflated dbh"
1,crib,m,b,12,9811,,to,15.8,,1.5,bent over
1,crib,m,b,19,9921,1,rw,15.6,8.7,0.0,
1,crib,m,b,19,9922,2,rw,10.6,,0.0,
1,crib,m,b,19,9923,,hm,12.2,,0.0,
1,crib,m,b,19,9924,3,rw,47.0,,11.2,merge biltmore
1,crib,m,b,19,9925,3,rw,57.0,39.0,17.5,merge biltmore
1,crib,m,b,19,9926,,rw,68.6,,12.5,
1,crib,m,b,19,9927,4,to,14.0,,1.5,lean 45
1,crib,m,b,19,9928,,rw,15.4,,3.4,
1,crib,m,b,19,9929,,rw,90.2,,10.6,
1,crib,m,b,19,9930,,to,37.3,15.8,4.1,
1,crib,m,b,19,9931,5,to,29.9,,4.9,
1,crib,m,b,19,9932,,to,35.5,,5.1,
1,crib,m,b,2,9517,1,rw,35.9,,7.3,dead crown at 0
1,crib,m,b,2,9555,1,rw,10.3,,6.4,dead crown at 0.5
1,crib,m,b,2,9518,2,rw,38.2,,6.0,dead crown at 1.5
1,crib,m,b,2,9556,2,rw,15.7,,5.2,
1,crib,m,b,2,9519,3,rw,36.5,,10.5,dead crown at 2
