stageid,site,treatment,burn,plotnum,transectnum,azimuth,slope,metermark,depth,pctlitter,fbd,livewoody,deadwoody,woodyheight,liveherb,deadherb,herbheight,notes
1,crib,m,nb,1,3,240,15,5,3.0,50.0,,2.0,0.0,1.0,50.0,5.0,0.1,
1,crib,m,nb,1,3,240,15,10,1.0,100.0,,20.0,0.0,0.4,10.0,0.0,0.1,
1,crib,m,nb,10,1,0,7,5,1.0,100.0,,0.5,0.0,0.7,20.0,3.0,0.1,
1,crib,m,nb,10,1,0,7,10,7.0,80.0,,0.0,5.0,1.3,0.5,0.0,0.1,
1,crib,m,nb,10,2,120,19,5,1.0,100.0,,0.5,0.0,0.2,20.0,0.5,0.1,in skid
1,crib,m,nb,10,2,120,19,10,1.5,95.0,,0.5,3.0,1.0,20.0,0.5,0.1,in skid
1,crib,m,nb,10,3,246,23,5,1.0,100.0,,10.0,0.5,1.2,20.0,5.0,0.3,
1,crib,m,nb,10,3,246,23,10,1.5,100.0,,10.0,0.5,0.8,0.0,0.5,0.2,
1,crib,m,nb,3,1,0,12,5,1.0,100.0,,10.0,0.5,1.2,20.0,0.0,0.1,
1,crib,m,nb,3,1,0,12,10,3.0,90.0,,10.0,0.0,1.3,30.0,0.0,0.1,
1,crib,m,nb,3,2,120,32,5,6.0,70.0,,20.0,5.0,1.4,0.5,0.0,0.2,
1,crib,m,nb,3,2,120,32,10,1.0,100.0,,5.0,0.0,0.9,40.0,0.0,0.2,
1,crib,m,nb,3,3,240,22,5,5.0,90.0,,30.0,0.0,1.0,0.0,0.0,,
1,crib,m,nb,3,3,240,22,10,3.0,70.0,,3.0,0.5,0.6,0.5,0.0,0.1,
1,crib,m,nb,5,1,0,36,5,4.0,40.0,,20.0,3.0,1.7,5.0,3.0,0.5,
1,crib,m,nb,5,1,0,36,10,7.0,50.0,,3.0,0.5,1.8,10.0,0.5,0.4,
1,crib,m,nb,5,2,120,12,5,3.0,90.0,,0.5,10.0,1.4,3.0,0.0,0.4,
1,crib,m,nb,5,2,120,12,10,1.0,100.0,,3.0,3.0,1.0,0.5,0.5,0.3,
1,crib,m,nb,5,3,244,27,5,2.0,90.0,,3.0,0.5,0.8,3.0,0.5,0.3,
1,crib,m,nb,5,3,244,27,10,1.0,100.0,,0.5,3.0,1.3,0.5,0.5,0.3,
1,crib,m,nb,6,1,0,16,5,1.0,95.0,,30.0,5.0,1.4,30.0,0.0,0.1,
1,crib,m,nb,6,1,0,16,10,4.0,75.0,,3.0,0.0,0.8,20.0,3.0,0.3,
1,crib,m,nb,6,2,120,2,5,9.0,15.0,,5.0,0.0,0.3,3.0,0.0,0.2,
1,crib,m,nb,6,2,120,2,10,6.5,15.0,,20.0,0.5,1.0,0.5,0.0,0.1,
1,crib,m,nb,6,3,240,4,5,1.0,90.0,,20.0,0.5,1.7,5.0,0.0,0.1,
1,crib,m,nb,6,3,240,4,10,7.0,20.0,,22.0,3.0,1.4,5.0,0.0,0.1,
1,crib,np,b,10,1,0,14,5,7.0,40.0,,10.0,0.0,0.4,3.0,0.0,0.2,
1,crib,np,b,10,1,0,14,10,2.0,20.0,,3.0,0.0,1.0,10.0,3.0,0.3,
1,crib,np,b,10,2,120,18,5,5.0,90.0,,10.0,0.5,1.3,0.0,0.0,,
1,crib,np,b,10,2,120,18,10,7.0,40.0,,20.0,0.5,1.1,0.5,0.0,0.2,
1,crib,np,b,10,3,240,5,5,8.0,20.0,,40.0,3.0,1.0,0.0,0.0,,
1,crib,np,b,10,3,240,5,10,1.0,100.0,,30.0,3.0,1.2,3.0,0.0,0.1,
1,crib,np,b,12,1,0,7,5,1.0,100.0,,0.5,0.0,1.5,3.0,3.0,0.3,
1,crib,np,b,12,1,0,7,10,14.0,60.0,,20.0,3.0,1.4,0.0,0.0,,
1,crib,np,b,12,2,120,26,5,4.0,30.0,,20.0,3.0,1.4,0.5,0.0,0.1,
1,crib,np,b,12,2,120,26,10,7.0,40.0,,5.0,0.5,0.7,3.0,0.5,0.3,
1,crib,np,b,12,3,240,36,5,11.0,70.0,,30.0,5.0,1.7,0.5,0.0,0.3,
1,crib,np,b,12,3,240,36,10,1.0,100.0,,50.0,10.0,1.3,0.0,0.0,,
1,crib,np,b,17,1,0,6,5,2.0,100.0,,0.0,20.0,2.0,3.0,0.5,0.2,
1,crib,np,b,17,1,0,6,10,9.0,35.0,,0.0,10.0,2.0,0.5,0.0,0.1,
1,crib,np,b,17,2,137,24,5,8.0,95.0,,0.5,0.5,1.8,10.0,3.0,0.5,
1,crib,np,b,17,2,137,24,10,10.0,20.0,,5.0,5.0,1.8,10.0,3.0,0.4,
1,crib,np,b,17,3,240,43,5,4.0,15.0,,0.0,5.0,2.0,0.5,0.5,0.1,
1,crib,np,b,17,3,240,43,10,6.5,15.0,,10.0,5.0,1.0,0.5,0.0,0.5,
1,crib,np,b,2,1,0,30,10,6.0,30.0,,30.0,0.5,1.0,0.0,0.0,,
1,crib,np,b,2,1,0,30,5,3.0,50.0,,20.0,3.0,1.5,0.5,0.0,0.1,
1,crib,np,b,2,2,120,47,10,6.0,90.0,,80.0,3.0,1.2,3.0,0.5,0.2,
1,crib,np,b,2,2,120,47,5,8.0,80.0,,10.0,0.58,1.3,0.5,0.5,0.3,
1,crib,np,b,2,3,240,42,10,10.0,40.0,,3.0,10.0,1.0,0.0,0.0,,
1,crib,np,b,2,3,240,42,5,3.0,70.0,,0.5,5.0,0.9,0.5,0.0,0.2,
1,crib,np,b,4,1,0,19,5,6.0,20.0,,40.0,10.0,1.5,3.0,0.0,0.1,
1,crib,np,b,4,1,0,19,10,1.0,100.0,,0.5,0.0,0.3,50.0,3.0,0.2,
1,crib,np,b,4,2,120,38,5,10.0,10.0,,3.0,3.0,1.9,0.5,0.0,0.1,
1,crib,np,b,4,2,120,38,10,3.0,20.0,,5.0,0.5,0.9,5.0,3.0,0.5,
1,crib,np,b,4,3,240,31,5,12.0,50.0,,0.5,3.0,1.5,10.0,0.5,0.5,
1,crib,np,b,4,3,240,31,10,7.0,40.0,,0.5,3.0,1.6,10.0,3.0,0.5,
1,crib,np,nb,1,1,0,4,5,6.0,10.0,,30.0,3.0,0.9,0.0,0.0,,
1,crib,np,nb,1,1,0,4,10,2.0,10.0,,0.5,0.0,0.1,40.0,0.5,0.1,
1,crib,np,nb,1,2,120,2,5,7.0,30.0,,0.5,0.5,1.0,0.0,0.0,,
1,crib,np,nb,1,2,120,2,10,8.0,50.0,,5.0,0.0,0.9,0.0,0.0,,
1,crib,np,nb,1,3,240,14,5,7.0,20.0,,10.0,3.0,0.9,0.5,0.0,0.2,all slope in last meter
1,crib,np,nb,1,3,240,14,10,7.0,10.0,,0.5,0.0,0.5,0.5,0.5,0.2,all slope in last meter
1,crib,np,nb,12,1,0,12,5,29.0,10.0,,3.0,0.5,1.5,0.0,0.0,0.0,
1,crib,np,nb,12,1,0,12,10,13.0,30.0,,10.0,0.0,1.3,3.0,0.5,0.1,
1,crib,np,nb,12,2,120,21,5,10.0,70.0,,0.0,0.5,2.0,0.0,0.0,0.0,
1,crib,np,nb,12,2,120,21,10,20.0,50.0,,20.0,3.0,0.6,0.5,0.5,0.5,
1,crib,np,nb,12,3,240,1,5,8.0,40.0,,0.5,0.0,0.4,0.5,0.5,0.3,
1,crib,np,nb,12,3,240,1,10,4.0,30.0,,20.0,0.5,1.0,10.0,0.0,0.1,
1,crib,np,nb,6,1,0,24,10,4.0,50.0,,30.0,10.0,1.0,0.5,0.0,0.1,
1,crib,np,nb,6,1,0,24,5,1.0,100.0,,0.5,0.0,0.2,10.0,10.0,0.6,
1,crib,np,nb,6,2,120,50,10,4.0,10.0,,70.0,20.0,2.0,10.0,5.0,0.5,downed tanoak live crown at 10m
1,crib,np,nb,6,2,120,50,5,5.0,30.0,,3.0,0.0,0.2,20.0,3.0,0.6,downed tanoak live crown at 10m
1,crib,np,nb,6,3,240,49,10,15.5,10.0,,0.0,0.0,,10.0,3.0,0.3,
1,crib,np,nb,6,3,240,49,5,7.0,35.0,,20.0,0.5,1.1,10.0,3.0,0.5,
1,crib,np,nb,7,1,0,18,5,2.0,70.0,,3.0,0.0,0.4,3.0,0.5,0.2,
1,crib,np,nb,7,1,0,18,10,6.0,10.0,,30.0,0.5,1.3,0.5,0.0,0.1,
1,crib,np,nb,7,2,120,4,5,4.0,25.0,,3.0,0.0,0.8,30.0,3.0,0.3,in skid
1,crib,np,nb,7,2,120,4,10,1.0,90.0,,40.0,3.0,1.8,30.0,0.0,0.1,in skid
1,crib,np,nb,7,3,240,26,5,4.0,50.0,,3.0,0.0,0.9,10.0,0.5,0.3,
1,crib,np,nb,7,3,240,26,10,4.0,50.0,,20.0,0.5,1.6,3.0,0.0,0.1,
1,crib,np,nb,9,1,0,19,5,6.0,90.0,,5.0,0.0,0.3,10.0,3.0,0.3,
1,crib,np,nb,9,1,0,19,10,7.0,70.0,,20.0,0.0,0.8,30.0,10.0,0.3,
1,crib,np,nb,9,2,120,26,5,5.0,90.0,,3.0,0.0,0.5,0.5,3.0,0.1,in skid at 10m
1,crib,np,nb,9,2,120,26,10,2.0,100.0,,0.5,0.0,0.1,30.0,3.0,0.2,in skid at 10m
1,crib,np,nb,9,3,240,13,5,5.0,98.0,,10.0,0.0,0.6,10.0,0.5,0.1,in skid
1,crib,np,nb,9,3,240,13,10,2.0,85.0,,0.5,0.0,0.1,40.0,0.5,0.2,in skid
1,dun,ls,b,10,1,330,31,5,11.0,20.0,,0.0,0.5,1.9,0.0,0.0,,deflected to avoid cut bank
1,dun,ls,b,10,1,330,31,10,7.0,20.0,,0.0,0.5,1.4,0.5,0.5,0.2,deflected to avoid cut bank
1,dun,ls,b,10,2,120,24,5,6.0,50.0,,3.0,0.0,1.7,0.5,0.0,0.1,
1,dun,ls,b,10,2,120,24,10,11.0,30.0,,30.0,10.0,1.0,0.0,0.0,,
1,dun,ls,b,10,3,240,51,5,4.0,50.0,,3.0,0.5,0.5,0.0,1.0,,
1,dun,ls,b,10,3,240,51,10,15.0,30.0,,3.0,0.5,0.3,3.0,3.0,0.2,
1,dun,ls,b,17,1,0,46,5,12.0,20.0,,10.0,0.5,1.6,0.0,0.0,,"transect runs on 120cm log, duff from ground, log pith not in"
1,dun,ls,b,17,1,0,46,10,12.0,10.0,,10.0,0.5,0.8,0.5,0.5,0.1,"transect runs on 120cm log, duff from ground, log pith not in"
1,dun,ls,b,17,2,120,24,5,11.0,40.0,,20.0,0.0,0.7,0.0,0.0,,
1,dun,ls,b,17,2,120,24,10,8.0,20.0,,3.0,10.0,1.7,0.5,0.0,0.1,
1,dun,ls,b,17,3,240,5,5,7.0,10.0,,40.0,10.0,1.8,0.0,0.0,,
1,dun,ls,b,17,3,240,5,10,5.0,80.0,,30.0,10.0,0.6,0.0,0.0,,
1,dun,ls,b,2,1,0,42,5,3.0,30.0,,3.0,0.0,1.4,20.0,0.5,0.2,
1,dun,ls,b,2,1,0,42,10,7.0,30.0,,10.0,0.5,1.4,0.5,0.0,0.1,
1,dun,ls,b,2,2,120,44,5,15.0,50.0,,20.0,3.0,1.6,3.0,0.0,0.1,
1,dun,ls,b,2,2,120,44,10,8.0,10.0,,0.5,0.0,0.1,3.0,0.0,0.1,
1,dun,ls,b,2,3,240,68,5,7.0,30.0,,20.0,3.0,1.6,3.0,0.0,0.1,multiple large downed tanoak tops
1,dun,ls,b,2,3,240,68,10,2.0,80.0,,0.5,0.0,0.1,3.0,0.0,0.1,multiple large downed tanoak tops
1,dun,ls,b,20,1,0,15,5,8.0,10.0,,0.0,0.0,,0.5,0.5,0.2,moss at 10m and 5m
1,dun,ls,b,20,1,0,15,10,6.0,10.0,,0.5,0.0,0.4,3.0,0.5,0.2,moss at 10m and 5m
1,dun,ls,b,20,2,120,17,5,5.0,30.0,,10.0,0.5,1.1,0.0,0.0,,
1,dun,ls,b,20,2,120,17,10,5.0,10.0,,10.0,3.0,0.8,10.0,0.5,0.2,
1,dun,ls,b,20,3,240,23,5,7.0,10.0,,30.0,0.5,1.7,0.0,0.0,,
1,dun,ls,b,20,3,240,23,10,6.0,30.0,,20.0,0.5,0.8,0.0,0.0,,
1,dun,ls,nb,1,1,0,13,5,8.0,80.0,7.0,2.0,1.0,1.0,0.5,0.0,0.1,
1,dun,ls,nb,1,1,0,13,10,8.0,85.0,23.0,70.0,1.0,1.3,0.0,0.0,,
1,dun,ls,nb,1,2,120,12,5,2.0,40.0,8.0,0.5,0.0,0.1,0.5,0.0,0.1,
1,dun,ls,nb,1,2,120,12,10,6.0,60.0,25.0,10.0,0.0,0.5,0.0,0.0,,
1,dun,ls,nb,1,3,240,7,5,6.0,10.0,16.0,0.5,0.0,0.1,1.0,0.0,0.1,
1,dun,ls,nb,1,3,240,7,10,9.0,20.0,33.0,50.0,10.0,1.3,0.0,0.0,,
1,dun,ls,nb,10,1,0,9,5,8.0,10.0,25.0,0.5,0.0,0.4,0.0,0.0,,
1,dun,ls,nb,10,1,0,9,10,6.0,10.0,45.0,0.0,0.0,,0.0,0.0,,
1,dun,ls,nb,10,2,120,14,5,28.0,30.0,12.0,0.5,0.0,0.1,0.0,0.0,,
1,dun,ls,nb,10,2,120,14,10,18.0,22.0,6.0,0.5,0.0,0.1,1.0,0.0,0.1,
1,dun,ls,nb,10,3,240,1,5,9.0,40.0,15.0,1.0,0.5,0.35,0.0,0.0,,
1,dun,ls,nb,10,3,240,1,10,8.0,15.0,10.0,0.5,0.0,0.1,0.0,0.0,,
1,dun,ls,nb,3,1,0,18,5,14.0,50.0,9.0,10.0,0.5,0.8,0.0,0.0,,
1,dun,ls,nb,3,1,0,18,10,22.0,27.0,50.0,30.0,1.0,1.3,0.0,0.0,,
1,dun,ls,nb,3,2,120,5,5,5.0,35.0,8.0,3.0,0.5,0.9,0.5,0.0,0.3,
1,dun,ls,nb,3,2,120,5,10,5.0,25.0,12.0,30.0,3.0,1.5,0.0,0.0,,
1,dun,ls,nb,3,3,240,10,5,9.0,40.0,10.0,1.0,0.0,0.5,0.0,0.0,,
1,dun,ls,nb,3,3,240,10,10,12.0,60.0,20.0,10.0,0.5,1.0,0.0,0.0,,
1,dun,ls,nb,6,1,0,10,5,10.0,40.0,7.0,0.5,0.0,0.25,0.5,0.0,0.1,
1,dun,ls,nb,6,1,0,10,10,6.0,50.0,60.0,1.0,0.0,1.2,0.0,0.0,,
1,dun,ls,nb,6,2,120,5,5,5.0,70.0,70.0,0.0,0.0,,0.0,0.0,,
1,dun,ls,nb,6,2,120,5,10,8.0,40.0,90.0,10.0,0.5,0.6,0.5,0.0,0.2,
1,dun,ls,nb,6,3,240,11,5,10.0,50.0,20.0,0.0,0.0,,0.5,0.0,0.1,
1,dun,ls,nb,6,3,240,11,10,5.0,25.0,15.0,0.5,0.0,0.5,1.0,0.0,0.1,
1,dun,ls,nb,8,1,0,32,5,11.0,20.0,25.0,30.0,0.5,0.3,0.5,0.0,0.1,
1,dun,ls,nb,8,1,0,32,10,14.0,10.0,20.0,10.0,0.0,1.0,0.0,0.0,,
1,dun,ls,nb,8,2,120,18,5,13.0,90.0,15.0,0.0,0.0,,0.0,0.0,,
1,dun,ls,nb,8,2,120,18,10,9.0,80.0,12.0,0.0,0.0,,0.0,0.0,,
1,dun,ls,nb,8,3,240,7,5,5.0,20.0,50.0,0.0,0.0,,0.0,0.0,,
1,dun,ls,nb,8,3,240,7,10,40.0,30.0,8.0,0.0,0.0,,0.0,0.0,,
1,dun,m,b,1,1,0,10,5,0.2,100.0,8.0,3.0,0.5,0.6,0.0,0.0,,
1,dun,m,b,1,1,0,10,10,7.0,80.0,9.0,50.0,0.5,1.2,0.0,0.0,,
1,dun,m,b,1,2,120,15,5,8.0,70.0,35.0,60.0,1.0,1.4,1.0,3.0,0.3,
1,dun,m,b,1,2,120,15,10,8.0,90.0,11.0,10.0,0.5,0.9,0.0,0.0,,
1,dun,m,b,1,3,240,20,5,10.0,100.0,14.0,30.0,0.5,1.1,0.0,0.0,,
1,dun,m,b,1,3,240,20,10,10.0,90.0,13.0,30.0,1.0,0.8,0.0,0.0,,
1,dun,m,b,10,1,0,3,5,8.0,50.0,16.0,30.0,10.0,1.0,0.0,0.0,,
1,dun,m,b,10,1,0,3,10,7.0,50.0,9.0,10.0,1.0,0.5,10.0,0.0,0.5,
1,dun,m,b,10,2,120,19,5,9.0,60.0,13.0,0.0,0.0,,1.0,0.5,0.1,
1,dun,m,b,10,2,120,19,10,10.0,30.0,6.0,10.0,3.0,0.5,10.0,0.0,0.5,
1,dun,m,b,10,3,240,7,5,12.0,50.0,14.0,40.0,0.0,1.0,10.0,0.0,0.2,
1,dun,m,b,10,3,240,7,10,10.0,30.0,7.0,10.0,0.0,0.7,10.0,0.0,0.6,
1,dun,m,b,3,1,0,6,5,4.0,50.0,8.0,60.0,10.0,1.5,0.0,0.0,,
1,dun,m,b,3,1,0,6,10,6.0,40.0,9.0,3.0,0.0,0.5,0.0,0.0,,
1,dun,m,b,3,2,120,5,5,6.0,70.0,12.0,3.0,0.0,0.5,0.0,0.0,,
1,dun,m,b,3,2,120,5,10,12.0,60.0,13.0,0.5,10.0,1.2,0.0,0.0,,
1,dun,m,b,3,3,240,20,5,17.0,40.0,11.0,10.0,3.0,0.8,0.0,0.0,,
1,dun,m,b,3,3,240,20,10,5.0,70.0,12.0,10.0,3.0,0.4,0.0,0.0,,
1,dun,m,b,6,1,0,7,5,12.0,90.0,13.0,30.0,0.5,0.5,25.0,0.5,0.2,
1,dun,m,b,6,1,0,7,10,4.0,30.0,9.0,3.0,0.5,0.3,0.5,0.5,0.3,
1,dun,m,b,6,2,120,11,5,3.0,30.0,9.0,3.0,0.5,0.4,0.58,0.5,0.2,
1,dun,m,b,6,2,120,11,10,5.0,40.0,8.0,3.0,0.5,0.4,0.5,0.0,0.2,
1,dun,m,b,6,3,240,8,5,7.0,60.0,12.0,3.0,0.5,0.4,0.5,0.5,0.2,
1,dun,m,b,6,3,240,8,10,1.0,40.0,8.0,3.0,0.5,0.4,0.5,0.0,0.2,
1,dun,m,b,9,1,0,25,5,30.0,70.0,9.0,0.5,0.5,0.2,0.5,0.5,0.3,duff litter values don't agree with FBD
1,dun,m,b,9,1,0,25,10,5.0,40.0,7.0,0.5,0.0,0.2,0.0,0.0,,duff litter values don't agree with FBD
1,dun,m,b,9,2,120,35,5,30.0,40.0,8.0,3.0,0.5,0.4,1.0,0.5,0.2,duff litter values don't agree with FBD
1,dun,m,b,9,2,120,35,10,20.0,30.0,8.0,0.0,0.0,,0.5,0.0,0.1,duff litter values don't agree with FBD
1,dun,m,b,9,3,240,15,5,70.0,60.0,12.0,3.0,0.5,0.5,10.0,0.5,0.3,duff litter values don't agree with FBD
1,dun,m,b,9,3,240,15,10,40.0,60.0,9.0,0.0,0.0,,3.0,0.5,0.3,duff litter values don't agree with FBD
1,dun,m,nb,1,1,0,10,5,7.0,95.0,5.0,0.0,0.0,,10.0,3.0,0.1,
1,dun,m,nb,1,1,0,10,10,5.0,95.0,3.0,10.0,0.5,0.5,1.0,0.5,0.1,
1,dun,m,nb,1,2,120,28,5,6.0,80.0,55.0,0.5,0.5,1.3,3.0,0.0,0.1,
1,dun,m,nb,1,2,120,28,10,4.0,90.0,93.0,10.0,0.5,1.1,0.5,0.0,0.1,
1,dun,m,nb,1,3,240,15,5,9.0,60.0,21.0,70.0,3.0,1.5,3.0,0.5,0.5,
1,dun,m,nb,1,3,240,15,10,3.0,95.0,15.0,10.0,0.5,1.4,30.0,10.0,0.4,
1,dun,m,nb,10,1,0,15,5,6.0,60.0,25.0,0.5,0.0,0.2,0.5,0.5,0.3,
1,dun,m,nb,10,1,0,15,10,4.0,90.0,4.0,3.0,0.0,0.4,0.5,0.0,0.1,
1,dun,m,nb,10,2,120,10,5,5.0,90.0,40.0,3.0,0.0,0.3,0.0,0.0,0.1,
1,dun,m,nb,10,2,120,10,10,6.0,90.0,12.0,0.5,0.0,0.2,0.5,0.0,0.1,
1,dun,m,nb,10,3,240,10,5,11.0,80.0,3.0,20.0,3.0,1.4,0.5,0.0,0.0,Hollow space under log at 10m
1,dun,m,nb,10,3,240,10,10,30.0,95.0,40.0,0.5,0.0,0.7,0.0,0.0,,Hollow space under log at 10m
1,dun,m,nb,3,1,0,10,5,10.0,80.0,0.3,80.0,10.0,1.5,0.5,0.0,0.1,
1,dun,m,nb,3,1,0,10,10,13.0,70.0,17.0,80.0,3.0,1.2,0.0,0.0,,
1,dun,m,nb,3,2,120,35,5,11.0,30.0,23.0,0.0,0.0,,0.0,0.0,,
1,dun,m,nb,3,2,120,35,10,8.0,20.0,16.0,40.0,0.5,1.0,3.0,0.0,0.1,
1,dun,m,nb,3,3,240,30,5,14.0,90.0,36.0,60.0,3.0,1.1,3.0,0.5,0.1,
1,dun,m,nb,3,3,240,30,10,5.0,90.0,47.0,30.0,0.5,0.8,1.0,0.0,0.1,
1,dun,m,nb,6,1,0,12,5,3.25,60.0,11.0,1.0,0.0,0.4,0.1,0.0,0.4,
1,dun,m,nb,6,1,0,12,10,8.0,50.0,9.0,0.5,0.0,0.1,0.0,0.0,,
1,dun,m,nb,6,2,120,18,5,8.0,50.0,11.0,0.0,0.0,,0.5,0.0,0.2,
1,dun,m,nb,6,2,120,18,10,8.0,70.0,8.0,0.5,0.0,1.3,0.0,0.0,,
1,dun,m,nb,6,3,240,31,5,6.0,90.0,70.0,20.0,3.0,1.0,0.0,0.0,,dead fuel perched on vegetation
1,dun,m,nb,6,3,240,31,10,6.0,70.0,10.0,1.0,0.0,0.2,0.0,0.0,,dead fuel perched on vegetation
1,dun,m,nb,9,1,353,21,10,7.0,90.0,70.0,1.0,0.0,0.1,0.0,0.0,,
1,dun,m,nb,9,1,353,21,5,9.0,90.0,175.0,10.0,3.0,1.0,0.0,0.0,,
1,dun,m,nb,9,2,120,19,10,11.0,50.0,6.0,1.0,0.0,0.2,0.0,0.0,,
1,dun,m,nb,9,2,120,19,5,5.0,50.0,30.0,3.0,0.5,1.0,5.0,0.0,0.1,
1,dun,m,nb,9,3,236,7,10,10.0,40.0,5.0,20.0,1.0,0.5,0.0,0.0,,
1,dun,m,nb,9,3,236,7,5,6.0,50.0,15.0,3.0,0.0,0.3,0.0,0.0,,
1,dun,np,b,1,1,0,25,5,7.0,100.0,12.0,40.0,0.5,1.2,1.0,0.0,0.1,
1,dun,np,b,1,1,0,25,10,9.0,60.0,20.0,0.5,0.0,0.2,0.5,0.5,0.3,
1,dun,np,b,1,2,120,45,5,7.0,100.0,34.0,40.0,0.5,1.2,1.0,0.0,0.1,"runs through deep slash, ends below a log landing"
1,dun,np,b,1,2,120,45,10,12.0,100.0,27.0,0.5,0.0,0.2,0.5,0.5,0.3,"runs through deep slash, ends below a log landing"
1,dun,np,b,1,3,240,8,5,8.0,90.0,23.0,0.5,1.0,1.1,0.0,0.0,,
1,dun,np,b,1,3,240,8,10,11.0,80.0,,3.0,1.0,1.2,0.0,0.0,,
1,dun,np,b,11,1,0,12,5,8.0,70.0,9.0,0.5,0.5,0.2,0.5,0.5,0.2,plot center in middle of skid
1,dun,np,b,11,1,0,12,10,10.0,80.0,9.0,1.0,0.5,0.6,0.0,0.0,,plot center in middle of skid
1,dun,np,b,11,2,120,9,5,5.0,30.0,8.0,50.0,10.0,0.9,0.0,0.0,,plot center in middle of skid
1,dun,np,b,11,2,120,9,10,10.0,80.0,9.0,10.0,0.5,0.4,0.0,0.0,,plot center in middle of skid
1,dun,np,b,11,3,240,16,5,8.0,60.0,15.0,60.0,10.0,1.1,0.0,0.0,,plot center in middle of skid
1,dun,np,b,11,3,240,16,10,12.0,80.0,13.0,0.5,0.5,0.5,0.0,0.0,,plot center in middle of skid
1,dun,np,b,4,1,0,14,5,11.0,50.0,60.0,3.0,1.0,1.5,0.0,0.0,,plot center in middle of skid
1,dun,np,b,4,1,0,14,10,12.0,70.0,10.0,0.5,0.0,0.2,10.0,1.0,0.3,plot center in middle of skid
1,dun,np,b,4,2,120,5,5,14.0,90.0,15.0,1.0,0.5,0.5,0.0,0.0,,plot center in middle of skid
1,dun,np,b,4,2,120,5,10,18.0,40.0,35.0,3.0,1.0,1.0,0.0,0.0,,plot center in middle of skid
1,dun,np,b,4,3,240,26,5,28.0,75.0,32.0,0.0,0.0,,0.0,0.0,,plot center in middle of skid
1,dun,np,b,4,3,240,26,10,10.0,40.0,8.0,10.0,1.0,0.8,0.0,0.0,,plot center in middle of skid
1,dun,np,b,5,1,0,25,5,5.0,100.0,12.0,3.0,0.5,0.6,0.5,0.0,0.1,
1,dun,np,b,5,1,0,25,10,5.0,100.0,7.0,1.0,0.5,0.2,0.5,0.0,0.1,
1,dun,np,b,5,2,120,6,5,2.0,100.0,3.0,3.0,0.5,0.4,1.0,0.5,0.3,
1,dun,np,b,5,2,120,6,10,8.0,100.0,15.0,40.0,3.0,1.3,1.0,0.5,0.3,
1,dun,np,b,5,3,240,27,5,8.0,90.0,9.0,20.0,0.5,1.1,0.0,0.0,,
1,dun,np,b,5,3,240,27,10,10.0,100.0,,0.5,1.0,0.9,0.5,0.0,0.1,
1,dun,np,b,7,1,2,25,5,5.0,30.0,9.0,0.5,0.5,0.4,0.5,0.5,0.2,
1,dun,np,b,7,1,2,25,10,8.0,70.0,14.0,1.0,0.5,1.0,0.0,0.0,,
1,dun,np,b,7,2,120,12,5,4.0,70.0,9.0,50.0,10.0,0.8,0.0,0.0,,
1,dun,np,b,7,2,120,12,10,8.0,70.0,14.0,0.5,0.5,0.2,0.0,0.0,,
1,dun,np,b,7,3,240,22,5,9.0,50.0,15.0,0.5,0.5,0.2,0.0,0.0,,
1,dun,np,b,7,3,240,22,10,6.0,40.0,18.0,0.5,0.5,0.2,0.0,0.0,,
1,dun,np,nb,1,1,0,12,5,2.0,90.0,6.0,0.5,0.0,0.2,0.5,0.0,0.1,in road at 10m
1,dun,np,nb,1,1,0,12,10,1.0,90.0,4.0,10.0,0.5,0.5,0.5,0.0,0.1,in road at 10m
1,dun,np,nb,1,2,120,15,5,14.0,10.0,9.0,60.0,1.0,1.6,0.0,0.0,,
1,dun,np,nb,1,2,120,15,10,8.0,60.0,12.0,50.0,10.0,0.8,0.0,0.0,,
1,dun,np,nb,1,3,240,17,5,9.0,70.0,14.0,40.0,10.0,0.6,0.0,0.0,,
1,dun,np,nb,1,3,240,17,10,10.0,70.0,12.0,0.5,0.5,0.1,0.5,0.0,0.1,
1,dun,np,nb,10,1,0,8,5,6.0,70.0,8.0,30.0,0.5,0.8,0.0,0.0,,in skid at 10m
1,dun,np,nb,10,1,0,8,10,3.0,100.0,4.0,0.5,0.0,0.1,0.5,0.5,0.2,in skid at 10m
1,dun,np,nb,10,2,120,8,5,10.0,80.0,14.0,10.0,0.5,0.4,0.0,0.0,,
1,dun,np,nb,10,2,120,8,10,5.0,100.0,7.0,0.5,0.5,0.1,0.0,0.0,,
1,dun,np,nb,10,3,240,7,5,8.0,80.0,10.0,3.0,0.5,0.3,0.0,0.0,,
1,dun,np,nb,10,3,240,7,10,3.0,100.0,8.0,20.0,0.5,1.2,3.0,0.5,0.2,
1,dun,np,nb,2,1,0,4,5,9.0,80.0,12.0,0.5,0.5,0.2,3.0,0.5,0.2,
1,dun,np,nb,2,1,0,4,10,4.0,50.0,8.0,0.5,0.5,0.3,3.0,0.5,0.1,
1,dun,np,nb,2,2,120,13,5,2.0,90.0,10.0,0.5,0.5,0.3,0.0,0.0,,
1,dun,np,nb,2,2,120,13,10,2.0,90.0,8.0,1.0,0.0,0.1,0.5,0.5,0.2,
1,dun,np,nb,2,3,240,8,5,5.0,40.0,7.0,3.0,0.5,0.1,1.0,0.5,0.2,
1,dun,np,nb,2,3,240,8,10,6.0,40.0,13.0,0.5,0.0,0.1,0.0,0.0,,
