stageid,site,treatment,burn,plotnum,treeid,clumpid,location,defecttype,notes
1,fair,m,b,2,3553,,bot,spur,
1,fair,m,b,2,3554,,bot,scar,
1,fair,m,b,2,3555,,bot,operational,
1,fair,m,b,2,3556,,top,fork,
1,fair,m,b,2,3556,,bot,spur,
1,fair,m,b,2,3557,,bot,operational,
1,fair,m,b,2,3565,,bot,operational,
1,fair,m,b,2,3567,,bot,operational,
1,fair,m,b,2,3571,2,top,fork,
1,fair,m,nb,2,3378,,bot,scar,
1,fair,m,nb,2,3379,,top,fork,
1,fair,m,nb,2,3379,,bot,scar,
1,fair,m,nb,2,3380,,bot,scar,
1,fair,m,nb,2,3381,1,bot,scar,
1,fair,m,nb,2,3382,2,bot,scar,
1,fair,m,nb,2,3387,,mid,break,
1,fair,m,nb,2,3387,,bot,scar,
1,fair,m,nb,2,3388,,mid,scar,
1,fair,m,nb,2,3388,,bot,scar,
1,fair,m,nb,2,3390,,bot,cavity,
1,fair,m,nb,2,3392,3,bot,scar,
1,fair,m,nb,2,3394,4,mid,fork,
1,fair,m,nb,2,3395,4,mid,fork,
1,fair,m,nb,2,3395,4,bot,scar,
1,fair,m,nb,2,3396,4,mid,break,
1,fair,m,nb,2,3396,4,bot,cavity,
1,fair,m,nb,2,3398,5,mid,fork,
1,fair,m,nb,2,3399,5,mid,fork,
1,fair,m,nb,2,3399,5,bot,cavity,
1,fair,m,nb,2,3207,,bot,scar,
1,fair,m,nb,2,3211,,top,break,
1,fair,m,nb,2,3213,,top,fork,
1,hare,ls,nb,3,3245,,bot,spur,
1,hare,ls,nb,3,3249,1,bot,spur,
1,hare,ls,nb,3,3257,,bot,scar,
1,hare,ls,nb,3,3265,,bot,scar,
1,hare,ls,nb,5,3468,,top,break,
1,hare,ls,nb,5,3468,,bot,conk,
1,hare,ls,nb,5,3470,,top,break,
1,hare,ls,nb,5,3470,,mid,scar,
1,hare,ls,nb,5,3470,,bot,scar,
1,hare,ls,nb,5,3471,,mid,break,
1,hare,ls,nb,5,3472,,bot,scar,
1,hare,ls,nb,5,3477,,mid,scar,
1,hare,ls,nb,5,3478,,mid,scar,
1,hare,ls,nb,5,3478,,bot,operational,
1,hare,ls,nb,5,3479,1,top,break,
1,hare,ls,nb,5,3480,1,top,break,
1,hare,ls,nb,5,3481,,bot,break,
1,bob,ls,nb,5,205,,bot,scar,
1,bob,ls,nb,5,206,,bot,scar,
1,bob,ls,nb,5,209,,bot,scar,
1,bob,ls,nb,5,212,2,bot,scar,
1,bob,ls,nb,5,214,2,bot,scar,
1,bob,ls,nb,5,217,,bot,scar,
1,bob,ls,nb,5,222,,bot,scar,
1,dun,ls,b,22,225,,mid,conk,
1,dun,ls,b,22,225,,bot,conk,
1,dun,ls,b,22,227,,mid,break,
1,dun,ls,b,22,232,,bot,scar,
1,dun,ls,b,22,246,,bot,conk,
1,dun,ls,b,22,246,,mid,conk,
