stageid,site,treatment,burn,plotnum,spp,sizeclass,count,seedlingradius,saplingradius,notes
1,hare,ls,nb,6,rw,<9,0,5.64,11.28,no heights
1,hare,ls,nb,6,rw,<10,1,5.64,11.28,no heights
1,hare,ls,nb,6,gf,<BH,0,5.64,11.28,no heights
1,hare,ls,nb,6,gf,<2.5,0,5.64,11.28,no heights
1,hare,ls,nb,6,gf,<5,0,5.64,11.28,no heights
1,hare,ls,nb,6,gf,<6,0,5.64,11.28,no heights
1,hare,ls,nb,6,gf,<7,1,5.64,11.28,no heights
1,hare,ls,nb,6,gf,<8,0,5.64,11.28,no heights
1,hare,ls,nb,6,gf,<9,1,5.64,11.28,no heights
1,hare,ls,nb,6,gf,<10,1,5.64,11.28,no heights
1,hare,ls,nb,6,to,<BH,26,5.64,11.28,no heights
1,hare,ls,nb,6,to,<2.5,7,5.64,11.28,no heights
1,hare,ls,nb,6,to,<5,7,5.64,11.28,no heights
1,hare,ls,nb,6,to,<6,1,5.64,11.28,no heights
1,hare,ls,nb,6,to,<7,1,5.64,11.28,no heights
1,hare,ls,nb,6,to,<8,2,5.64,11.28,no heights
1,hare,ls,nb,6,to,<9,0,5.64,11.28,no heights
1,hare,ls,nb,6,to,<10,2,5.64,11.28,no heights
1,hare,ls,nb,9,rw,<BH,5,5.64,11.28,no heights
1,hare,ls,nb,9,rw,<2.5,8,5.64,11.28,no heights
1,hare,ls,nb,9,rw,<5,4,5.64,11.28,no heights
1,hare,ls,nb,9,rw,<6,1,5.64,11.28,no heights
1,hare,ls,nb,9,rw,<7,5,5.64,11.28,no heights
1,hare,ls,nb,9,rw,<8,0,5.64,11.28,no heights
1,hare,ls,nb,9,rw,<9,1,5.64,11.28,no heights
1,hare,ls,nb,9,rw,<10,0,5.64,11.28,no heights
1,hare,ls,nb,9,df,<BH,9,5.64,11.28,no heights
1,hare,ls,nb,9,df,<2.5,4,5.64,11.28,no heights
1,hare,ls,nb,9,df,<5,3,5.64,11.28,no heights
1,hare,ls,nb,9,df,<6,0,5.64,11.28,no heights
1,hare,ls,nb,9,df,<7,1,5.64,11.28,no heights
1,hare,ls,nb,9,df,<8,0,5.64,11.28,no heights
1,hare,ls,nb,9,df,<9,0,5.64,11.28,no heights
1,hare,ls,nb,9,df,<10,0,5.64,11.28,no heights
1,hare,ls,nb,9,gf,<BH,0,5.64,11.28,no heights
1,hare,ls,nb,9,gf,<2.5,0,5.64,11.28,no heights
1,hare,ls,nb,9,gf,<5,1,5.64,11.28,no heights
1,hare,ls,nb,9,gf,<6,1,5.64,11.28,no heights
1,hare,ls,nb,9,gf,<7,0,5.64,11.28,no heights
1,hare,ls,nb,9,gf,<8,0,5.64,11.28,no heights
1,hare,ls,nb,9,gf,<9,0,5.64,11.28,no heights
1,hare,ls,nb,9,gf,<10,0,5.64,11.28,no heights
1,hare,ls,nb,9,to,<BH,3,5.64,11.28,no heights
1,hare,ls,nb,9,to,<2.5,6,5.64,11.28,no heights
1,hare,ls,nb,9,to,<5,0,5.64,11.28,no heights
1,hare,ls,nb,9,to,<6,2,5.64,11.28,no heights
1,hare,ls,nb,9,to,<7,0,5.64,11.28,no heights
1,hare,ls,nb,9,to,<8,0,5.64,11.28,no heights
1,hare,ls,nb,9,to,<9,0,5.64,11.28,no heights
1,hare,ls,nb,9,to,<10,0,5.64,11.28,no heights
1,hare,ls,nb,10,rw,<BH,0,5.64,11.28,no heights
1,hare,ls,nb,10,rw,<2.5,0,5.64,11.28,no heights
1,hare,ls,nb,10,rw,<5,1,5.64,11.28,no heights
1,hare,ls,nb,10,rw,<6,0,5.64,11.28,no heights
1,hare,ls,nb,10,rw,<7,0,5.64,11.28,no heights
1,hare,ls,nb,10,rw,<8,0,5.64,11.28,no heights
1,hare,ls,nb,10,rw,<9,0,5.64,11.28,no heights
1,hare,ls,nb,10,rw,<10,1,5.64,11.28,no heights
1,hare,ls,nb,10,df,<BH,0,5.64,11.28,no heights
1,hare,ls,nb,10,df,<2.5,0,5.64,11.28,no heights
1,hare,ls,nb,10,df,<5,2,5.64,11.28,no heights
1,hare,ls,nb,10,df,<6,0,5.64,11.28,no heights
1,hare,ls,nb,10,df,<7,1,5.64,11.28,no heights
1,hare,ls,nb,10,df,<8,1,5.64,11.28,no heights
1,hare,ls,nb,10,df,<9,0,5.64,11.28,no heights
1,hare,ls,nb,10,df,<10,3,5.64,11.28,no heights
1,hare,ls,nb,10,to,<BH,0,5.64,11.28,no heights
1,hare,ls,nb,10,to,<2.5,2,5.64,11.28,no heights
1,hare,ls,nb,10,to,<5,2,5.64,11.28,no heights
1,hare,ls,nb,10,to,<6,3,5.64,11.28,no heights
1,hare,ls,nb,10,to,<7,3,5.64,11.28,no heights
1,hare,ls,nb,10,to,<8,2,5.64,11.28,no heights
1,hare,ls,nb,10,to,<9,1,5.64,11.28,no heights
1,hare,ls,nb,10,to,<10,0,5.64,11.28,no heights
1,hare,m,b,9,rw,<BH,5,5.64,5.64,no heights
1,hare,m,b,9,rw,<2.5,5,5.64,5.64,no heights
1,hare,m,b,9,rw,<5,2,5.64,5.64,no heights
1,hare,m,b,9,rw,<6,0,5.64,5.64,no heights
1,hare,m,b,9,rw,<7,0,5.64,5.64,no heights
1,hare,m,b,9,rw,<8,0,5.64,5.64,no heights
1,hare,m,b,9,rw,<9,0,5.64,5.64,no heights
1,hare,m,b,9,rw,<10,0,5.64,5.64,no heights
1,hare,m,b,9,df,<BH,1,5.64,5.64,no heights
1,hare,m,b,9,df,<2.5,0,5.64,5.64,no heights
1,hare,m,b,9,df,<5,0,5.64,5.64,no heights
1,hare,m,b,9,df,<6,0,5.64,5.64,no heights
1,hare,m,b,9,df,<7,0,5.64,5.64,no heights
1,hare,m,b,9,df,<8,0,5.64,5.64,no heights
1,hare,m,b,9,df,<9,0,5.64,5.64,no heights
1,hare,m,b,9,df,<10,0,5.64,5.64,no heights
1,hare,m,b,9,gf,<BH,3,5.64,5.64,no heights
1,hare,m,b,9,gf,<2.5,2,5.64,5.64,no heights
1,hare,m,b,9,gf,<5,0,5.64,5.64,no heights
1,hare,m,b,9,gf,<6,0,5.64,5.64,no heights
1,hare,m,b,9,gf,<7,0,5.64,5.64,no heights
1,hare,m,b,9,gf,<8,0,5.64,5.64,no heights
1,hare,m,b,9,gf,<9,0,5.64,5.64,no heights
1,hare,m,b,9,gf,<10,0,5.64,5.64,no heights
1,hare,m,b,9,to,<BH,17,5.64,5.64,no heights
1,hare,m,b,9,to,<2.5,6,5.64,5.64,no heights
1,hare,m,b,9,to,<5,1,5.64,5.64,no heights
1,hare,m,b,9,to,<6,2,5.64,5.64,no heights
1,hare,m,b,9,to,<7,0,5.64,5.64,no heights
1,hare,m,b,9,to,<8,1,5.64,5.64,no heights
1,hare,m,b,9,to,<9,0,5.64,5.64,no heights
1,hare,m,b,9,to,<10,1,5.64,5.64,no heights
1,hare,m,b,8,rw,<BH,8,5.64,11.28,no heights
1,hare,m,b,8,rw,<2.5,12,5.64,11.28,no heights
1,hare,m,b,8,rw,<5,5,5.64,11.28,no heights
1,hare,m,b,8,rw,<6,1,5.64,11.28,no heights
1,hare,m,b,8,rw,<7,1,5.64,11.28,no heights
1,hare,m,b,8,rw,<8,0,5.64,11.28,no heights
1,hare,m,b,8,rw,<9,0,5.64,11.28,no heights
1,hare,m,b,8,rw,<10,0,5.64,11.28,no heights
1,hare,m,b,8,df,<BH,0,5.64,11.28,no heights
1,hare,m,b,8,df,<2.5,0,5.64,11.28,no heights
1,hare,m,b,8,df,<5,0,5.64,11.28,no heights
1,hare,m,b,8,df,<6,0,5.64,11.28,no heights
1,hare,m,b,8,df,<7,1,5.64,11.28,no heights
1,hare,m,b,8,df,<8,0,5.64,11.28,no heights
1,hare,m,b,8,df,<9,0,5.64,11.28,no heights
1,hare,m,b,8,df,<10,0,5.64,11.28,no heights
1,hare,m,b,8,gf,<BH,0,5.64,11.28,no heights
1,hare,m,b,8,gf,<2.5,1,5.64,11.28,no heights
1,hare,m,b,8,gf,<5,2,5.64,11.28,no heights
1,hare,m,b,8,gf,<6,1,5.64,11.28,no heights
1,hare,m,b,8,gf,<7,1,5.64,11.28,no heights
1,hare,m,b,8,gf,<8,4,5.64,11.28,no heights
1,hare,m,b,8,gf,<9,3,5.64,11.28,no heights
1,hare,m,b,8,gf,<10,2,5.64,11.28,no heights
1,hare,m,b,8,to,<BH,1,5.64,11.28,no heights
1,hare,m,b,8,to,<2.5,7,5.64,11.28,no heights
1,hare,m,b,8,to,<5,8,5.64,11.28,no heights
1,hare,m,b,8,to,<6,2,5.64,11.28,no heights
1,hare,m,b,8,to,<7,4,5.64,11.28,no heights
1,hare,m,b,8,to,<8,2,5.64,11.28,no heights
1,hare,m,b,8,to,<9,2,5.64,11.28,no heights
1,hare,m,b,8,to,<10,2,5.64,11.28,no heights
1,hare,m,b,5,to,<BH,17,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,to,<2.5,10,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,to,<5,10,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,to,<6,0,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,to,<7,4,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,to,<8,0,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,to,<9,0,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,to,<10,1,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,rw,<BH,0,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,rw,<2.5,6,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,rw,<5,2,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,rw,<6,0,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,rw,<7,1,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,rw,<8,0,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,rw,<9,0,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,rw,<10,1,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,df,<BH,3,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,df,<2.5,6,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,df,<5,8,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,df,<6,1,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,df,<7,1,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,df,<8,2,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,df,<9,0,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,5,df,<10,0,5.64,11.28,"no heights, gf not identified combined as df"
1,hare,m,b,4,to,<BH,6,5.64,11.28,no heights
1,hare,m,b,4,to,<2.5,10,5.64,11.28,no heights
1,hare,m,b,4,to,<5,1,5.64,11.28,no heights
1,hare,m,b,4,to,<6,0,5.64,11.28,no heights
1,hare,m,b,4,to,<7,0,5.64,11.28,no heights
1,hare,m,b,4,to,<8,0,5.64,11.28,no heights
1,hare,m,b,4,to,<9,0,5.64,11.28,no heights
1,hare,m,b,4,to,<10,1,5.64,11.28,no heights
1,hare,m,b,4,gf,<BH,2,5.64,11.28,no heights
1,hare,m,b,4,gf,<2.5,2,5.64,11.28,no heights
1,hare,m,b,4,gf,<5,12,5.64,11.28,no heights
1,hare,m,b,4,gf,<6,0,5.64,11.28,no heights
1,hare,m,b,4,gf,<7,0,5.64,11.28,no heights
1,hare,m,b,4,gf,<8,3,5.64,11.28,no heights
1,hare,m,b,4,gf,<9,0,5.64,11.28,no heights
1,hare,m,b,4,gf,<10,1,5.64,11.28,no heights
1,hare,m,b,4,df,<BH,4,5.64,11.28,no heights
1,hare,m,b,4,df,<2.5,2,5.64,11.28,no heights
1,hare,m,b,4,df,<5,10,5.64,11.28,no heights
1,hare,m,b,4,df,<6,0,5.64,11.28,no heights
1,hare,m,b,4,df,<7,1,5.64,11.28,no heights
1,hare,m,b,4,df,<8,1,5.64,11.28,no heights
1,hare,m,b,4,df,<9,1,5.64,11.28,no heights
1,hare,m,b,4,df,<10,0,5.64,11.28,no heights
1,hare,m,b,4,rw,<BH,0,5.64,11.28,no heights
1,hare,m,b,4,rw,<2.5,2,5.64,11.28,no heights
1,hare,m,b,4,rw,<5,1,5.64,11.28,no heights
1,hare,m,b,4,rw,<6,0,5.64,11.28,no heights
1,hare,m,b,4,rw,<7,0,5.64,11.28,no heights
1,hare,m,b,4,rw,<8,0,5.64,11.28,no heights
1,hare,m,b,4,rw,<9,0,5.64,11.28,no heights
1,hare,m,b,4,rw,<10,1,5.64,11.28,no heights
1,hare,m,b,1,to,<BH,21,5.64,11.28,no heights
1,hare,m,b,1,to,<2.5,3,5.64,11.28,no heights
1,hare,m,b,1,to,<5,3,5.64,11.28,no heights
1,hare,m,b,1,to,<6,4,5.64,11.28,no heights
1,hare,m,b,1,to,<7,2,5.64,11.28,no heights
1,hare,m,b,1,to,<8,1,5.64,11.28,no heights
1,hare,m,b,1,to,<9,3,5.64,11.28,no heights
1,hare,m,b,1,to,<10,1,5.64,11.28,no heights
1,hare,m,b,1,df,<BH,30,5.64,11.28,no heights
1,hare,m,b,1,df,<2.5,3,5.64,11.28,no heights
1,hare,m,b,1,df,<5,3,5.64,11.28,no heights
1,hare,m,b,1,df,<6,2,5.64,11.28,no heights
1,hare,m,b,1,df,<7,2,5.64,11.28,no heights
1,hare,m,b,1,df,<8,0,5.64,11.28,no heights
1,hare,m,b,1,df,<9,0,5.64,11.28,no heights
1,hare,m,b,1,df,<10,1,5.64,11.28,no heights
1,hare,m,b,1,gf,<BH,2,5.64,11.28,no heights
1,hare,m,b,1,gf,<2.5,2,5.64,11.28,no heights
1,hare,m,b,1,gf,<5,2,5.64,11.28,no heights
1,hare,m,b,1,gf,<6,4,5.64,11.28,no heights
1,hare,m,b,1,gf,<7,1,5.64,11.28,no heights
1,hare,m,b,1,gf,<8,0,5.64,11.28,no heights
1,hare,m,b,1,gf,<9,1,5.64,11.28,no heights
1,hare,m,b,1,gf,<10,1,5.64,11.28,no heights
1,hare,m,b,1,rw,<BH,3,5.64,11.28,no heights
1,hare,m,b,1,rw,<2.5,5,5.64,11.28,no heights
1,hare,m,b,1,rw,<5,5,5.64,11.28,no heights
1,hare,m,b,1,rw,<6,0,5.64,11.28,no heights
1,hare,m,b,1,rw,<7,0,5.64,11.28,no heights
1,hare,m,b,1,rw,<8,1,5.64,11.28,no heights
1,hare,m,b,1,rw,<9,1,5.64,11.28,no heights
1,hare,m,b,1,rw,<10,1,5.64,11.28,no heights
1,hare,m,nb,10,to,<BH,40,5.64,11.28,no heights
1,hare,m,nb,10,to,<2.5,70,5.64,11.28,no heights
1,hare,m,nb,10,to,<5,30,5.64,11.28,no heights
1,hare,m,nb,10,to,<6,12,5.64,11.28,no heights
1,hare,m,nb,10,to,<7,3,5.64,11.28,no heights
1,hare,m,nb,10,to,<8,3,5.64,11.28,no heights
1,hare,m,nb,10,to,<9,2,5.64,11.28,no heights
1,hare,m,nb,10,to,<10,2,5.64,11.28,no heights
1,hare,m,nb,10,df,<BH,41,5.64,11.28,no heights
1,hare,m,nb,10,df,<2.5,5,5.64,11.28,no heights
1,hare,m,nb,10,df,<5,4,5.64,11.28,no heights
1,hare,m,nb,10,df,<6,1,5.64,11.28,no heights
1,hare,m,nb,10,df,<7,1,5.64,11.28,no heights
1,hare,m,nb,10,df,<8,2,5.64,11.28,no heights
1,hare,m,nb,10,df,<9,0,5.64,11.28,no heights
1,hare,m,nb,10,df,<10,0,5.64,11.28,no heights
1,hare,m,nb,10,gf,<BH,4,5.64,11.28,no heights
1,hare,m,nb,10,gf,<2.5,0,5.64,11.28,no heights
1,hare,m,nb,10,gf,<5,2,5.64,11.28,no heights
1,hare,m,nb,10,gf,<6,4,5.64,11.28,no heights
1,hare,m,nb,10,gf,<7,1,5.64,11.28,no heights
1,hare,m,nb,10,gf,<8,3,5.64,11.28,no heights
1,hare,m,nb,10,gf,<9,0,5.64,11.28,no heights
1,hare,m,nb,10,gf,<10,1,5.64,11.28,no heights
1,hare,m,nb,10,rw,<BH,3,5.64,11.28,no heights
1,hare,m,nb,10,rw,<2.5,4,5.64,11.28,no heights
1,hare,m,nb,10,rw,<5,0,5.64,11.28,no heights
1,hare,m,nb,10,rw,<6,0,5.64,11.28,no heights
1,hare,m,nb,10,rw,<7,0,5.64,11.28,no heights
1,hare,m,nb,10,rw,<8,1,5.64,11.28,no heights
1,hare,m,nb,10,rw,<9,2,5.64,11.28,no heights
1,hare,m,nb,10,rw,<10,0,5.64,11.28,no heights
1,hare,m,nb,9,to,<BH,49,5.64,11.28,no heights
1,hare,m,nb,9,to,<2.5,30,5.64,11.28,no heights
1,hare,m,nb,9,to,<5,9,5.64,11.28,no heights
1,hare,m,nb,9,to,<6,3,5.64,11.28,no heights
1,hare,m,nb,9,to,<7,1,5.64,11.28,no heights
1,hare,m,nb,9,to,<8,3,5.64,11.28,no heights
1,hare,m,nb,9,to,<9,3,5.64,11.28,no heights
1,hare,m,nb,9,to,<10,0,5.64,11.28,no heights
1,hare,m,nb,9,df,<BH,3,5.64,11.28,no heights
1,hare,m,nb,9,df,<2.5,1,5.64,11.28,no heights
1,hare,m,nb,9,df,<5,0,5.64,11.28,no heights
1,hare,m,nb,9,df,<6,0,5.64,11.28,no heights
1,hare,m,nb,9,df,<7,0,5.64,11.28,no heights
1,hare,m,nb,9,df,<8,1,5.64,11.28,no heights
1,hare,m,nb,9,df,<9,1,5.64,11.28,no heights
1,hare,m,nb,9,df,<10,0,5.64,11.28,no heights
1,hare,m,nb,9,gf,<BH,5,5.64,11.28,no heights
1,hare,m,nb,9,gf,<2.5,11,5.64,11.28,no heights
1,hare,m,nb,9,gf,<5,0,5.64,11.28,no heights
1,hare,m,nb,9,gf,<6,0,5.64,11.28,no heights
1,hare,m,nb,9,gf,<7,0,5.64,11.28,no heights
1,hare,m,nb,9,gf,<8,0,5.64,11.28,no heights
1,hare,m,nb,9,gf,<9,0,5.64,11.28,no heights
1,hare,m,nb,9,gf,<10,0,5.64,11.28,no heights
1,hare,m,nb,9,rw,<BH,24,5.64,11.28,no heights
1,hare,m,nb,9,rw,<2.5,12,5.64,11.28,no heights
1,hare,m,nb,9,rw,<5,2,5.64,11.28,no heights
1,hare,m,nb,9,rw,<6,3,5.64,11.28,no heights
1,hare,m,nb,9,rw,<7,0,5.64,11.28,no heights
1,hare,m,nb,9,rw,<8,1,5.64,11.28,no heights
1,hare,m,nb,9,rw,<9,1,5.64,11.28,no heights
1,hare,m,nb,9,rw,<10,1,5.64,11.28,no heights
1,hare,m,nb,5,to,<BH,68,5.64,11.28,no heights
1,hare,m,nb,5,to,<2.5,38,5.64,11.28,no heights
1,hare,m,nb,5,to,<5,4,5.64,11.28,no heights
1,hare,m,nb,5,to,<6,3,5.64,11.28,no heights
1,hare,m,nb,5,to,<7,2,5.64,11.28,no heights
1,hare,m,nb,5,to,<8,2,5.64,11.28,no heights
1,hare,m,nb,5,to,<9,3,5.64,11.28,no heights
1,hare,m,nb,5,to,<10,2,5.64,11.28,no heights
1,hare,m,nb,5,df,<BH,9,5.64,11.28,no heights
1,hare,m,nb,5,df,<2.5,0,5.64,11.28,no heights
1,hare,m,nb,5,df,<5,0,5.64,11.28,no heights
1,hare,m,nb,5,df,<6,0,5.64,11.28,no heights
1,hare,m,nb,5,df,<7,0,5.64,11.28,no heights
1,hare,m,nb,5,df,<8,0,5.64,11.28,no heights
1,hare,m,nb,5,df,<9,0,5.64,11.28,no heights
1,hare,m,nb,5,df,<10,0,5.64,11.28,no heights
1,hare,m,nb,5,gf,<BH,1,5.64,11.28,no heights
1,hare,m,nb,5,gf,<2.5,0,5.64,11.28,no heights
1,hare,m,nb,5,gf,<5,1,5.64,11.28,no heights
1,hare,m,nb,5,gf,<6,1,5.64,11.28,no heights
1,hare,m,nb,5,gf,<7,0,5.64,11.28,no heights
1,hare,m,nb,5,gf,<8,0,5.64,11.28,no heights
1,hare,m,nb,5,gf,<9,0,5.64,11.28,no heights
1,hare,m,nb,5,gf,<10,0,5.64,11.28,no heights
1,hare,m,nb,5,rw,<BH,2,5.64,11.28,no heights
1,hare,m,nb,5,rw,<2.5,9,5.64,11.28,no heights
1,hare,m,nb,5,rw,<5,4,5.64,11.28,no heights
1,hare,m,nb,5,rw,<6,3,5.64,11.28,no heights
1,hare,m,nb,5,rw,<7,1,5.64,11.28,no heights
1,hare,m,nb,5,rw,<8,2,5.64,11.28,no heights
1,hare,m,nb,5,rw,<9,0,5.64,11.28,no heights
1,hare,m,nb,5,rw,<10,0,5.64,11.28,no heights
1,hare,m,nb,3,rw,<BH,27,5.64,11.28,no heights
1,hare,m,nb,3,rw,<2.5,3,5.64,11.28,no heights
1,hare,m,nb,3,rw,<5,4,5.64,11.28,no heights
1,hare,m,nb,3,rw,<6,0,5.64,11.28,no heights
1,hare,m,nb,3,rw,<7,0,5.64,11.28,no heights
1,hare,m,nb,3,rw,<8,0,5.64,11.28,no heights
1,hare,m,nb,3,rw,<9,0,5.64,11.28,no heights
1,hare,m,nb,3,rw,<10,1,5.64,11.28,no heights
1,hare,m,nb,3,df,<BH,0,5.64,11.28,no heights
1,hare,m,nb,3,df,<2.5,0,5.64,11.28,no heights
1,hare,m,nb,3,df,<5,2,5.64,11.28,no heights
1,hare,m,nb,3,df,<6,0,5.64,11.28,no heights
1,hare,m,nb,3,df,<7,0,5.64,11.28,no heights
1,hare,m,nb,3,df,<8,0,5.64,11.28,no heights
1,hare,m,nb,3,df,<9,0,5.64,11.28,no heights
1,hare,m,nb,3,df,<10,0,5.64,11.28,no heights
1,hare,m,nb,3,gf,<BH,1,5.64,11.28,no heights
1,hare,m,nb,3,gf,<2.5,0,5.64,11.28,no heights
1,hare,m,nb,3,gf,<5,1,5.64,11.28,no heights
1,hare,m,nb,3,gf,<6,0,5.64,11.28,no heights
1,hare,m,nb,3,gf,<7,0,5.64,11.28,no heights
1,hare,m,nb,3,gf,<8,0,5.64,11.28,no heights
1,hare,m,nb,3,gf,<9,0,5.64,11.28,no heights
1,hare,m,nb,3,gf,<10,0,5.64,11.28,no heights
1,hare,m,nb,3,to,<BH,15,5.64,11.28,no heights
1,hare,m,nb,3,to,<2.5,4,5.64,11.28,no heights
1,hare,m,nb,3,to,<5,14,5.64,11.28,no heights
1,hare,m,nb,3,to,<6,6,5.64,11.28,no heights
1,hare,m,nb,3,to,<7,1,5.64,11.28,no heights
1,hare,m,nb,3,to,<8,3,5.64,11.28,no heights
1,hare,m,nb,3,to,<9,1,5.64,11.28,no heights
1,hare,m,nb,3,to,<10,2,5.64,11.28,no heights
1,hare,m,nb,1,rw,<BH,10,5.64,11.28,no heights
1,hare,m,nb,1,rw,<2.5,2,5.64,11.28,no heights
1,hare,m,nb,1,rw,<5,9,5.64,11.28,no heights
1,hare,m,nb,1,rw,<6,2,5.64,11.28,no heights
1,hare,m,nb,1,rw,<7,2,5.64,11.28,no heights
1,hare,m,nb,1,rw,<8,2,5.64,11.28,no heights
1,hare,m,nb,1,rw,<9,1,5.64,11.28,no heights
1,hare,m,nb,1,rw,<10,2,5.64,11.28,no heights
1,hare,m,nb,1,df,<BH,6,5.64,11.28,no heights
1,hare,m,nb,1,df,<2.5,0,5.64,11.28,no heights
1,hare,m,nb,1,df,<5,0,5.64,11.28,no heights
1,hare,m,nb,1,df,<6,0,5.64,11.28,no heights
1,hare,m,nb,1,df,<7,0,5.64,11.28,no heights
1,hare,m,nb,1,df,<8,0,5.64,11.28,no heights
1,hare,m,nb,1,df,<9,0,5.64,11.28,no heights
1,hare,m,nb,1,df,<10,0,5.64,11.28,no heights
1,hare,m,nb,1,gf,<BH,0,5.64,11.28,no heights
1,hare,m,nb,1,gf,<2.5,4,5.64,11.28,no heights
1,hare,m,nb,1,gf,<5,5,5.64,11.28,no heights
1,hare,m,nb,1,gf,<6,3,5.64,11.28,no heights
1,hare,m,nb,1,gf,<7,1,5.64,11.28,no heights
1,hare,m,nb,1,gf,<8,0,5.64,11.28,no heights
1,hare,m,nb,1,gf,<9,0,5.64,11.28,no heights
1,hare,m,nb,1,gf,<10,0,5.64,11.28,no heights
1,hare,m,nb,1,to,<BH,8,5.64,11.28,no heights
1,hare,m,nb,1,to,<2.5,5,5.64,11.28,no heights
1,hare,m,nb,1,to,<5,4,5.64,11.28,no heights
1,hare,m,nb,1,to,<6,2,5.64,11.28,no heights
1,hare,m,nb,1,to,<7,2,5.64,11.28,no heights
1,hare,m,nb,1,to,<8,0,5.64,11.28,no heights
1,hare,m,nb,1,to,<9,0,5.64,11.28,no heights
1,hare,m,nb,1,to,<10,1,5.64,11.28,no heights
1,hare,np,b,1,to,<BH,9,5.64,5.64,no heights
1,hare,np,b,1,to,<2.5,0,5.64,5.64,no heights
1,hare,np,b,1,to,<5,1,5.64,5.64,no heights
1,hare,np,b,1,to,<6,0,5.64,5.64,no heights
1,hare,np,b,1,to,<7,0,5.64,5.64,no heights
1,hare,np,b,1,to,<8,0,5.64,5.64,no heights
1,hare,np,b,1,to,<9,0,5.64,5.64,no heights
1,hare,np,b,1,to,<10,0,5.64,5.64,no heights
1,hare,np,b,1,rw,<BH,13,5.64,5.64,no heights
1,hare,np,b,1,rw,<2.5,3,5.64,5.64,no heights
1,hare,np,b,1,rw,<5,0,5.64,5.64,no heights
1,hare,np,b,1,rw,<6,0,5.64,5.64,no heights
1,hare,np,b,1,rw,<7,1,5.64,5.64,no heights
1,hare,np,b,1,rw,<8,0,5.64,5.64,no heights
1,hare,np,b,1,rw,<9,0,5.64,5.64,no heights
1,hare,np,b,1,rw,<10,0,5.64,5.64,no heights
1,hare,np,b,1,gf,<BH,0,5.64,5.64,no heights
1,hare,np,b,1,gf,<2.5,0,5.64,5.64,no heights
1,hare,np,b,1,gf,<5,0,5.64,5.64,no heights
1,hare,np,b,1,gf,<6,0,5.64,5.64,no heights
1,hare,np,b,1,gf,<7,2,5.64,5.64,no heights
1,hare,np,b,1,gf,<8,0,5.64,5.64,no heights
1,hare,np,b,1,gf,<9,1,5.64,5.64,no heights
1,hare,np,b,1,gf,<10,2,5.64,5.64,no heights
1,hare,np,b,1,df,<BH,6,5.64,5.64,no heights
1,hare,np,b,1,df,<2.5,0,5.64,5.64,no heights
1,hare,np,b,1,df,<5,0,5.64,5.64,no heights
1,hare,np,b,1,df,<6,0,5.64,5.64,no heights
1,hare,np,b,1,df,<7,0,5.64,5.64,no heights
1,hare,np,b,1,df,<8,0,5.64,5.64,no heights
1,hare,np,b,1,df,<9,0,5.64,5.64,no heights
1,hare,np,b,1,df,<10,0,5.64,5.64,no heights
1,hare,np,b,3,rw,<BH,2,5.64,5.64,no heights
1,hare,np,b,3,rw,<2.5,2,5.64,5.64,no heights
1,hare,np,b,3,rw,<5,0,5.64,5.64,no heights
1,hare,np,b,3,rw,<6,0,5.64,5.64,no heights
1,hare,np,b,3,rw,<7,0,5.64,5.64,no heights
1,hare,np,b,3,rw,<8,0,5.64,5.64,no heights
1,hare,np,b,3,rw,<9,0,5.64,5.64,no heights
1,hare,np,b,3,rw,<10,0,5.64,5.64,no heights
1,hare,np,b,3,df,<BH,56,5.64,5.64,no heights
1,hare,np,b,3,df,<2.5,0,5.64,5.64,no heights
1,hare,np,b,3,df,<5,0,5.64,5.64,no heights
1,hare,np,b,3,df,<6,0,5.64,5.64,no heights
1,hare,np,b,3,df,<7,0,5.64,5.64,no heights
1,hare,np,b,3,df,<8,0,5.64,5.64,no heights
