stageid,site,treatment,burn,plotnum,spp,sizeclass,count,seedlingradius,saplingradius,notes
1,camp8,ls,nb,2,rw,<2.5,18,5.64,11.28,
1,camp8,ls,nb,2,rw,<5,14,5.64,11.28,
1,camp8,ls,nb,2,rw,<6,1,5.64,11.28,
1,camp8,ls,nb,2,rw,<7,7,5.64,11.28,
1,camp8,ls,nb,2,rw,<8,3,5.64,11.28,
1,camp8,ls,nb,2,rw,<9,1,5.64,11.28,
1,camp8,ls,nb,2,rw,<10,0,5.64,11.28,
1,camp8,ls,nb,2,to,<BH,19,5.64,11.28,
1,camp8,ls,nb,2,to,<2.5,28,5.64,11.28,
1,camp8,ls,nb,2,to,<5,11,5.64,11.28,
1,camp8,ls,nb,2,to,<6,0,5.64,11.28,
1,camp8,ls,nb,2,to,<7,0,5.64,11.28,
1,camp8,ls,nb,2,to,<8,0,5.64,11.28,
1,camp8,ls,nb,2,to,<9,0,5.64,11.28,
1,camp8,ls,nb,2,to,<10,0,5.64,11.28,
1,camp8,ls,nb,2,df,<BH,10,5.64,11.28,
1,camp8,ls,nb,2,df,<2.5,6,5.64,11.28,
1,camp8,ls,nb,2,df,<5,0,5.64,11.28,
1,camp8,ls,nb,2,df,<6,0,5.64,11.28,
1,camp8,ls,nb,2,df,<7,0,5.64,11.28,
1,camp8,ls,nb,2,df,<8,0,5.64,11.28,
1,camp8,ls,nb,2,df,<9,0,5.64,11.28,
1,camp8,ls,nb,2,df,<10,0,5.64,11.28,
1,camp8,ls,nb,2,gf,<BH,3,5.64,11.28,
1,camp8,ls,nb,2,gf,<2.5,3,5.64,11.28,
1,camp8,ls,nb,2,gf,<5,2,5.64,11.28,
1,camp8,ls,nb,2,gf,<6,1,5.64,11.28,
1,camp8,ls,nb,2,gf,<7,0,5.64,11.28,
1,camp8,ls,nb,2,gf,<8,0,5.64,11.28,
1,camp8,ls,nb,2,gf,<9,0,5.64,11.28,
1,camp8,ls,nb,2,gf,<10,0,5.64,11.28,
1,camp8,ls,nb,2,wm,<BH,0,5.64,11.28,
1,camp8,ls,nb,2,wm,<2.5,2,5.64,11.28,
1,camp8,ls,nb,2,wm,<5,0,5.64,11.28,
1,camp8,ls,nb,2,wm,<6,0,5.64,11.28,
1,camp8,ls,nb,2,wm,<7,0,5.64,11.28,
1,camp8,ls,nb,2,wm,<8,0,5.64,11.28,
1,camp8,ls,nb,2,wm,<9,0,5.64,11.28,
1,camp8,ls,nb,2,wm,<10,0,5.64,11.28,
1,camp8,np,b,2,df,<BH,14,5.64,11.28,
1,camp8,np,b,2,df,<2.5,5,5.64,11.28,
1,camp8,np,b,2,df,<5,2,5.64,11.28,
1,camp8,np,b,2,df,<6,0,5.64,11.28,
1,camp8,np,b,2,df,<7,1,5.64,11.28,
1,camp8,np,b,2,df,<8,0,5.64,11.28,
1,camp8,np,b,2,df,<9,0,5.64,11.28,
1,camp8,np,b,2,df,<10,0,5.64,11.28,
1,camp8,np,b,2,cb,<BH,1,5.64,11.28,
1,camp8,np,b,2,cb,<2.5,0,5.64,11.28,
1,camp8,np,b,2,cb,<5,0,5.64,11.28,
1,camp8,np,b,2,cb,<6,0,5.64,11.28,
1,camp8,np,b,2,cb,<7,0,5.64,11.28,
1,camp8,np,b,2,cb,<8,0,5.64,11.28,
1,camp8,np,b,2,cb,<9,0,5.64,11.28,
1,camp8,np,b,2,cb,<10,0,5.64,11.28,
1,camp8,np,b,2,gf,<BH,1,5.64,11.28,
1,camp8,np,b,2,gf,<2.5,1,5.64,11.28,
1,camp8,np,b,2,gf,<5,0,5.64,11.28,
1,camp8,np,b,2,gf,<6,0,5.64,11.28,
1,camp8,np,b,2,gf,<7,0,5.64,11.28,
1,camp8,np,b,2,gf,<8,1,5.64,11.28,
1,camp8,np,b,2,gf,<9,0,5.64,11.28,
1,camp8,np,b,2,gf,<10,0,5.64,11.28,
1,camp8,np,b,2,rw,<BH,0,5.64,11.28,
1,camp8,np,b,2,rw,<2.5,6,5.64,11.28,
1,camp8,np,b,2,rw,<5,1,5.64,11.28,
1,camp8,np,b,2,rw,<6,0,5.64,11.28,
1,camp8,np,b,2,rw,<7,1,5.64,11.28,
1,camp8,np,b,2,rw,<8,0,5.64,11.28,
1,camp8,np,b,2,rw,<9,0,5.64,11.28,
1,camp8,np,b,2,rw,<10,0,5.64,11.28,
1,camp8,np,b,4,df,<BH,4,5.64,11.28,
1,camp8,np,b,4,df,<2.5,0,5.64,11.28,
1,camp8,np,b,4,df,<5,0,5.64,11.28,
1,camp8,np,b,4,df,<6,0,5.64,11.28,
1,camp8,np,b,4,df,<7,0,5.64,11.28,
1,camp8,np,b,4,df,<8,0,5.64,11.28,
1,camp8,np,b,4,df,<9,0,5.64,11.28,
1,camp8,np,b,4,df,<10,0,5.64,11.28,
1,camp8,np,b,4,rw,<BH,27,5.64,11.28,
1,camp8,np,b,4,rw,<2.5,13,5.64,11.28,
1,camp8,np,b,4,rw,<5,19,5.64,11.28,
1,camp8,np,b,4,rw,<6,3,5.64,11.28,
1,camp8,np,b,4,rw,<7,2,5.64,11.28,
1,camp8,np,b,4,rw,<8,1,5.64,11.28,
1,camp8,np,b,4,rw,<9,0,5.64,11.28,
1,camp8,np,b,4,rw,<10,1,5.64,11.28,
1,camp8,np,b,4,to,<BH,0,5.64,11.28,
1,camp8,np,b,4,to,<2.5,2,5.64,11.28,
1,camp8,np,b,4,to,<5,0,5.64,11.28,
1,camp8,np,b,4,to,<6,0,5.64,11.28,
1,camp8,np,b,4,to,<7,0,5.64,11.28,
1,camp8,np,b,4,to,<8,0,5.64,11.28,
1,camp8,np,b,4,to,<9,0,5.64,11.28,
1,camp8,np,b,4,to,<10,0,5.64,11.28,
1,camp8,np,b,7,df,<BH,23,5.64,11.28,
1,camp8,np,b,7,df,<2.5,5,5.64,11.28,
1,camp8,np,b,7,df,<5,1,5.64,11.28,
1,camp8,np,b,7,df,<6,2,5.64,11.28,
1,camp8,np,b,7,df,<7,2,5.64,11.28,
1,camp8,np,b,7,df,<8,0,5.64,11.28,
1,camp8,np,b,7,df,<9,1,5.64,11.28,
1,camp8,np,b,7,df,<10,0,5.64,11.28,
1,camp8,np,b,7,gf,<BH,6,5.64,11.28,
1,camp8,np,b,7,gf,<2.5,1,5.64,11.28,
1,camp8,np,b,7,gf,<5,0,5.64,11.28,
1,camp8,np,b,7,gf,<6,0,5.64,11.28,
1,camp8,np,b,7,gf,<7,0,5.64,11.28,
1,camp8,np,b,7,gf,<8,0,5.64,11.28,
1,camp8,np,b,7,gf,<9,0,5.64,11.28,
1,camp8,np,b,7,gf,<10,0,5.64,11.28,
1,camp8,np,b,7,to,<BH,6,5.64,11.28,
1,camp8,np,b,7,to,<2.5,2,5.64,11.28,
1,camp8,np,b,7,to,<5,0,5.64,11.28,
1,camp8,np,b,7,to,<6,0,5.64,11.28,
1,camp8,np,b,7,to,<7,0,5.64,11.28,
1,camp8,np,b,7,to,<8,0,5.64,11.28,
1,camp8,np,b,7,to,<9,0,5.64,11.28,
1,camp8,np,b,7,to,<10,0,5.64,11.28,
1,camp8,np,b,7,wm,<BH,0,5.64,11.28,
1,camp8,np,b,7,wm,<2.5,0,5.64,11.28,
1,camp8,np,b,7,wm,<5,0,5.64,11.28,
1,camp8,np,b,7,wm,<6,1,5.64,11.28,
1,camp8,np,b,7,wm,<7,0,5.64,11.28,
1,camp8,np,b,7,wm,<8,0,5.64,11.28,
1,camp8,np,b,7,wm,<9,0,5.64,11.28,
1,camp8,np,b,7,wm,<10,0,5.64,11.28,
1,camp8,np,b,7,rw,<BH,0,5.64,11.28,
1,camp8,np,b,7,rw,<2.5,0,5.64,11.28,
1,camp8,np,b,7,rw,<5,0,5.64,11.28,
1,camp8,np,b,7,rw,<6,0,5.64,11.28,
1,camp8,np,b,7,rw,<7,1,5.64,11.28,
1,camp8,np,b,7,rw,<8,1,5.64,11.28,
1,camp8,np,b,7,rw,<9,0,5.64,11.28,
1,camp8,np,b,7,rw,<10,0,5.64,11.28,
1,camp8,np,b,8,md,<BH,1,5.64,11.28,
1,camp8,np,b,8,md,<2.5,0,5.64,11.28,
1,camp8,np,b,8,md,<5,0,5.64,11.28,
1,camp8,np,b,8,md,<6,0,5.64,11.28,
1,camp8,np,b,8,md,<7,0,5.64,11.28,
1,camp8,np,b,8,md,<8,0,5.64,11.28,
1,camp8,np,b,8,md,<9,0,5.64,11.28,
1,camp8,np,b,8,md,<10,0,5.64,11.28,
1,camp8,np,b,8,wm,<BH,0,5.64,11.28,
1,camp8,np,b,8,wm,<2.5,1,5.64,11.28,
1,camp8,np,b,8,wm,<5,0,5.64,11.28,
1,camp8,np,b,8,wm,<6,0,5.64,11.28,
1,camp8,np,b,8,wm,<7,0,5.64,11.28,
1,camp8,np,b,8,wm,<8,0,5.64,11.28,
1,camp8,np,b,8,wm,<9,0,5.64,11.28,
1,camp8,np,b,8,wm,<10,0,5.64,11.28,
1,camp8,np,b,8,df,<BH,0,5.64,11.28,
1,camp8,np,b,8,df,<2.5,2,5.64,11.28,
1,camp8,np,b,8,df,<5,0,5.64,11.28,
1,camp8,np,b,8,df,<6,0,5.64,11.28,
1,camp8,np,b,8,df,<7,0,5.64,11.28,
1,camp8,np,b,8,df,<8,0,5.64,11.28,
1,camp8,np,b,8,df,<9,0,5.64,11.28,
1,camp8,np,b,8,df,<10,0,5.64,11.28,
1,camp8,np,b,8,rw,<BH,0,5.64,11.28,
1,camp8,np,b,8,rw,<2.5,1,5.64,11.28,
1,camp8,np,b,8,rw,<5,2,5.64,11.28,
1,camp8,np,b,8,rw,<6,0,5.64,11.28,
1,camp8,np,b,8,rw,<7,0,5.64,11.28,
1,camp8,np,b,8,rw,<8,0,5.64,11.28,
1,camp8,np,b,8,rw,<9,0,5.64,11.28,
1,camp8,np,b,8,rw,<10,0,5.64,11.28,
1,camp8,np,b,8,to,<BH,0,5.64,11.28,
1,camp8,np,b,8,to,<2.5,3,5.64,11.28,
1,camp8,np,b,8,to,<5,0,5.64,11.28,
1,camp8,np,b,8,to,<6,0,5.64,11.28,
1,camp8,np,b,8,to,<7,0,5.64,11.28,
1,camp8,np,b,8,to,<8,1,5.64,11.28,
1,camp8,np,b,8,to,<9,0,5.64,11.28,
1,camp8,np,b,8,to,<10,0,5.64,11.28,
1,camp8,np,b,10,to,<BH,89,5.64,11.28,
1,camp8,np,b,10,to,<2.5,10,5.64,11.28,
1,camp8,np,b,10,to,<5,4,5.64,11.28,
1,camp8,np,b,10,to,<6,0,5.64,11.28,
1,camp8,np,b,10,to,<7,0,5.64,11.28,
1,camp8,np,b,10,to,<8,0,5.64,11.28,
1,camp8,np,b,10,to,<9,0,5.64,11.28,
1,camp8,np,b,10,to,<10,0,5.64,11.28,
1,camp8,np,b,10,df,<BH,14,5.64,11.28,
1,camp8,np,b,10,df,<2.5,3,5.64,11.28,
1,camp8,np,b,10,df,<5,2,5.64,11.28,
1,camp8,np,b,10,df,<6,1,5.64,11.28,
1,camp8,np,b,10,df,<7,0,5.64,11.28,
1,camp8,np,b,10,df,<8,0,5.64,11.28,
1,camp8,np,b,10,df,<9,1,5.64,11.28,
1,camp8,np,b,10,df,<10,0,5.64,11.28,
1,camp8,np,nb,2,df,<BH,4,5.64,11.28,
1,camp8,np,nb,2,df,<2.5,3,5.64,11.28,
1,camp8,np,nb,2,df,<5,1,5.64,11.28,
1,camp8,np,nb,2,df,<6,1,5.64,11.28,
1,camp8,np,nb,2,df,<7,0,5.64,11.28,
1,camp8,np,nb,2,df,<8,0,5.64,11.28,
1,camp8,np,nb,2,df,<9,1,5.64,11.28,
1,camp8,np,nb,2,df,<10,0,5.64,11.28,
1,camp8,np,nb,2,to,<BH,9,5.64,11.28,
1,camp8,np,nb,2,to,<2.5,6,5.64,11.28,
1,camp8,np,nb,2,to,<5,4,5.64,11.28,
1,camp8,np,nb,2,to,<6,2,5.64,11.28,
1,camp8,np,nb,2,to,<7,1,5.64,11.28,
1,camp8,np,nb,2,to,<8,0,5.64,11.28,
1,camp8,np,nb,2,to,<9,0,5.64,11.28,
1,camp8,np,nb,2,to,<10,0,5.64,11.28,
1,camp8,np,nb,2,rw,<BH,5,5.64,11.28,
1,camp8,np,nb,2,rw,<2.5,19,5.64,11.28,
1,camp8,np,nb,2,rw,<5,8,5.64,11.28,
1,camp8,np,nb,2,rw,<6,6,5.64,11.28,
1,camp8,np,nb,2,rw,<7,0,5.64,11.28,
1,camp8,np,nb,2,rw,<8,0,5.64,11.28,
1,camp8,np,nb,2,rw,<9,0,5.64,11.28,
1,camp8,np,nb,2,rw,<10,1,5.64,11.28,
1,camp8,np,nb,3,df,<BH,10,5.64,11.28,
1,camp8,np,nb,3,df,<2.5,0,5.64,11.28,
1,camp8,np,nb,3,df,<5,0,5.64,11.28,
1,camp8,np,nb,3,df,<6,0,5.64,11.28,
1,camp8,np,nb,3,df,<7,1,5.64,11.28,
1,camp8,np,nb,3,df,<8,0,5.64,11.28,
1,camp8,np,nb,3,df,<9,0,5.64,11.28,
1,camp8,np,nb,3,df,<10,0,5.64,11.28,
1,camp8,np,nb,3,gf,<BH,3,5.64,11.28,
1,camp8,np,nb,3,gf,<2.5,1,5.64,11.28,
1,camp8,np,nb,3,gf,<5,3,5.64,11.28,
1,camp8,np,nb,3,gf,<6,1,5.64,11.28,
1,camp8,np,nb,3,gf,<7,2,5.64,11.28,
1,camp8,np,nb,3,gf,<8,0,5.64,11.28,
1,camp8,np,nb,3,gf,<9,3,5.64,11.28,
1,camp8,np,nb,3,gf,<10,0,5.64,11.28,
1,camp8,np,nb,3,rw,<BH,0,5.64,11.28,
1,camp8,np,nb,3,rw,<2.5,7,5.64,11.28,
1,camp8,np,nb,3,rw,<5,7,5.64,11.28,
1,camp8,np,nb,3,rw,<6,0,5.64,11.28,
1,camp8,np,nb,3,rw,<7,1,5.64,11.28,
1,camp8,np,nb,3,rw,<8,0,5.64,11.28,
1,camp8,np,nb,3,rw,<9,1,5.64,11.28,
1,camp8,np,nb,3,rw,<10,1,5.64,11.28,
1,camp8,np,nb,3,wm,<BH,0,5.64,11.28,
1,camp8,np,nb,3,wm,<2.5,2,5.64,11.28,
1,camp8,np,nb,3,wm,<5,1,5.64,11.28,
1,camp8,np,nb,3,wm,<6,2,5.64,11.28,
1,camp8,np,nb,3,wm,<7,1,5.64,11.28,
1,camp8,np,nb,3,wm,<8,0,5.64,11.28,
1,camp8,np,nb,3,wm,<9,0,5.64,11.28,
1,camp8,np,nb,3,wm,<10,0,5.64,11.28,
1,camp8,np,nb,3,to,<BH,0,5.64,11.28,
1,camp8,np,nb,3,to,<2.5,1,5.64,11.28,
1,camp8,np,nb,3,to,<5,2,5.64,11.28,
1,camp8,np,nb,3,to,<6,0,5.64,11.28,
1,camp8,np,nb,3,to,<7,0,5.64,11.28,
1,camp8,np,nb,3,to,<8,0,5.64,11.28,
1,camp8,np,nb,3,to,<9,0,5.64,11.28,
1,camp8,np,nb,3,to,<10,0,5.64,11.28,
1,camp8,np,nb,10,df,<BH,13,5.64,11.28,
1,camp8,np,nb,10,df,<2.5,0,5.64,11.28,
1,camp8,np,nb,10,df,<5,2,5.64,11.28,
1,camp8,np,nb,10,df,<6,0,5.64,11.28,
1,camp8,np,nb,10,df,<7,0,5.64,11.28,
1,camp8,np,nb,10,df,<8,1,5.64,11.28,
1,camp8,np,nb,10,df,<9,1,5.64,11.28,
1,camp8,np,nb,10,df,<10,0,5.64,11.28,
1,camp8,np,nb,10,rw,<BH,6,5.64,11.28,
1,camp8,np,nb,10,rw,<2.5,0,5.64,11.28,
1,camp8,np,nb,10,rw,<5,7,5.64,11.28,
1,camp8,np,nb,10,rw,<6,2,5.64,11.28,
1,camp8,np,nb,10,rw,<7,3,5.64,11.28,
1,camp8,np,nb,10,rw,<8,1,5.64,11.28,
1,camp8,np,nb,10,rw,<9,1,5.64,11.28,
1,camp8,np,nb,10,rw,<10,1,5.64,11.28,
1,camp8,np,nb,10,gf,<BH,1,5.64,11.28,
1,camp8,np,nb,10,gf,<2.5,0,5.64,11.28,
1,camp8,np,nb,10,gf,<5,1,5.64,11.28,
1,camp8,np,nb,10,gf,<6,0,5.64,11.28,
1,camp8,np,nb,10,gf,<7,0,5.64,11.28,
1,camp8,np,nb,10,gf,<8,0,5.64,11.28,
1,camp8,np,nb,10,gf,<9,0,5.64,11.28,
1,camp8,np,nb,10,gf,<10,0,5.64,11.28,
1,camp8,np,nb,10,to,<BH,6,5.64,11.28,
1,camp8,np,nb,10,to,<2.5,0,5.64,11.28,
1,camp8,np,nb,10,to,<5,0,5.64,11.28,
1,camp8,np,nb,10,to,<6,0,5.64,11.28,
1,camp8,np,nb,10,to,<7,0,5.64,11.28,
1,camp8,np,nb,10,to,<8,0,5.64,11.28,
1,camp8,np,nb,10,to,<9,0,5.64,11.28,
1,camp8,np,nb,10,to,<10,0,5.64,11.28,
1,camp8,np,nb,8,df,<BH,47,5.64,11.28,
1,camp8,np,nb,8,df,<2.5,3,5.64,11.28,
1,camp8,np,nb,8,df,<5,0,5.64,11.28,
1,camp8,np,nb,8,df,<6,1,5.64,11.28,
1,camp8,np,nb,8,df,<7,0,5.64,11.28,
1,camp8,np,nb,8,df,<8,0,5.64,11.28,
1,camp8,np,nb,8,df,<9,0,5.64,11.28,
1,camp8,np,nb,8,df,<10,0,5.64,11.28,
1,camp8,np,nb,8,gf,<BH,13,5.64,11.28,
1,camp8,np,nb,8,gf,<2.5,0,5.64,11.28,
1,camp8,np,nb,8,gf,<5,0,5.64,11.28,
1,camp8,np,nb,8,gf,<6,0,5.64,11.28,
1,camp8,np,nb,8,gf,<7,0,5.64,11.28,
1,camp8,np,nb,8,gf,<8,0,5.64,11.28,
1,camp8,np,nb,8,gf,<9,1,5.64,11.28,
1,camp8,np,nb,8,gf,<10,0,5.64,11.28,
1,camp8,np,nb,8,to,<BH,1,5.64,11.28,
1,camp8,np,nb,8,to,<2.5,0,5.64,11.28,
1,camp8,np,nb,8,to,<5,0,5.64,11.28,
1,camp8,np,nb,8,to,<6,0,5.64,11.28,
1,camp8,np,nb,8,to,<7,0,5.64,11.28,
1,camp8,np,nb,8,to,<8,0,5.64,11.28,
1,camp8,np,nb,8,to,<9,0,5.64,11.28,
1,camp8,np,nb,8,to,<10,0,5.64,11.28,
1,camp8,np,nb,8,rw,<BH,0,5.64,11.28,
1,camp8,np,nb,8,rw,<2.5,10,5.64,11.28,
1,camp8,np,nb,8,rw,<5,0,5.64,11.28,
1,camp8,np,nb,8,rw,<6,3,5.64,11.28,
1,camp8,np,nb,8,rw,<7,0,5.64,11.28,
1,camp8,np,nb,8,rw,<8,8,5.64,11.28,
1,camp8,np,nb,8,rw,<9,0,5.64,11.28,
1,camp8,np,nb,8,rw,<10,1,5.64,11.28,
1,camp8,np,nb,11,df,<BH,17,5.64,11.28,
1,camp8,np,nb,11,df,<2.5,0,5.64,11.28,
1,camp8,np,nb,11,df,<5,0,5.64,11.28,
1,camp8,np,nb,11,df,<6,0,5.64,11.28,
1,camp8,np,nb,11,df,<7,0,5.64,11.28,
1,camp8,np,nb,11,df,<8,0,5.64,11.28,
1,camp8,np,nb,11,df,<9,0,5.64,11.28,
1,camp8,np,nb,11,df,<10,0,5.64,11.28,
1,camp8,np,nb,11,gf,<BH,8,5.64,11.28,
1,camp8,np,nb,11,gf,<2.5,3,5.64,11.28,
1,camp8,np,nb,11,gf,<5,4,5.64,11.28,
1,camp8,np,nb,11,gf,<6,0,5.64,11.28,
1,camp8,np,nb,11,gf,<7,0,5.64,11.28,
1,camp8,np,nb,11,gf,<8,1,5.64,11.28,
1,camp8,np,nb,11,gf,<9,0,5.64,11.28,
1,camp8,np,nb,11,gf,<10,0,5.64,11.28,
1,camp8,np,nb,11,to,<BH,0,5.64,11.28,
1,camp8,np,nb,11,to,<2.5,1,5.64,11.28,
1,camp8,np,nb,11,to,<5,0,5.64,11.28,
1,camp8,np,nb,11,to,<6,0,5.64,11.28,
1,camp8,np,nb,11,to,<7,0,5.64,11.28,
1,camp8,np,nb,11,to,<8,0,5.64,11.28,
1,camp8,np,nb,11,to,<9,0,5.64,11.28,
1,camp8,np,nb,11,to,<10,0,5.64,11.28,
1,crib,ls,b,1,rw,<BH,17,5.64,11.28,
1,crib,ls,b,1,rw,<2.5,20,5.64,11.28,
1,crib,ls,b,1,rw,<5,10,5.64,11.28,
1,crib,ls,b,1,rw,<6,4,5.64,11.28,
1,crib,ls,b,1,rw,<7,1,5.64,11.28,
1,crib,ls,b,1,rw,<8,1,5.64,11.28,
1,crib,ls,b,1,rw,<9,0,5.64,11.28,
1,crib,ls,b,1,rw,<10,1,5.64,11.28,
1,crib,ls,b,1,to,<BH,26,5.64,11.28,
1,crib,ls,b,1,to,<2.5,31,5.64,11.28,
1,crib,ls,b,1,to,<5,17,5.64,11.28,
1,crib,ls,b,1,to,<6,7,5.64,11.28,
1,crib,ls,b,1,to,<7,7,5.64,11.28,
1,crib,ls,b,1,to,<8,6,5.64,11.28,
1,crib,ls,b,1,to,<9,0,5.64,11.28,
1,crib,ls,b,1,to,<10,0,5.64,11.28,
1,crib,ls,b,1,df,<BH,0,5.64,11.28,
1,crib,ls,b,1,df,<2.5,9,5.64,11.28,
1,crib,ls,b,1,df,<5,23,5.64,11.28,
1,crib,ls,b,1,df,<6,5,5.64,11.28,
1,crib,ls,b,1,df,<7,9,5.64,11.28,
1,crib,ls,b,1,df,<8,3,5.64,11.28,
1,crib,ls,b,1,df,<9,2,5.64,11.28,
1,crib,ls,b,1,df,<10,1,5.64,11.28,
1,crib,ls,b,1,gf,<BH,0,5.64,11.28,
1,crib,ls,b,1,gf,<2.5,7,5.64,11.28,
1,crib,ls,b,1,gf,<5,9,5.64,11.28,
1,crib,ls,b,1,gf,<6,0,5.64,11.28,
1,crib,ls,b,1,gf,<7,1,5.64,11.28,
1,crib,ls,b,1,gf,<8,0,5.64,11.28,
1,crib,ls,b,1,gf,<9,0,5.64,11.28,
1,crib,ls,b,1,gf,<10,1,5.64,11.28,
1,crib,ls,b,8,rw,<BH,0,5.64,11.28,
1,crib,ls,b,8,rw,<2.5,0,5.64,11.28,
1,crib,ls,b,8,rw,<5,1,5.64,11.28,
1,crib,ls,b,8,rw,<6,3,5.64,11.28,
1,crib,ls,b,8,rw,<7,1,5.64,11.28,
1,crib,ls,b,8,rw,<8,1,5.64,11.28,
1,crib,ls,b,8,rw,<9,0,5.64,11.28,
1,crib,ls,b,8,rw,<10,1,5.64,11.28,
1,crib,ls,b,8,to,<BH,40,5.64,11.28,
1,crib,ls,b,8,to,<2.5,39,5.64,11.28,
1,crib,ls,b,8,to,<5,31,5.64,11.28,
1,crib,ls,b,8,to,<6,16,5.64,11.28,
1,crib,ls,b,8,to,<7,39,5.64,11.28,
1,crib,ls,b,8,to,<8,14,5.64,11.28,
1,crib,ls,b,8,to,<9,0,5.64,11.28,
1,crib,ls,b,8,to,<10,10,5.64,11.28,
1,crib,ls,b,8,gf,<BH,3,5.64,11.28,
1,crib,ls,b,8,gf,<2.5,0,5.64,11.28,
1,crib,ls,b,8,gf,<5,0,5.64,11.28,
1,crib,ls,b,8,gf,<6,0,5.64,11.28,
1,crib,ls,b,8,gf,<7,0,5.64,11.28,
1,crib,ls,b,8,gf,<8,0,5.64,11.28,
1,crib,ls,b,8,gf,<9,0,5.64,11.28,
1,crib,ls,b,8,gf,<10,0,5.64,11.28,
1,crib,ls,b,8,df,<BH,0,5.64,11.28,
1,crib,ls,b,8,df,<2.5,0,5.64,11.28,
1,crib,ls,b,8,df,<5,1,5.64,11.28,
1,crib,ls,b,8,df,<6,0,5.64,11.28,
1,crib,ls,b,8,df,<7,0,5.64,11.28,
1,crib,ls,b,8,df,<8,0,5.64,11.28,
1,crib,ls,b,8,df,<9,0,5.64,11.28,
1,crib,ls,b,8,df,<10,0,5.64,11.28,
1,crib,ls,b,11,rw,<BH,4,5.64,11.28,
1,crib,ls,b,11,rw,<2.5,11,5.64,11.28,
1,crib,ls,b,11,rw,<5,14,5.64,11.28,
1,crib,ls,b,11,rw,<6,4,5.64,11.28,
1,crib,ls,b,11,rw,<7,3,5.64,11.28,
1,crib,ls,b,11,rw,<8,0,5.64,11.28,
1,crib,ls,b,11,rw,<9,1,5.64,11.28,
1,crib,ls,b,11,rw,<10,4,5.64,11.28,
1,crib,ls,b,11,to,<BH,3,5.64,11.28,
1,crib,ls,b,11,to,<2.5,15,5.64,11.28,
1,crib,ls,b,11,to,<5,3,5.64,11.28,
1,crib,ls,b,11,to,<6,0,5.64,11.28,
1,crib,ls,b,11,to,<7,1,5.64,11.28,
1,crib,ls,b,11,to,<8,0,5.64,11.28,
1,crib,ls,b,11,to,<9,0,5.64,11.28,
1,crib,ls,b,11,to,<10,0,5.64,11.28,
1,crib,ls,b,11,df,<BH,4,5.64,11.28,
1,crib,ls,b,11,df,<2.5,18,5.64,11.28,
1,crib,ls,b,11,df,<5,17,5.64,11.28,
1,crib,ls,b,11,df,<6,4,5.64,11.28,
1,crib,ls,b,11,df,<7,0,5.64,11.28,
1,crib,ls,b,11,df,<8,0,5.64,11.28,
1,crib,ls,b,11,df,<9,0,5.64,11.28,
1,crib,ls,b,11,df,<10,0,5.64,11.28,
1,crib,ls,b,11,gf,<BH,0,5.64,11.28,
1,crib,ls,b,11,gf,<2.5,0,5.64,11.28,
1,crib,ls,b,11,gf,<5,4,5.64,11.28,
1,crib,ls,b,11,gf,<6,0,5.64,11.28,
1,crib,ls,b,11,gf,<7,1,5.64,11.28,
1,crib,ls,b,11,gf,<8,0,5.64,11.28,
1,crib,ls,b,11,gf,<9,0,5.64,11.28,
1,crib,ls,b,11,gf,<10,0,5.64,11.28,
1,crib,ls,b,14,rw,<BH,11,5.64,11.28,
1,crib,ls,b,14,rw,<2.5,24,5.64,11.28,
1,crib,ls,b,14,rw,<5,6,5.64,11.28,
1,crib,ls,b,14,rw,<6,0,5.64,11.28,
1,crib,ls,b,14,rw,<7,0,5.64,11.28,
1,crib,ls,b,14,rw,<8,0,5.64,11.28,
1,crib,ls,b,14,rw,<9,0,5.64,11.28,
1,crib,ls,b,14,rw,<10,1,5.64,11.28,
1,crib,ls,b,14,to,<BH,10,5.64,11.28,
1,crib,ls,b,14,to,<2.5,41,5.64,11.28,
1,crib,ls,b,14,to,<5,2,5.64,11.28,
1,crib,ls,b,14,to,<6,1,5.64,11.28,
1,crib,ls,b,14,to,<7,2,5.64,11.28,
1,crib,ls,b,14,to,<8,1,5.64,11.28,
1,crib,ls,b,14,to,<9,0,5.64,11.28,
1,crib,ls,b,14,to,<10,0,5.64,11.28,
1,crib,ls,b,14,df,<BH,23,5.64,11.28,
1,crib,ls,b,14,df,<2.5,16,5.64,11.28,
1,crib,ls,b,14,df,<5,10,5.64,11.28,
1,crib,ls,b,14,df,<6,2,5.64,11.28,
1,crib,ls,b,14,df,<7,1,5.64,11.28,
1,crib,ls,b,14,df,<8,2,5.64,11.28,
1,crib,ls,b,14,df,<9,1,5.64,11.28,
1,crib,ls,b,14,df,<10,2,5.64,11.28,
1,crib,ls,b,14,gf,<BH,5,5.64,11.28,
1,crib,ls,b,14,gf,<2.5,0,5.64,11.28,
1,crib,ls,b,14,gf,<5,1,5.64,11.28,
1,crib,ls,b,14,gf,<6,2,5.64,11.28,
1,crib,ls,b,14,gf,<7,0,5.64,11.28,
1,crib,ls,b,14,gf,<8,1,5.64,11.28,
1,crib,ls,b,14,gf,<9,0,5.64,11.28,
1,crib,ls,b,14,gf,<10,0,5.64,11.28,
1,crib,ls,b,14,wm,<BH,0,5.64,11.28,
1,crib,ls,b,14,wm,<2.5,4,5.64,11.28,
1,crib,ls,b,14,wm,<5,1,5.64,11.28,
1,crib,ls,b,14,wm,<6,0,5.64,11.28,
